Rank,Team,Conf,Record,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank
1,Baylor,B12,12-0,+30.09,117.1,5,87.0,4,68.5,168,+.016,148,-4.46,308
2,Gonzaga,WCC,11-2,+29.88,119.4,2,89.5,14,72.8,24,-.058,287,-2.11,247
3,Purdue,B10,11-1,+27.95,120.4,1,92.5,42,67.9,198,+.020,140,+2.78,110
4,Houston,Amer,11-2,+27.72,115.0,7,87.3,5,66.1,295,-.060,288,+1.18,157
5,Kansas,B12,9-1,+26.64,118.6,3,91.9,38,71.7,48,-.043,255,+3.25,94
6,Duke,ACC,11-1,+25.38,116.1,6,90.7,23,70.4,84,-.010,196,-2.44,259
7,Arizona,P12,11-1,+25.23,113.8,14,88.6,8,74.4,5,-.001,176,+1.46,142
8,UCLA,P12,8-1,+23.86,113.9,13,90.1,18,68.5,172,+.062,76,+3.28,93
9,LSU,SEC,12-0,+23.68,108.0,58,84.3,1,71.1,60,+.054,91,-0.71,204
10,Tennessee,SEC,9-2,+23.65,109.5,37,85.8,2,70.7,75,-.004,184,+1.46,143
11,Kentucky,SEC,9-2,+23.35,114.5,11,91.2,29,68.8,160,-.100,325,-4.47,309
12,Villanova,BE,8-4,+23.06,114.4,12,91.3,33,62.9,346,-.021,222,+10.96,9
13,Auburn,SEC,11-1,+23.03,112.2,20,89.1,12,70.9,70,-.022,223,+4.26,68
14,Illinois,B10,9-3,+22.49,114.6,10,92.1,39,68.8,159,-.008,194,+3.91,77
15,Ohio St.,B10,8-2,+21.60,114.9,8,93.3,49,67.8,203,+.020,141,+9.63,14
16,Michigan,B10,7-4,+21.28,111.9,21,90.6,22,66.9,258,-.030,235,+7.09,30
17,Texas,B12,10-2,+21.19,109.9,34,88.7,10,61.4,356,-.045,257,-10.72,357
18,Michigan St.,B10,10-2,+21.10,111.0,24,89.9,16,70.1,94,+.098,42,+9.89,12
19,Alabama,SEC,9-3,+20.97,114.6,9,93.7,53,72.0,34,-.001,178,+9.27,18
20,USC,P12,12-0,+20.92,110.6,26,89.7,15,67.2,239,+.067,71,+0.12,180
21,Texas Tech,B12,10-2,+20.41,108.6,47,88.2,6,65.8,302,-.017,214,-9.38,354
22,Loyola Chicago,MVC,9-2,+19.21,112.8,16,93.6,52,64.9,325,-.007,193,+1.43,147
23,Iowa,B10,9-3,+19.09,117.2,4,98.2,108,71.9,42,-.047,268,-2.51,260
24,Virginia Tech,ACC,8-5,+18.95,110.0,31,91.1,28,64.5,333,-.122,336,+4.26,67
25,Connecticut,BE,10-3,+18.83,109.7,35,90.9,26,67.7,211,-.038,246,-0.32,190
26,Xavier,BE,11-2,+18.82,110.2,28,91.3,34,71.0,66,+.074,64,+3.44,91
27,BYU,WCC,11-3,+18.32,110.2,27,91.9,37,69.8,110,-.006,189,+7.04,31
28,Indiana,B10,10-2,+17.96,107.4,65,89.4,13,69.4,128,-.014,203,-2.14,250
29,Seton Hall,BE,9-1,+17.90,109.2,40,91.3,32,71.0,63,+.056,90,+3.04,103
30,Florida,SEC,9-3,+17.72,109.0,43,91.3,31,69.1,142,-.045,258,-0.32,191
31,Memphis,Amer,6-4,+16.90,108.4,49,91.5,35,73.1,17,-.092,322,+5.07,52
32,Saint Mary's,WCC,12-3,+16.63,105.4,90,88.8,11,65.8,301,+.032,125,+4.26,69
33,Wisconsin,B10,9-2,+16.49,107.3,67,90.8,25,66.2,288,+.119,29,+7.48,25
34,San Francisco,WCC,13-1,+16.45,106.4,79,90.0,17,68.8,161,+.047,101,+0.57,165
35,Oklahoma,B12,10-2,+16.34,107.1,71,90.8,24,67.1,250,-.014,207,-2.83,273
36,Colorado St.,MWC,10-0,+16.19,113.2,15,97.0,93,69.2,133,+.050,97,-1.12,219
37,North Carolina,ACC,9-3,+16.07,112.5,17,96.5,85,70.3,85,+.073,67,+4.17,72
38,Clemson,ACC,9-4,+15.80,111.2,23,95.4,72,67.2,237,-.080,314,+3.17,97
39,Florida St.,ACC,6-4,+15.64,106.9,74,91.2,30,68.9,154,-.036,242,+4.12,74
40,Northwestern,B10,8-2,+15.56,108.6,48,93.0,45,68.0,192,-.076,312,-6.21,330
41,West Virginia,B12,11-1,+15.38,106.3,80,90.9,27,66.5,275,+.066,73,-0.35,193
42,Mississippi St.,SEC,9-3,+15.22,110.1,30,94.8,64,64.9,324,-.058,286,-0.86,207
43,San Diego St.,MWC,8-3,+14.95,103.7,112,88.7,9,66.2,290,+.057,87,+4.05,76
44,Arkansas,SEC,10-2,+14.81,109.4,38,94.6,62,72.9,21,+.046,103,-4.10,302
45,Iowa St.,B12,12-0,+14.51,102.8,136,88.3,7,67.3,234,+.039,112,-7.73,345
46,Creighton,BE,9-3,+13.42,108.3,51,94.9,66,67.6,216,+.004,169,+1.70,135
47,Washington St.,P12,8-5,+13.34,105.7,83,92.3,41,67.4,226,-.154,345,-1.42,229
48,UAB,CUSA,10-3,+13.24,107.1,72,93.9,56,69.8,105,-.087,318,-3.50,291
49,Providence,BE,11-1,+13.22,107.3,68,94.1,58,67.5,219,+.160,11,+3.01,104
50,Boise St.,MWC,10-4,+13.11,103.2,126,90.1,19,66.8,262,-.060,289,+2.28,124
51,Oklahoma St.,B12,7-4,+13.01,103.5,117,90.5,21,70.6,77,-.045,259,+1.45,144
