Rank,Team,Conf,Record,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank
1,Gonzaga,WCC,14-2,+31.65,124.1,1,92.4,17,74.5,3,-.057,286,+0.06,182
2,Baylor,B12,15-2,+28.05,118.7,7,90.7,12,68.9,154,-.014,201,+3.70,73
3,Villanova,BE,13-4,+27.61,118.8,6,91.2,13,62.2,355,+.016,154,+11.50,2
4,Kentucky,SEC,14-3,+27.12,120.9,4,93.8,26,69.7,117,-.091,322,-0.63,208
5,Houston,Amer,15-2,+26.51,118.5,8,92.0,16,66.0,312,+.001,181,+2.44,104
6,Purdue,B10,14-2,+26.40,124.0,2,97.6,72,68.2,185,+.003,175,+2.99,86
7,Kansas,B12,14-2,+26.21,120.6,5,94.4,33,70.8,69,-.017,211,+6.39,29
8,Arizona,P12,14-1,+26.17,116.2,14,90.0,7,74.7,2,+.007,172,+1.06,145
9,Auburn,SEC,16-1,+26.07,116.1,15,90.1,8,71.4,52,-.000,185,+7.72,20
10,Duke,ACC,14-2,+24.53,117.1,11,92.6,19,70.1,95,-.031,241,+0.33,170
11,Illinois,B10,13-3,+24.43,117.4,9,93.0,21,68.2,188,+.023,144,+5.82,39
12,LSU,SEC,15-2,+24.30,106.9,104,82.6,1,70.4,80,+.047,104,+5.67,43
13,UCLA,P12,11-2,+22.95,115.6,18,92.6,20,69.1,144,+.014,159,+3.47,76
14,Tennessee,SEC,11-5,+21.71,110.8,51,89.1,5,70.0,100,-.021,220,+8.10,15
15,Texas,B12,13-4,+21.46,112.7,29,91.3,14,62.9,350,-.045,270,-1.24,234
16,Texas Tech,B12,13-4,+21.46,109.1,70,87.7,2,66.0,308,-.024,228,+0.36,169
17,Alabama,SEC,11-6,+20.70,117.2,10,96.5,53,72.4,24,-.062,291,+12.10,1
18,Xavier,BE,13-3,+19.93,114.2,22,94.3,30,71.2,59,+.048,100,+6.10,35
19,Iowa,B10,13-4,+19.64,122.3,3,102.6,159,71.6,45,-.015,206,+2.40,106
20,Connecticut,BE,11-4,+19.11,113.2,26,94.1,29,67.3,242,-.053,276,+2.97,88
21,BYU,WCC,15-4,+18.71,111.2,44,92.5,18,69.5,125,+.055,91,+8.44,13
22,Michigan St.,B10,14-3,+18.68,112.3,34,93.6,25,69.8,110,+.082,56,+7.30,23
23,Ohio St.,B10,11-4,+18.59,116.0,16,97.5,69,67.8,215,+.060,82,+10.79,4
24,North Carolina,ACC,12-4,+18.40,116.2,13,97.8,73,71.5,46,+.023,143,+5.10,46
25,USC,P12,14-2,+18.32,112.9,28,94.6,34,67.8,213,+.030,131,+1.73,119
26,Indiana,B10,12-4,+18.26,108.6,80,90.3,11,68.8,159,-.054,279,+1.39,131
27,Wisconsin,B10,14-2,+18.12,112.1,36,94.0,27,66.8,271,+.157,9,+9.70,5
28,Iowa St.,B12,14-3,+18.09,106.6,110,88.5,4,68.0,206,+.002,179,+3.60,74
29,Loyola Chicago,MVC,13-2,+17.80,113.9,23,96.1,47,65.2,325,+.058,86,+1.70,121
30,Seton Hall,BE,11-5,+17.65,112.7,30,95.1,38,71.5,51,-.067,297,+8.87,8
31,Virginia Tech,ACC,9-7,+17.21,112.1,35,94.9,36,64.4,335,-.145,348,+5.05,47
32,Michigan,B10,7-7,+16.84,113.0,27,96.2,48,66.3,294,-.077,310,+9.23,6
33,Oklahoma,B12,12-5,+16.48,110.5,55,94.0,28,67.4,241,-.034,249,+3.98,65
34,San Diego St.,MWC,10-3,+16.46,105.6,128,89.2,6,66.7,275,+.056,89,+4.19,60
35,Saint Mary's,WCC,13-4,+16.31,106.5,111,90.2,10,65.5,320,+.016,153,+4.74,48
36,San Francisco,WCC,15-3,+16.17,109.8,61,93.6,24,69.8,109,-.019,216,+1.90,117
37,Florida,SEC,10-6,+15.73,110.8,49,95.1,39,68.4,173,-.073,305,+4.57,53
38,Arkansas,SEC,12-5,+15.21,111.8,40,96.6,56,73.0,16,-.023,224,+1.48,128
39,Colorado St.,MWC,13-1,+14.90,114.6,20,99.7,103,68.3,177,+.158,8,-0.10,189
40,Mississippi St.,SEC,12-4,+14.62,113.4,25,98.8,87,66.0,310,-.029,238,+0.49,163
41,Boise St.,MWC,12-4,+14.46,106.1,118,91.7,15,66.7,277,-.041,265,+3.11,83
42,Memphis,Amer,9-7,+14.36,110.6,52,96.2,49,73.0,14,-.105,329,+6.52,27
43,Davidson,A10,14-2,+14.10,115.9,17,101.8,140,65.6,318,+.028,134,+1.13,143
44,West Virginia,B12,13-3,+14.06,107.1,101,93.0,22,68.1,193,+.135,15,+4.24,58
45,UAB,CUSA,15-4,+14.01,111.4,42,97.4,67,70.0,99,-.070,302,-3.68,300
46,Oklahoma St.,B12,9-7,+13.98,104.1,157,90.1,9,70.1,90,-.037,258,+8.58,9
47,Marquette,BE,12-6,+13.83,109.7,62,95.9,45,71.8,38,+.036,121,+8.47,12
48,Wake Forest,ACC,14-4,+13.62,110.5,53,96.9,60,70.1,89,+.026,140,+1.49,127
49,Providence,BE,14-2,+13.57,109.6,63,96.0,46,66.8,272,+.219,1,+6.04,37
50,Oregon,P12,11-6,+13.39,113.5,24,100.1,106,66.9,266,+.049,96,+7.42,22
51,Murray St.,OVC,14-2,+13.36,110.8,50,97.4,68,68.1,192,+.044,106,+0.55,161
52,Northwestern,B10,9-6,+13.25,111.1,45,97.9,75,68.8,158,-.138,346,+2.34,108
53,Washington St.,P12,10-7,+13.24,107.5,92,94.3,31,67.6,222,-.159,352,+0.78,155
54,Florida St.,ACC,10-5,+13.02,107.8,88,94.8,35,68.5,171,+.064,76,+5.80,40
55,Notre Dame,ACC,10-6,+13.00,112.5,31,99.5,100,66.5,286,-.003,191,+7.81,19
56,Creighton,BE,10-5,+12.99,109.3,68,96.3,50,67.8,216,+.080,59,+6.91,25
57,Clemson,ACC,10-7,+12.26,111.0,47,98.7,86,68.0,208,-.078,311,+4.46,55
58,Belmont,OVC,13-4,+12.20,112.0,37,99.8,104,69.9,104,+.075,64,+2.02,114
59,Texas A&M,SEC,15-2,+12.16,108.0,86,95.9,44,67.9,209,+.059,85,-2.54,271
60,Fresno St.,MWC,12-4,+11.92,107.2,99,95.3,42,62.7,353,-.023,223,-0.50,202
61,TCU,B12,12-2,+11.64,106.0,120,94.3,32,66.6,284,+.120,26,-0.68,213
62,St. Bonaventure,A10,10-3,+11.63,111.6,41,100.0,105,66.6,283,+.161,6,+2.39,107
63,Kansas St.,B12,9-7,+11.50,105.0,141,93.5,23,67.9,211,-.127,342,+2.94,89
