Rank,Team,Conf,Record,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank
1,Gonzaga,WCC,22-2,+34.04,122.3,2,88.3,7,73.5,2,-.047,279,+0.09,152
2,Arizona,P12,22-2,+29.62,117.5,9,87.9,6,72.8,8,+.023,137,+5.19,65
3,Kentucky,SEC,21-5,+28.29,118.7,6,90.4,12,68.5,110,-.039,264,+7.13,37
4,Baylor,B12,21-5,+27.18,118.3,7,91.2,17,67.8,147,+.000,182,+9.37,18
5,Auburn,SEC,24-2,+25.97,115.7,14,89.7,9,70.2,52,-.002,191,+7.83,27
6,Kansas,B12,21-4,+25.64,120.0,3,94.3,34,69.3,79,+.036,112,+11.06,3
7,Houston,Amer,20-4,+25.58,116.5,10,90.9,16,64.9,306,-.026,238,+2.83,97
8,Villanova,BE,20-6,+25.42,118.9,5,93.5,27,62.5,348,+.027,128,+10.58,5
9,Tennessee,SEC,19-6,+24.88,112.5,28,87.6,4,67.9,144,+.020,145,+10.52,6
10,Duke,ACC,22-4,+24.82,116.3,12,91.5,19,67.9,139,-.038,262,+4.76,74
11,Texas Tech,B12,20-6,+24.28,110.9,41,86.7,3,66.7,213,-.007,203,+7.67,33
12,Purdue,B10,23-4,+23.97,122.8,1,98.9,101,66.5,227,+.060,68,+7.55,35
13,UCLA,P12,17-5,+23.96,114.9,18,90.9,15,66.3,237,-.029,244,+8.14,25
14,Texas,B12,19-7,+22.23,112.0,31,89.8,10,62.9,345,-.012,213,+7.07,38
15,Illinois,B10,18-7,+20.32,113.0,25,92.7,23,67.3,185,+.025,132,+9.55,15
16,LSU,SEC,19-7,+20.08,105.6,116,85.6,1,69.5,73,-.006,201,+7.80,28
17,Ohio St.,B10,16-6,+19.69,117.7,8,98.1,82,65.7,268,+.006,168,+8.86,19
18,Iowa,B10,17-7,+19.35,119.2,4,99.9,121,70.3,48,-.061,303,+4.05,86
19,Connecticut,BE,18-7,+19.08,112.7,26,93.6,28,65.9,253,-.036,256,+6.06,49
20,Alabama,SEC,17-9,+18.96,115.7,15,96.7,66,72.0,14,-.005,199,+12.46,1
21,Saint Mary's,WCC,20-6,+18.83,109.7,64,90.9,14,63.7,336,+.009,164,+4.49,80
22,Arkansas,SEC,20-6,+18.16,109.4,67,91.2,18,71.4,22,+.004,172,+4.80,71
23,Michigan St.,B10,18-7,+16.80,111.9,32,95.1,48,67.9,146,+.044,96,+8.76,21
24,Murray St.,OVC,24-2,+16.65,111.6,35,95.0,46,66.6,221,+.054,83,-3.48,255
25,San Francisco,WCC,21-6,+16.50,108.7,71,92.3,22,68.7,102,-.017,218,+2.57,102
26,Virginia Tech,ACC,16-10,+16.45,114.4,19,97.9,79,63.2,343,-.095,336,+4.79,72
27,Loyola Chicago,MVC,20-5,+16.45,112.4,30,95.9,55,64.1,330,+.029,124,+2.58,101
28,Oklahoma,B12,14-12,+16.23,110.2,54,94.0,32,65.6,274,-.097,338,+10.02,10
29,USC,P12,21-4,+16.16,111.2,39,95.0,47,66.4,230,+.038,108,+2.76,99
30,Boise St.,MWC,20-6,+15.99,106.3,106,90.3,11,65.1,301,-.004,197,+4.58,79
31,Wisconsin,B10,20-5,+15.97,110.7,44,94.7,38,67.1,190,+.143,8,+10.04,9
32,Seton Hall,BE,15-9,+15.88,109.9,62,94.0,31,68.9,89,-.042,270,+9.96,12
33,Colorado St.,MWC,20-3,+15.83,115.3,16,99.4,111,66.7,209,+.124,9,+2.90,96
34,San Diego St.,MWC,16-6,+15.77,101.4,202,85.6,2,65.8,263,+.014,155,+4.09,85
35,Wake Forest,ACC,20-7,+15.75,110.6,47,94.8,41,70.0,58,+.003,175,+3.16,91
36,Memphis,Amer,15-8,+15.65,110.2,57,94.5,36,71.1,26,-.058,298,+6.45,44
37,Michigan,B10,13-10,+15.59,113.8,20,98.2,88,65.3,290,-.027,239,+10.31,7
38,Xavier,BE,17-8,+15.51,111.1,40,95.5,51,68.6,106,+.001,180,+7.69,32
39,Marquette,BE,17-9,+15.44,110.2,55,94.8,40,70.3,46,+.017,149,+9.38,17
40,Wyoming,MWC,21-4,+14.77,112.6,27,97.9,78,66.1,245,+.109,19,+3.27,89
41,Iowa St.,B12,17-9,+14.69,103.4,158,88.7,8,66.5,224,+.014,156,+8.27,23
42,Mississippi St.,SEC,14-11,+14.62,112.4,29,97.8,76,65.7,266,-.085,329,+6.98,39
43,Washington St.,P12,14-10,+14.51,106.3,104,91.8,21,65.8,254,-.143,356,+3.10,93
44,Providence,BE,21-3,+14.26,110.6,45,96.4,60,65.8,258,+.200,1,+5.86,54
45,North Texas,CUSA,18-4,+14.20,107.4,88,93.2,26,59.5,357,+.022,142,+0.37,147
