Rank,Team,Conf,Record,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank
1,Gonzaga,WCC,21-2,+34.66,122.6,2,88.0,7,73.7,2,-.049,282,+0.50,144
2,Arizona,P12,22-2,+29.71,117.5,9,87.8,5,72.9,8,+.023,136,+5.26,58
3,Kentucky,SEC,21-4,+29.37,119.2,4,89.9,12,68.6,107,-.038,261,+6.17,45
4,Baylor,B12,21-4,+27.86,118.0,7,90.1,13,67.9,146,+.011,157,+8.49,23
5,Auburn,SEC,23-2,+26.21,115.2,16,89.0,8,69.9,65,-.001,190,+8.03,25
6,Duke,ACC,21-4,+25.61,116.5,11,90.9,18,68.0,140,-.052,288,+4.55,78
7,Houston,Amer,20-4,+25.57,116.3,13,90.8,15,65.0,306,-.026,237,+2.74,97
8,Kansas,B12,20-4,+25.54,120.1,3,94.6,40,69.4,80,+.037,114,+11.14,3
9,Villanova,BE,19-6,+25.38,118.2,6,92.8,25,61.9,354,+.016,147,+10.13,6
10,Tennessee,SEC,18-6,+24.03,111.9,30,87.9,6,68.0,138,+.015,150,+9.81,10
11,UCLA,P12,17-5,+23.90,114.7,18,90.8,16,66.4,237,-.029,248,+7.98,26
12,Purdue,B10,22-4,+23.89,123.4,1,99.5,116,66.4,234,+.053,85,+7.02,33
13,Texas Tech,B12,19-6,+23.65,109.9,55,86.2,3,66.6,221,-.014,212,+6.81,35
14,Texas,B12,18-7,+22.21,111.5,36,89.3,10,62.7,346,-.026,240,+6.33,44
15,Illinois,B10,18-6,+21.44,113.5,23,92.1,22,67.3,184,+.038,110,+9.32,15
16,LSU,SEC,18-7,+20.16,105.4,119,85.3,1,69.4,77,-.008,202,+8.54,22
17,Iowa,B10,17-7,+19.40,119.0,5,99.6,119,70.3,52,-.061,299,+4.07,82
18,Alabama,SEC,16-9,+19.17,115.9,14,96.8,67,71.9,15,-.016,215,+12.62,1
19,Connecticut,BE,17-7,+18.98,112.5,26,93.5,30,66.2,246,-.048,280,+5.60,55
20,Saint Mary's,WCC,20-6,+18.94,109.8,58,90.8,17,63.8,336,+.009,161,+4.55,77
