Rank,Team,Conf,Record,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank
1,Gonzaga,WCC,28-4,+30.93,120.7,3,89.7,10,72.5,5,-.039,272,+4.25,93
2,Houston,Amer,32-6,+27.72,116.8,10,89.1,8,63.7,338,-.012,203,+5.92,75
3,Baylor,B12,27-7,+26.72,117.8,8,91.1,13,67.4,163,+.004,163,+10.73,13
4,Arizona,P12,33-4,+26.05,118.6,7,92.5,21,72.3,9,+.048,75,+6.56,70
5,Kansas,B12,31-6,+25.87,118.7,6,92.9,23,69.5,63,+.040,90,+11.84,4
6,Kentucky,SEC,26-8,+25.56,119.9,5,94.3,35,67.5,152,-.043,279,+8.79,34
7,Duke,ACC,32-6,+25.48,121.0,1,95.6,45,67.3,170,+.001,169,+7.86,50
8,Villanova,BE,30-7,+25.37,117.2,9,91.8,17,62.6,345,+.059,62,+11.05,10
9,Texas Tech,B12,27-10,+25.31,110.5,42,85.2,1,66.5,219,-.031,248,+10.71,14
10,Tennessee,SEC,27-8,+24.96,111.4,36,86.5,3,67.4,158,+.029,117,+11.28,9
11,UCLA,P12,27-8,+24.36,116.0,12,91.6,14,65.2,276,-.029,246,+8.64,35
12,Auburn,SEC,28-6,+23.11,112.6,25,89.5,9,70.1,42,-.021,226,+8.29,40
13,Iowa,B10,26-10,+22.71,120.5,4,97.8,82,69.7,53,-.061,309,+7.32,60
14,Purdue,B10,29-8,+22.36,121.0,2,98.6,93,66.2,238,+.022,133,+8.84,31
15,Texas,B12,22-12,+20.57,112.3,29,91.7,15,63.8,336,-.043,281,+10.42,17
16,Saint Mary's,WCC,26-8,+19.52,110.1,51,90.6,12,63.6,339,+.039,96,+6.91,63
17,Arkansas,SEC,28-9,+19.32,109.8,54,90.5,11,70.7,28,+.038,99,+8.96,28
18,North Carolina,ACC,27-9,+19.19,114.4,19,95.2,42,70.4,36,+.083,30,+9.09,25
19,Virginia Tech,ACC,23-13,+18.82,115.0,17,96.1,54,63.3,341,-.062,310,+7.86,49
20,Illinois,B10,23-10,+18.73,112.0,30,93.3,29,67.2,178,+.033,110,+10.45,16
21,Connecticut,BE,23-10,+18.61,114.0,20,95.4,43,64.8,301,-.038,270,+7.46,57
22,LSU,SEC,22-12,+18.51,107.2,90,88.7,6,68.6,101,-.052,298,+8.99,27
23,San Francisco,WCC,24-10,+17.34,110.5,43,93.1,27,68.9,81,-.042,277,+5.17,82
24,Memphis,Amer,22-11,+17.21,111.2,37,94.0,32,69.9,49,-.028,243,+7.44,58
25,San Diego St.,MWC,23-9,+16.89,103.3,171,86.4,2,65.5,267,-.003,183,+5.82,76
26,TCU,B12,21-13,+16.67,108.5,75,91.8,16,65.9,247,+.014,143,+11.43,7
27,Michigan,B10,19-15,+16.60,113.8,22,97.3,72,66.7,203,-.019,217,+12.17,3
28,Loyola Chicago,MVC,25-8,+16.52,108.6,74,92.1,18,64.7,308,+.012,148,+3.15,105
29,Alabama,SEC,19-14,+16.50,115.1,16,98.6,92,71.9,11,-.022,229,+12.53,1
30,Ohio St.,B10,20-12,+16.26,115.6,13,99.4,112,65.1,289,-.017,213,+9.87,19
31,Oklahoma,B12,19-16,+16.19,110.9,39,94.7,38,65.1,287,-.054,301,+11.49,6
32,Providence,BE,27-6,+15.89,111.5,35,95.6,46,65.2,278,+.164,1,+7.79,52
33,Wake Forest,ACC,25-10,+15.55,110.7,40,95.1,41,70.6,30,-.001,176,+4.33,92
34,Murray St.,OVC,31-3,+15.44,111.5,34,96.1,52,66.1,243,+.074,43,-3.04,216
35,Miami FL,ACC,26-10,+15.40,114.8,18,99.4,114,67.7,139,+.073,45,+8.12,43
36,Wisconsin,B10,25-8,+15.30,109.3,63,94.0,34,66.5,215,+.105,16,+9.75,21
37,Oklahoma St.,B12,15-15,+15.29,103.7,162,88.4,4,67.6,142,-.074,327,+11.53,5
38,Washington St.,P12,22-14,+15.27,108.3,77,93.0,26,66.3,230,-.088,340,+4.89,86
39,Notre Dame,ACC,24-11,+15.20,112.4,28,97.2,69,65.7,258,+.017,140,+7.79,51
40,Boise St.,MWC,27-8,+15.02,107.5,86,92.5,20,64.5,318,+.029,116,+5.39,79
41,Texas A&M,SEC,26-12,+14.96,108.8,72,93.8,31,66.7,205,+.005,162,+6.85,64
42,Davidson,A10,27-7,+14.90,116.8,11,101.9,154,64.7,307,-.020,221,+1.79,115
43,Michigan St.,B10,23-13,+14.72,111.8,31,97.1,66,67.5,147,+.052,69,+10.92,12
44,Dayton,A10,24-11,+14.47,109.0,66,94.6,37,63.1,343,-.039,271,+2.13,112
45,Iowa St.,B12,22-13,+14.36,103.0,174,88.6,5,66.3,225,+.049,74,+11.01,11
46,Colorado St.,MWC,25-6,+14.32,112.8,24,98.5,91,65.4,270,+.121,6,+4.91,85
47,USC,P12,26-8,+14.27,109.8,53,95.5,44,66.3,231,+.060,57,+5.29,80
48,Indiana,B10,21-14,+14.04,107.0,98,92.9,24,67.3,175,-.020,223,+8.53,37
49,Creighton,BE,23-12,+13.78,106.0,112,92.2,19,67.2,181,+.086,27,+9.13,24
50,Mississippi St.,SEC,18-16,+13.76,109.6,56,95.9,48,65.7,259,-.087,339,+7.89,47
51,UAB,CUSA,27-8,+13.65,112.4,26,98.8,99,68.9,80,-.035,257,-0.77,159
52,Seton Hall,BE,21-11,+13.63,107.2,92,93.5,30,67.3,169,+.033,111,+8.96,29
53,Vermont,AE,28-6,+13.22,111.1,38,97.9,84,65.0,292,-.028,242,-6.94,319
54,St. John's,BE,17-15,+13.11,110.4,44,97.3,75,73.6,1,-.101,346,+6.78,66
55,Marquette,BE,19-13,+13.04,109.3,64,96.3,55,70.9,25,+.021,137,+9.51,22
