Rank,Team,Conf,Record,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank
1,Gonzaga,WCC,26-3,+33.00,122.1,2,89.1,7,72.8,4,-.038,269,+4.01,94
2,Arizona,P12,28-3,+27.42,118.6,8,91.2,12,72.7,5,+.031,111,+5.68,75
3,Kentucky,SEC,25-6,+27.33,120.9,3,93.6,22,67.6,159,-.030,253,+8.55,35
4,Baylor,B12,26-5,+27.08,118.4,9,91.3,15,67.5,169,+.034,103,+10.77,9
5,Houston,Amer,26-5,+25.49,116.8,14,91.3,14,64.4,323,-.009,200,+4.09,93
6,Duke,ACC,27-5,+25.24,119.9,5,94.6,30,67.7,155,-.025,237,+5.78,73
7,Auburn,SEC,27-4,+25.19,114.4,22,89.2,8,70.4,42,-.030,254,+8.79,30
8,UCLA,P12,23-6,+24.84,115.7,15,90.9,11,66.0,255,-.028,246,+7.55,48
9,Kansas,B12,25-6,+24.50,119.2,7,94.7,32,69.3,70,+.036,97,+12.12,2
10,Villanova,BE,23-7,+24.45,119.3,6,94.9,33,63.2,344,+.025,121,+10.42,13
11,Texas Tech,B12,23-8,+24.20,110.6,52,86.4,1,66.6,220,-.026,240,+9.37,22
12,Tennessee,SEC,23-7,+24.01,111.2,44,87.2,3,67.9,139,+.036,96,+11.34,7
13,Purdue,B10,25-6,+22.79,122.2,1,99.4,99,66.2,244,+.034,101,+8.49,36
14,Iowa,B10,22-9,+22.15,120.1,4,97.9,71,69.9,53,-.072,326,+6.93,58
15,Texas,B12,21-10,+20.93,112.2,30,91.3,13,63.4,341,-.031,255,+9.47,20
16,Illinois,B10,22-8,+19.91,114.5,20,94.5,28,67.5,171,+.043,83,+10.31,14
17,LSU,SEC,21-10,+19.88,107.9,88,88.1,5,68.8,98,-.043,279,+9.08,27
18,Saint Mary's,WCC,25-7,+19.72,109.9,65,90.2,9,63.8,338,+.037,95,+7.00,56
19,Arkansas,SEC,24-7,+19.46,111.3,42,91.8,16,70.8,28,+.019,140,+7.36,50
20,Connecticut,BE,22-8,+18.88,114.1,24,95.2,36,65.5,274,-.020,220,+6.95,57
21,San Francisco,WCC,24-9,+18.26,111.0,49,92.7,18,69.0,87,-.029,250,+5.68,74
22,Alabama,SEC,19-12,+17.84,116.8,13,99.0,94,71.7,16,-.011,206,+13.00,1
23,San Diego St.,MWC,21-7,+17.67,104.3,157,86.6,2,65.9,259,+.020,138,+5.83,72
24,Loyola Chicago,MVC,25-7,+17.63,111.1,46,93.5,21,64.9,307,+.016,145,+3.39,101
25,Murray St.,OVC,30-2,+16.38,111.7,34,95.3,38,66.1,249,+.075,44,-3.49,234
26,Ohio St.,B10,19-10,+16.25,116.9,12,100.7,122,65.2,292,+.001,175,+9.68,18
27,Boise St.,MWC,24-7,+16.24,108.8,79,92.5,17,64.8,311,+.003,170,+5.52,79
