Team,AdjEM,AdjOE,AdjDE
Gonzaga,28.299999999999997,115.5,87.2
Baylor,23.900000000000006,112.0,88.1
Duke,23.400000000000006,112.9,89.5
Tennessee,22.299999999999997,108.3,86.0
Houston,21.799999999999997,108.1,86.3
North Carolina,21.700000000000003,111.0,89.3
Texas,20.60000000000001,109.4,88.8
UCLA,20.400000000000006,109.9,89.5
Kentucky,20.80000000000001,111.9,91.1
Arizona,20.299999999999997,110.3,90.0
Indiana,19.900000000000006,108.2,88.3
Kansas,19.39999999999999,107.8,88.4
San Diego St.,18.39999999999999,104.1,85.7
Auburn,17.89999999999999,104.8,86.9
Illinois,18.60000000000001,108.7,90.1
Texas A&M,18.400000000000006,107.4,89.0
Villanova,18.60000000000001,108.9,90.3
Arkansas,17.299999999999997,103.3,86.0
Xavier,17.700000000000003,108.7,91.0
Florida,17.39999999999999,106.8,89.4
Memphis,17.200000000000003,106.0,88.8
Virginia,17.099999999999994,106.1,89.0
Texas Tech,16.10000000000001,102.4,86.3
Virginia Tech,16.900000000000006,107.5,90.6
Michigan St.,16.900000000000006,107.9,91.0
Iowa,17.0,109.9,92.9
Creighton,16.19999999999999,105.1,88.9
Michigan,16.299999999999997,107.7,91.4
Notre Dame,16.69999999999999,110.6,93.9
TCU,16.10000000000001,106.7,90.6
Purdue,16.5,109.4,92.9
West Virginia,16.0,107.1,91.1
Kansas St.,15.899999999999991,107.3,91.4
Miami FL,16.0,108.2,92.2
Alabama,15.5,105.0,89.5
Dayton,15.299999999999997,105.1,89.8
Oklahoma,15.199999999999989,105.1,89.9
Oklahoma St.,15.0,103.9,88.9
Oregon,15.599999999999994,108.5,92.9
Saint Louis,15.299999999999997,108.1,92.8
Stanford,14.799999999999997,106.8,92.0
Tulane,14.899999999999991,109.1,94.2
UAB,14.700000000000003,107.9,93.2
St. John's,14.0,104.6,90.6
Utah St.,13.700000000000003,103.5,89.8
Iowa St.,13.5,102.2,88.7
Wyoming,13.900000000000006,107.4,93.5
Rutgers,13.0,101.0,88.0
Maryland,13.600000000000009,106.2,92.6
Mississippi,13.0,104.1,91.1
Team,0.0,0.0,0.0
USC,12.900000000000006,103.7,90.8
Missouri,13.599999999999994,109.6,96.0
Cincinnati,12.899999999999991,104.8,91.9
Wisconsin,12.400000000000006,102.0,89.6
Seton Hall,12.299999999999997,102.2,89.9
North Texas,12.299999999999997,103.8,91.5
Saint Mary's,11.900000000000006,101.0,89.1
Arizona St.,11.799999999999997,100.8,89.0
Drake,12.299999999999997,106.3,94.0
Connecticut,11.699999999999989,104.6,92.9
Washington St.,11.599999999999994,104.5,92.9
Ohio St.,11.599999999999994,106.3,94.7
LSU,11.0,101.9,90.9
Clemson,11.200000000000003,104.4,93.2
Fresno St.,10.899999999999991,103.3,92.4
Boise St.,10.700000000000003,102.8,92.1
Providence,10.599999999999994,103.3,92.7
North Carolina St.,10.5,105.7,95.2
Loyola Chicago,10.0,102.0,92.0
