AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Date,Reg_dif,Over_dif
West Virginia,Oklahoma St.,-2,138,H,06:00 PM,20230102,-7.6,-12.1
Rutgers,Purdue,-5,121,H,06:00 PM,20230102,17.6,13.8
Grambling St.,Prairie View A&M,-1,131,H,07:30 PM,20230102,15.6,13.0
Southern,Texas Southern,-2,138,H,07:30 PM,20230102,-4.9,-7.4
Penn,Brown,-3,133,H,06:00 PM,20230102,-5.9,-2.6
Rider,Niagara,-1,125,H,11:00 AM,20230102,5.7,1.7
Eastern Kentucky,Kennesaw St.,-6,142,H,05:30 PM,20230102,-0.4,0.0
Mount St. Mary's,Canisius,-3,135,H,02:00 PM,20230102,-9.7,-11.1
Bellarmine,North Alabama,-3,135,H,06:00 PM,20230102,-13.4,-15.5
North Florida,Stetson,-5,145,H,06:30 PM,20230102,-0.6,-5.5
Army,Lafayette,-3,131,H,06:00 PM,20230102,4.1,8.4
Lipscomb,Liberty,-13,137,H,06:00 PM,20230102,-8.8,-10.3
Colgate,Lehigh,9,159,H,01:00 PM,20230102,6.8,10.5
Florida Gulf Coast,Central Arkansas,10,156,H,07:30 PM,20230102,5.8,3.7
Boston University,Bucknell,-6,138,H,01:00 PM,20230102,10.3,6.4
Jackson St.,Alcorn St.,-5,147,H,04:00 PM,20230102,7.4,9.5
Arkansas Pine Bluff,Alabama A&M,-6,146,H,07:00 PM,20230102,-3.9,-4.2
Jacksonville St.,Jacksonville,-8,122,H,06:00 PM,20230102,-2.3,-2.6
Bethune Cookman,Florida A&M,1,129,H,06:30 PM,20230102,-13.9,-11.9
Loyola MD,American,-12,122,H,01:00 PM,20230102,-13.4,-22.2
Wright St.,IUPUI,12,140,H,01:00 PM,20230102,-11.3,-18.9
Holy Cross,Navy,-15,131,H,12:00 PM,20230102,5.4,1.5
Mississippi Valley St.,Alabama St.,-8,128,H,05:30 PM,20230102,-8.9,-8.0
