AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Date,Reg_dif,Over_dif
Kansas,TCU,-2,150,H,08:00 PM,20230220,9.2,4.6
Oklahoma St.,West Virginia,-4,142,H,06:00 PM,20230220,-2.8,-13.8
Cal St. Fullerton,UC Santa Barbara,-3,127,H,09:00 PM,20230220,18.2,26.6
North Carolina Central,Maryland Eastern Shore,1,135,H,06:30 PM,20230220,10.4,10.5
Howard,Morgan St.,1,145,H,06:30 PM,20230220,14.1,-0.5
Hawaii,Cal St. Bakersfield,3,119,H,07:00 PM,20230220,-4.0,-1.5
UC San Diego,UC Davis,-8,146,H,05:00 PM,20230220,5.7,5.8
Minnesota,Illinois,-16,136,H,08:00 PM,20230220,-5.4,3.2
South Carolina St.,Delaware St.,-1,151,H,06:30 PM,20230220,-5.8,-3.1
Arkansas Pine Bluff,Texas Southern,-5,141,H,07:30 PM,20230220,-2.4,-7.1
UC Riverside,Cal St. Northridge,5,133,H,09:00 PM,20230220,3.6,13.1
UC Irvine,Cal Poly,11,131,H,09:00 PM,20230220,9.5,-4.9
Louisville,Duke,-18,136,H,06:00 PM,20230220,4.5,11.6
Texas A&M Commerce,Nicholls St.,-10,144,H,07:00 PM,20230220,-1.4,3.5
Bethune Cookman,Alabama St.,-5,143,H,07:30 PM,20230220,6.7,5.3
Coppin St.,Norfolk St.,-18,160,H,06:30 PM,20230220,-14.9,3.9
Florida A&M,Alabama A&M,-8,128,H,08:00 PM,20230220,0.4,9.0
Mississippi Valley St.,Prairie View A&M,-11,129,H,08:00 PM,20230220,-2.6,8.5
