AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Date,Reg_dif,Over_dif
Creighton,Texas Tech,-1,129,N,01:30 PM,20221121,-2.1,-2.2
St. John's,Temple,1,149,N,08:30 PM,20221121,-10.8,-9.0
Marquette,Mississippi St.,-2,136,N,07:30 PM,20221121,-3.6,-5.3
Arizona,Cincinnati,8,152,N,10:30 PM,20221121,19.5,22.3
Southern Illinois,UNLV,-1,127,N,12:00 AM,20221121,-4.7,-0.4
Ohio St.,San Diego St.,-5,131,N,08:00 PM,20221121,1.3,-1.5
Georgia Tech,Utah,1,133,N,05:00 PM,20221121,3.9,6.3
Grand Canyon,Wichita St.,1,129,N,02:00 PM,20221121,1.8,1.2
Richmond,Syracuse,-3,137,N,06:00 PM,20221121,-1.6,-6.0
Boston College,Wyoming,-3,137,N,04:45 PM,20221121,2.4,-3.4
Georgia,Saint Joseph's,2,144,N,07:30 PM,20221121,-8.8,-8.8
Akron,Western Kentucky,-1,133,N,12:30 PM,20221121,-6.5,0.9
Nevada,Tulane,-7,147,N,04:00 PM,20221121,13.2,13.1
Cal Baptist,Minnesota,1,129,N,09:30 PM,20221121,4.6,4.5
Texas St.,California,-1,127,H,09:00 PM,20221121,11.2,10.4
Drake,Tarleton St.,5,131,N,07:00 PM,20221121,-20.2,-18.0
Florida Gulf Coast,Northern Kentucky,-2,136,N,06:30 PM,20221121,15.0,14.8
South Florida,UAB,-9,141,N,05:00 PM,20221121,-7.6,-10.6
Arkansas,Louisville,11,135,N,04:00 PM,20221121,16.3,16.5
Kansas St.,Rhode Island,10,136,N,06:30 PM,20221121,12.2,11.2
Drexel,UT Arlington,1,129,N,04:00 PM,20221121,6.7,6.7
Abilene Christian,Wright St.,6,144,N,06:30 PM,20221121,-6.5,-6.0
Bryant,Detroit,6,160,N,11:00 AM,20221121,-1.0,2.1
East Carolina,Indiana St.,-8,146,N,12:30 PM,20221121,-10.5,-11.6
Buffalo,George Mason,-6,146,N,12:00 PM,20221121,16.3,11.2
UC Riverside,Weber St.,4,142,N,09:00 PM,20221121,0.5,-0.8
Northern Iowa,San Francisco,-9,139,N,11:30 AM,20221121,-3.2,-16.8
Belmont,Howard,5,153,N,02:15 PM,20221121,-3.8,-3.4
Mercer,Florida St.,-8,140,H,05:30 PM,20221121,16.7,15.0
Illinois St.,LSU,-10,134,N,10:00 AM,20221121,1.6,-1.5
Bucknell,Presbyterian,2,136,N,01:00 PM,20221121,14.3,16.4
North Florida,Duquesne,-10,148,H,06:00 PM,20221121,-18.9,-23.6
Northern Arizona,Texas,-19,137,N,07:30 PM,20221121,-4.4,-1.7
Bellarmine,Duke,-22,136,H,07:30 PM,20221121,1.3,2.9
Lehigh,St. Francis PA,-5,145,H,06:00 PM,20221121,0.8,3.5
Central Michigan,High Point,-7,147,N,04:30 PM,20221121,-8.9,-10.9
Albany,Austin Peay,-4,136,N,11:00 AM,20221121,9.1,7.4
Eastern Washington,Washington St.,-11,137,N,08:00 PM,20221121,1.4,4.0
Cal St. Northridge,Tennessee St.,-4,140,N,02:00 PM,20221121,-2.5,-1.9
Bethune Cookman,Charleston Southern,-5,147,H,06:00 PM,20221121,-7.3,-7.3
Nebraska Omaha,Iowa,-29,157,H,07:00 PM,20221121,-7.0,-7.9
USC Upstate,Air Force,-5,135,H,08:00 PM,20221121,-1.7,-1.9
Loyola MD,Clemson,-13,135,H,06:00 PM,20221121,5.4,6.4
Western Illinois,UT Rio Grande Valley,2,142,H,05:00 PM,20221121,8.9,7.6
Toledo,UMKC,17,147,N,10:15 AM,20221121,9.9,9.0
Louisiana Monroe,Louisiana Tech,-16,146,H,06:00 PM,20221121,-15.0,-15.0
Hampton,UC Santa Barbara,-16,142,H,08:00 PM,20221121,-13.6,-13.6
Chicago St.,Marshall,-18,160,H,06:00 PM,20221121,1.9,-0.1
Monmouth,Colgate,-18,144,H,06:00 PM,20221121,-14.1,-7.0
Houston Christian,Rice,-11,159,H,07:00 PM,20221121,1.9,2.2
Holy Cross,Fordham,-16,140,H,06:00 PM,20221121,-10.2,-9.6
Illinois Chicago,Stonehill,9,149,N,03:00 PM,20221121,5.7,5.1
