AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Date,Reg_dif,Over_dif
Auburn,USC,1,137,H,04:30 PM,20221218,-4.0,-8.9
Iona,New Mexico,-4,150,H,05:30 PM,20221218,3.1,0.5
Baylor,Washington St.,5,145,N,09:00 PM,20221218,-13.4,-7.1
Stanford,Texas,-7,131,N,12:00 PM,20221218,9.6,15.1
Georgia,Notre Dame,-1,131,N,04:30 PM,20221218,8.5,8.0
Colorado St.,Saint Mary's,-15,131,H,07:00 PM,20221218,-8.4,-12.7
Southern,UAB,-16,160,H,03:30 PM,20221218,-2.1,1.1
Quinnipiac,Saint Peter's,2,134,H,01:00 PM,20221218,4.1,6.9
Detroit,Eastern Michigan,2,166,H,02:00 PM,20221218,-3.5,1.1
Norfolk St.,North Carolina A&T,3,139,N,01:00 PM,20221218,-5.9,-5.5
Tarleton St.,Air Force,-5,125,H,02:30 PM,20221218,-21.9,-22.3
Buffalo,West Virginia,-23,153,H,04:00 PM,20221218,-0.6,-6.8
Cleveland St.,Loyola Marymount,-6,130,H,04:00 PM,20221218,-0.7,-1.9
Northeastern,Illinois Chicago,-4,132,H,01:00 PM,20221218,2.2,-4.7
San Diego,Arizona St.,-14,142,H,06:00 PM,20221218,3.3,4.6
Belmont,Chattanooga,-9,157,H,01:00 PM,20221218,-15.5,-16.2
High Point,UNC Wilmington,-7,143,H,01:00 PM,20221218,-9.1,-15.1
Rhode Island,Georgia St.,-4,124,H,01:00 PM,20221218,3.7,-0.1
Northern Colorado,Colorado,-17,155,H,04:00 PM,20221218,6.1,5.2
William & Mary,UMBC,-5,145,H,12:00 PM,20221218,-5.8,-1.0
Army,Stony Brook,2,140,H,12:00 PM,20221218,-0.6,-1.4
Houston Christian,UT Rio Grande Valley,-1,163,N,06:00 PM,20221218,-8.5,-14.7
Robert Morris,Mount St. Mary's,-6,130,H,01:00 PM,20221218,4.8,-3.0
Niagara,NJIT,2,116,H,01:00 PM,20221218,2.5,-1.1
Alcorn St.,Seattle,-11,141,H,05:00 PM,20221218,0.8,3.1
Hampton,Texas Southern,-6,142,N,03:30 PM,20221218,-2.0,-1.4
Canisius,Penn St.,-21,137,H,11:00 AM,20221218,-0.7,-3.4
Central Michigan,Missouri St.,-10,130,H,05:00 PM,20221218,4.3,3.9
Oakland,Boise St.,-21,143,H,03:00 PM,20221218,-10.7,-11.4
California,Santa Clara,-13,129,H,04:00 PM,20221218,-1.3,-8.8
Western Michigan,Iowa St.,-21,127,H,12:00 PM,20221218,-8.4,-10.8
Howard,Harvard,-14,134,H,11:00 AM,20221218,-14.1,-5.9
LIU Brooklyn,James Madison,-26,152,H,01:00 PM,20221218,-3.3,-5.1
Elon,Valparaiso,-7,137,H,01:00 PM,20221218,3.3,8.9
Bethune Cookman,UTSA,-7,139,H,03:00 PM,20221218,-9.4,-11.8
Mississippi Valley St.,TCU,-26,132,H,05:00 PM,20221218,-6.3,1.6
Albany,Loyola Chicago,-15,133,H,01:00 PM,20221218,-10.9,-10.6
McNeese St.,Southern Miss,-18,136,H,02:00 PM,20221218,-3.7,-7.0
Merrimack,Bucknell,-13,129,H,01:00 PM,20221218,-10.5,-3.0
Green Bay,Oregon St.,-14,126,H,02:00 PM,20221218,-9.6,-13.0
