AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Date,Reg_dif,Over_dif
Kansas,Kansas St.,2,148,H,06:00 PM,20230117,-10.2,-5.9
Baylor,Texas Tech,-1,147,H,08:00 PM,20230117,15.1,17.3
Texas,Iowa St.,-5,129,H,07:00 PM,20230117,-20.5,-12.3
Penn St.,Wisconsin,-1,127,H,07:30 PM,20230117,9.7,6.5
Creighton,Butler,2,138,H,06:00 PM,20230117,20.1,18.7
Clemson,Wake Forest,-3,153,H,08:00 PM,20230117,-8.9,-15.0
UNLV,Utah St.,-7,153,H,08:00 PM,20230117,-2.8,-0.4
Alabama,Vanderbilt,9,155,H,07:30 PM,20230117,6.5,3.8
Houston,Tulane,13,143,H,06:00 PM,20230117,-7.0,-4.0
Tennessee,Mississippi St.,8,114,H,06:00 PM,20230117,10.5,-0.8
North Carolina St.,Georgia Tech,6,142,H,06:00 PM,20230117,11.3,5.1
Georgia,Kentucky,-4,134,H,08:00 PM,20230117,17.1,7.5
Nevada,Boise St.,-6,130,H,08:00 PM,20230117,-2.8,-11.9
Florida St.,Notre Dame,-6,144,H,06:00 PM,20230117,10.4,20.4
Ohio,Toledo,-8,168,H,06:00 PM,20230117,-8.0,-16.1
San Jose St.,New Mexico,-12,144,H,08:00 PM,20230117,-0.7,-10.6
Massachusetts,VCU,-7,143,H,06:00 PM,20230117,-16.7,-15.3
Illinois Chicago,Valparaiso,1,139,H,06:00 PM,20230117,-7.7,-9.3
Wyoming,Air Force,-5,131,H,08:00 PM,20230117,4.9,-1.3
Murray St.,Belmont,-8,146,H,08:00 PM,20230117,-7.3,-9.1
Bowling Green,Buffalo,-7,165,H,06:00 PM,20230117,3.3,-11.3
Davidson,Dayton,-12,126,H,06:00 PM,20230117,-13.2,-0.2
Akron,Central Michigan,5,129,H,06:00 PM,20230117,4.5,11.2
Boston College,North Carolina,-17,141,H,06:00 PM,20230117,1.8,4.2
Rhode Island,Richmond,-7,127,H,06:00 PM,20230117,2.2,0.0
Mississippi,South Carolina,6,126,H,05:30 PM,20230117,1.1,8.8
Northern Illinois,Miami OH,-6,146,H,06:00 PM,20230117,3.8,8.2
Kent St.,Eastern Michigan,16,148,H,06:00 PM,20230117,-0.3,0.4
Western Michigan,Ball St.,-15,149,H,06:00 PM,20230117,6.4,6.9
Evansville,Southern Illinois,-16,124,H,07:00 PM,20230117,-9.3,-3.2
