AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Date,Reg_dif,Over_dif
St. Bonaventure,Siena,-1,133,H,06:00 PM,20221219,-4.3,-4.2
Hofstra,South Florida,-2,138,H,06:00 PM,20221219,-7.1,-7.2
Delaware,Rider,-2,142,H,06:00 PM,20221219,0.8,7.9
Denver,Nebraska Omaha,1,153,H,07:00 PM,20221219,4.0,7.8
College of Charleston,Coastal Carolina,9,147,H,06:30 PM,20221219,3.4,4.3
North Dakota St.,Western Illinois,-1,145,H,06:00 PM,20221219,-0.6,1.2
South Dakota St.,Oral Roberts,-13,159,H,07:00 PM,20221219,-21.5,-18.4
South Dakota,UMKC,-3,133,H,07:00 PM,20221219,1.0,-2.4
Grambling St.,Liberty,-9,125,H,06:00 PM,20221219,14.5,7.2
Weber St.,Utah St.,-21,145,H,08:00 PM,20221219,1.2,7.0
Sacred Heart,Saint Joseph's,-9,155,H,06:00 PM,20221219,1.6,-0.6
Texas A&M Commerce,Fort Wayne,-9,135,H,06:00 PM,20221219,-4.0,-7.5
Chicago St.,Illinois St.,-4,138,H,07:00 PM,20221219,8.4,11.2
UT Arlington,San Francisco,-15,135,H,09:00 PM,20221219,1.9,-3.1
Maine,Akron,-9,129,H,06:00 PM,20221219,0.7,0.4
Idaho,Cal St. Northridge,-4,134,H,09:00 PM,20221219,11.1,7.1
Manhattan,Marist,-6,126,H,06:00 PM,20221219,-20.8,-14.2
North Dakota,St. Thomas,-11,145,H,07:00 PM,20221219,5.9,2.9
Stonehill,Bradley,-17,133,H,07:00 PM,20221219,3.4,6.8
Holy Cross,New Hampshire,-6,124,H,06:00 PM,20221219,-5.8,-2.2
Alabama St.,Arkansas St.,-9,127,H,07:00 PM,20221219,-3.1,-7.0
Southern Indiana,IUPUI,14,140,N,03:00 PM,20221219,-3.2,0.5
