AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Date,Reg_dif,Over_dif
Indiana,Iowa,-1,153,H,08:00 PM,20230105,3.9,3.2
Purdue,Ohio St.,-3,141,H,06:00 PM,20230105,-17.7,-19.2
Oregon,Colorado,-1,147,H,08:00 PM,20230105,5.6,9.0
Santa Clara,Pepperdine,-1,155,H,09:00 PM,20230105,7.6,8.9
UAB,Florida Atlantic,-5,151,H,06:00 PM,20230105,-6.1,-5.5
Gonzaga,San Francisco,4,160,H,10:00 PM,20230105,-5.3,1.4
Washington St.,Arizona St.,-3,127,H,07:00 PM,20230105,15.2,20.7
BYU,Loyola Marymount,-3,143,H,10:00 PM,20230105,-3.1,2.4
Southern Miss,Louisiana Lafayette,2,150,H,07:00 PM,20230105,8.8,11.2
UC Irvine,UC Davis,3,149,H,08:00 PM,20230105,-8.4,-8.1
Louisiana Tech,Rice,-2,158,H,07:00 PM,20230105,-18.2,-10.5
Cincinnati,Wichita St.,-3,127,H,08:00 PM,20230105,6.8,4.6
USC,UCLA,-15,143,H,08:30 PM,20230105,-1.1,-3.2
Maryland,Rutgers,-8,122,H,05:30 PM,20230105,-28.7,-30.2
Utah Tech,Cal Baptist,-1,133,H,09:00 PM,20230105,17.4,11.1
Kennesaw St.,North Florida,1,145,H,06:00 PM,20230105,8.6,7.5
Montana St.,Northern Colorado,3,147,H,07:00 PM,20230105,13.9,7.1
Southern Utah,Tarleton St.,-4,156,H,07:00 PM,20230105,1.4,-2.4
Washington,Arizona,-22,162,H,10:00 PM,20230105,-10.3,-9.9
Grand Canyon,Sam Houston St.,-6,122,H,06:30 PM,20230105,-2.8,-5.3
Southeast Missouri St.,Tennessee Martin,-2,156,H,08:00 PM,20230105,0.1,4.4
Jacksonville,Stetson,1,123,H,06:00 PM,20230105,0.5,3.6
Portland St.,Eastern Washington,-6,158,H,08:00 PM,20230105,-10.0,-7.1
Marshall,Georgia Southern,7,135,H,06:00 PM,20230105,-4.7,-9.1
Eastern Kentucky,Central Arkansas,2,158,H,07:00 PM,20230105,12.4,4.5
North Texas,Western Kentucky,4,116,H,08:00 PM,20230105,5.7,5.9
SMU,Houston,-22,124,H,06:00 PM,20230105,13.8,12.0
Queens,Bellarmine,-1,137,H,05:30 PM,20230105,-4.5,-7.4
South Dakota St.,North Dakota St.,-2,138,H,07:00 PM,20230105,-16.1,-14.3
Charlotte,FIU,5,131,H,06:00 PM,20230105,11.4,6.2
Old Dominion,Troy,-6,132,H,06:00 PM,20230105,-2.6,-2.2
Pacific,San Diego,-7,163,H,09:00 PM,20230105,2.3,1.8
Georgia St.,Louisiana Monroe,1,127,H,06:30 PM,20230105,-10.6,-10.6
Nicholls St.,Texas A&M Commerce,5,147,H,08:00 PM,20230105,20.5,8.9
Florida Gulf Coast,Austin Peay,4,136,H,07:00 PM,20230105,1.1,-3.3
Bryant,Vermont,-8,150,H,06:00 PM,20230105,-12.8,-12.0
Hawaii,UC San Diego,4,120,H,09:00 PM,20230105,-1.4,-1.8
Montana,Northern Arizona,4,142,H,07:00 PM,20230105,9.0,13.6
Long Beach St.,Cal St. Northridge,5,145,H,09:00 PM,20230105,-1.9,-0.3
Southern Indiana,Morehead St.,-3,143,H,06:00 PM,20230105,-7.4,-11.0
Drexel,Towson,-3,121,H,06:00 PM,20230105,14.7,11.1
