AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Date,Reg_dif,Over_dif
Oral Roberts,New Mexico,-10,166,H,08:00 PM,20230109,0.0,-4.0
Colgate,Army,2,162,H,06:00 PM,20230109,-9.8,-10.8
North Carolina Central,Coppin St.,2,162,H,06:45 PM,20230109,4.7,5.2
Prairie View A&M,Arkansas Pine Bluff,3,137,H,08:15 PM,20230109,-8.3,-13.0
Howard,Maryland Eastern Shore,-3,133,H,07:00 PM,20230109,-1.9,-7.0
South Carolina St.,Morgan St.,-9,149,H,05:00 PM,20230109,-1.1,-4.5
Texas Southern,Mississippi Valley St.,5,127,H,08:00 PM,20230109,-5.0,-15.0
Alabama A&M,Jackson St.,-6,148,H,08:00 PM,20230109,-6.5,-7.2
Alabama St.,Alcorn St.,-8,138,H,04:30 PM,20230109,3.7,0.9
Bethune Cookman,Southern,-14,144,H,08:00 PM,20230109,-3.7,-8.7
Norfolk St.,Delaware St.,10,132,H,07:00 PM,20230109,1.7,0.7
Florida A&M,Grambling St.,-19,123,H,08:00 PM,20230109,3.2,12.2
IUPUI,Robert Morris,-17,129,H,06:00 PM,20230109,5.9,7.6
