AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Date,Reg_dif,Over_dif
Baylor,Kansas,-3,153,H,3:00 PM,20230218,13.3,-2.6
Texas A&M,Missouri,1,159,H,5:00 PM,20230218,16.9,19.2
Iowa St.,Kansas St.,-2,132,H,1:00 PM,20230218,0.4,3.5
Michigan St.,Michigan,-1,133,H,7:00 PM,20230218,0.6,-1.8
Tennessee,Kentucky,6,132,H,12:00 PM,20230218,-21.3,-24.9
Oklahoma St.,TCU,-3,137,H,1:00 PM,20230218,11.8,-9.6
Rutgers,Wisconsin,1,117,H,11:00 AM,20230218,-8.5,-9.2
Utah,Arizona St.,-1,135,H,5:00 PM,20230218,4.2,-2.9
Tulane,South Florida,1,161,H,7:00 PM,20230218,6.9,8.5
Illinois,Indiana,-5,147,H,11:00 AM,20230218,-5.7,0.8
Auburn,Vanderbilt,3,143,H,7:30 PM,20230218,4.1,-5.4
Creighton,St. John's,6,152,H,6:30 PM,20230218,5.8,0.9
Nevada,Utah St.,-4,148,H,7:00 PM,20230218,-2.0,0.8
Yale,Princeton,-1,141,H,5:00 PM,20230218,9.4,0.2
Texas Tech,West Virginia,-7,145,H,11:00 AM,20230218,5.4,14.9
Pittsburgh,Virginia Tech,-4,146,H,4:00 PM,20230218,3.5,0.8
Louisiana Lafayette,James Madison,-2,154,H,6:00 PM,20230218,5.2,3.1
Wake Forest,Miami FL,-8,164,H,1:00 PM,20230218,-1.6,-4.0
Duquesne,Saint Louis,-3,147,H,7:00 PM,20230218,12.5,6.2
Colorado,Arizona,-12,154,H,7:00 PM,20230218,-14.0,-7.9
Florida,Arkansas,-7,137,H,1:00 PM,20230218,-6.5,-10.4
Duke,Syracuse,2,136,H,5:00 PM,20230218,3.0,10.9
Oklahoma,Texas,-9,141,H,1:00 PM,20230218,-6.8,6.2
Utah Valley,Seattle,3,139,H,7:00 PM,20230218,7.1,11.4
Santa Clara,Portland,2,158,H,7:30 PM,20230218,0.8,15.9
Mississippi St.,Mississippi,2,122,H,2:30 PM,20230218,12.2,5.6
Sam Houston St.,Tarleton St.,1,129,H,7:00 PM,20230218,-12.5,-6.2
UNC Greensboro,Chattanooga,1,137,H,11:00 AM,20230218,10.2,10.5
Seton Hall,Connecticut,-11,135,H,11:00 AM,20230218,2.6,-2.6
UC Santa Barbara,UC Riverside,1,137,H,7:00 PM,20230218,-5.6,-12.5
Hawaii,Long Beach St.,-4,142,H,6:00 PM,20230218,-7.5,4.7
Colorado St.,Fresno St.,-1,133,H,4:00 PM,20230218,-2.5,-1.2
Villanova,Providence,-7,137,H,3:30 PM,20230218,7.1,-2.2
Stanford,USC,-8,146,H,9:00 PM,20230218,15.7,4.4
Gonzaga,Pepperdine,15,171,H,6:00 PM,20230218,9.1,0.9
Georgia,Alabama,-20,152,H,5:00 PM,20230218,-19.2,-25.6
BYU,Saint Mary's,-12,128,H,9:00 PM,20230218,0.1,4.9
Charlotte,Louisiana Tech,-3,127,H,2:00 PM,20230218,-5.9,6.2
UNC Wilmington,Delaware,1,133,H,3:00 PM,20230218,-3.0,-10.1
Boston College,Florida St.,-3,145,H,11:00 AM,20230218,16.5,17.7
Massachusetts,Rhode Island,-3,143,H,1:00 PM,20230218,0.7,9.2
Western Kentucky,Rice,-3,155,H,7:00 PM,20230218,9.3,-5.4
Harvard,Cornell,-8,152,H,5:00 PM,20230218,7.7,23.8
Stetson,Florida Gulf Coast,-2,142,H,5:00 PM,20230218,3.2,3.6
Saint Joseph's,Davidson,-4,142,H,11:30 AM,20230218,4.0,6.0
Weber St.,Portland St.,-3,143,H,9:00 PM,20230218,-1.0,4.7
Brown,Penn,-4,140,H,5:00 PM,20230218,-4.8,-19.1
Texas St.,Coastal Carolina,-1,139,H,1:00 PM,20230218,-1.1,-3.8
UC Davis,UC Irvine,-10,152,H,3:00 PM,20230218,-9.5,-3.5
Pacific,Loyola Marymount,-7,153,H,9:00 PM,20230218,18.0,19.0
DePaul,Xavier,-17,163,H,3:00 PM,20230218,3.9,-2.5
Gardner Webb,UNC Asheville,-3,131,H,2:00 PM,20230218,-6.3,-13.4
Toledo,Bowling Green,8,172,H,4:00 PM,20230218,10.2,3.2
Troy,Marshall,-10,148,H,6:00 PM,20230218,5.1,-1.2
USC Upstate,High Point,1,149,H,3:00 PM,20230218,4.7,-4.3
North Texas,UTEP,5,111,H,8:00 PM,20230218,1.8,2.3
Alcorn St.,Jackson St.,-2,144,H,3:00 PM,20230218,5.5,8.2
Radford,Longwood,-3,129,H,2:00 PM,20230218,-8.3,-15.3
Fordham,VCU,-8,136,H,1:30 PM,20230218,2.6,-3.2
Northern Arizona,Idaho,-2,148,H,2:00 PM,20230218,12.2,16.4
SIU Edwardsville,Tennessee St.,-1,147,H,3:30 PM,20230218,-26.6,-25.6
Tennessee Martin,Tennessee Tech,-3,147,H,3:00 PM,20230218,-0.9,9.2
FIU,Middle Tennessee,-7,145,H,5:00 PM,20230218,9.6,6.1
Old Dominion,Appalachian St.,-5,127,H,3:00 PM,20230218,3.7,8.0
Milwaukee,Robert Morris,-2,140,H,6:00 PM,20230218,-10.5,-19.6
UMBC,New Hampshire,-1,137,H,12:00 PM,20230218,-9.4,-7.2
Winthrop,Charleston Southern,-1,155,H,4:30 PM,20230218,15.1,18.0
Georgia Southern,Southern Miss,-8,138,H,12:00 PM,20230218,6.6,12.9
Montana,Montana St.,-7,131,H,8:00 PM,20230218,-1.5,2.0
Buffalo,Akron,-9,147,H,6:00 PM,20230218,-10.8,-16.1
Penn St.,Minnesota,8,132,H,8:00 PM,20230218,4.7,3.6
Southeastern Louisiana,Texas A&M Commerce,-1,147,H,4:30 PM,20230218,2.2,4.9
La Salle,George Mason,-5,137,H,3:00 PM,20230218,19.1,8.5
Southern Indiana,Southeast Missouri St.,-4,158,H,4:00 PM,20230218,-0.0,-5.2
North Dakota St.,Oral Roberts,-14,160,H,7:00 PM,20230218,5.0,6.1
Wofford,The Citadel,2,146,H,12:00 PM,20230218,-5.6,-3.8
North Alabama,Eastern Kentucky,-9,155,H,6:00 PM,20230218,13.0,14.2
UAB,UTSA,12,156,H,3:00 PM,20230218,0.4,-10.7
Dartmouth,Columbia,3,141,H,6:00 PM,20230218,6.8,-3.8
Clemson,Louisville,10,140,H,6:00 PM,20230218,-11.4,-20.0
North Florida,Austin Peay,2,144,H,3:00 PM,20230218,16.8,2.2
Queens,Kennesaw St.,-11,159,H,1:00 PM,20230218,-0.1,3.8
Merrimack,Sacred Heart,-2,128,H,1:00 PM,20230218,13.4,19.4
Northern Iowa,Missouri St.,-5,127,H,3:00 PM,20230218,-1.1,4.6
Georgia St.,Arkansas St.,-1,125,H,2:00 PM,20230218,-6.6,-7.1
Northern Colorado,Eastern Washington,-10,158,H,4:00 PM,20230218,-0.8,-6.8
UT Arlington,Stephen F. Austin,-10,136,H,2:00 PM,20230218,14.3,17.4
Notre Dame,Virginia,-14,130,H,11:00 AM,20230218,6.7,16.5
Western Carolina,Mercer,-4,134,H,1:00 PM,20230218,-1.7,2.1
Jacksonville,Lipscomb,-5,129,H,7:00 PM,20230218,-1.4,7.4
Bucknell,Boston University,-2,132,H,12:00 PM,20230218,14.2,4.1
North Dakota,UMKC,-3,129,H,7:00 PM,20230218,18.0,18.1
Idaho St.,Sacramento St.,-2,128,H,6:00 PM,20230218,14.9,5.9
South Dakota St.,Nebraska Omaha,3,145,H,7:00 PM,20230218,14.0,15.8
Lehigh,American,-4,136,H,1:00 PM,20230218,13.5,13.4
Texas A&M Corpus Chris,McNeese St.,5,147,H,3:30 PM,20230218,12.0,11.8
Liberty,Jacksonville St.,10,128,H,5:00 PM,20230218,-13.4,1.9
Oregon St.,Washington,-8,128,H,7:00 PM,20230218,-5.9,-8.1
Southern,Grambling St.,-9,141,H,3:00 PM,20230218,-12.6,-9.3
Ohio,Central Michigan,6,144,H,1:00 PM,20230218,4.3,7.3
California,UCLA,-22,124,H,9:30 PM,20230218,-2.7,-10.3
Ball St.,Western Michigan,8,148,H,1:30 PM,20230218,3.6,-6.4
South Carolina,LSU,-8,130,H,12:00 PM,20230218,16.2,21.2
Howard,Coppin St.,7,161,H,3:00 PM,20230218,21.7,15.7
Arkansas Pine Bluff,Prairie View A&M,-6,132,H,5:30 PM,20230218,-1.6,-3.5
Miami OH,Northern Illinois,-8,150,H,3:30 PM,20230218,-12.5,-2.8
