AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Date,Reg_dif,Over_dif
Alabama,North Carolina,1,151,N,2:30 PM,20221127,2.7,1.8
Duke,Purdue,1,131,N,2:30 PM,20221127,-16.6,-13.6
Gonzaga,Xavier,6,162,N,6:30 PM,20221127,-4.9,-6.6
Connecticut,Iowa St.,2,134,N,9:00 PM,20221127,0.2,0.3
Florida,West Virginia,-2,146,N,7:30 PM,20221127,-4.0,-1.7
Miami FL,UCF,-1,131,H,4:00 PM,20221127,-6.3,-7.9
Oregon,Villanova,1,137,N,2:00 PM,20221127,5.1,8.7
Memphis,Stanford,4,136,N,10:00 AM,20221127,3.4,5.4
Mississippi,Oklahoma,-2,126,N,12:30 PM,20221127,-7.7,-7.0
Saint Louis,Auburn,-8,142,H,2:00 PM,20221127,-5.4,-4.8
Hofstra,Quinnipiac,1,151,N,3:00 PM,20221127,-15.1,-9.1
Long Beach St.,Vermont,-1,141,N,4:30 PM,20221127,3.8,2.5
Stephen F. Austin,UNC Greensboro,-2,132,N,10:00 AM,20221127,2.9,3.8
Middle Tennessee,Montana St.,3,131,N,12:30 PM,20221127,7.3,8.0
Ball St.,San Jose St.,-1,139,N,1:30 PM,20221127,-4.8,-6.3
Florida St.,Nebraska,-3,139,N,6:30 PM,20221127,-7.4,-6.3
Yale,Colorado,-7,135,H,2:00 PM,20221127,7.3,14.0
Portland,Michigan St.,-12,146,H,4:30 PM,20221127,13.2,12.6
Harvard,Fordham,-3,129,H,12:30 PM,20221127,4.2,5.5
Abilene Christian,Northern Arizona,1,137,H,2:00 PM,20221127,-4.0,-2.8
Belmont,Georgia St.,-3,141,H,1:00 PM,20221127,-3.9,-3.3
Oregon St.,Portland St.,1,143,N,10:00 PM,20221127,-4.5,-6.2
UC San Diego,Eastern Michigan,-1,147,H,1:00 PM,20221127,7.5,11.0
Delaware,Penn,-5,143,H,3:30 PM,20221127,0.8,-1.7
Mercer,Towson,-6,132,N,4:00 PM,20221127,6.2,3.7
Rhode Island,Boston College,-7,127,H,11:00 AM,20221127,1.5,0.7
Wagner,NJIT,1,127,H,1:00 PM,20221127,3.7,-0.5
Stetson,Campbell,-3,129,H,12:00 PM,20221127,21.0,19.6
Maine,Brown,-3,137,H,1:00 PM,20221127,23.1,21.0
Montana,Air Force,-3,123,H,2:00 PM,20221127,-9.2,-13.0
Southeast Missouri St.,UC Davis,-5,145,N,12:00 PM,20221127,12.4,12.6
Jacksonville St.,North Dakota St.,3,137,N,4:00 PM,20221127,2.2,2.1
Cal St. Fullerton,North Dakota,2,136,H,1:00 PM,20221127,-11.1,-10.7
Seton Hall,Siena,13,133,N,4:00 PM,20221127,-7.6,-5.9
Idaho St.,Central Arkansas,-3,139,H,3:30 PM,20221127,1.6,2.9
Dartmouth,UTSA,-4,134,H,7:30 PM,20221127,-3.2,2.2
Eastern Washington,FIU,-7,141,H,5:00 PM,20221127,-3.1,-4.6
Southeast Missouri St.,Milwaukee,-4,142,H,,20221127,8.6,7.4
Radford,Elon,2,138,H,1:00 PM,20221127,11.0,9.8
Northern Colorado,New Mexico,-17,155,H,6:30 PM,20221127,-12.6,-11.0
Missouri St.,Oakland,7,143,N,11:00 AM,20221127,7.4,7.7
Prairie View A&M,Oklahoma St.,-19,141,H,2:00 PM,20221127,8.2,11.5
James Madison,Valparaiso,12,142,N,11:00 AM,20221127,22.8,22.7
Canisius,Buffalo,-7,149,H,1:30 PM,20221127,-8.6,-9.7
Wofford,LSU,-14,134,H,2:00 PM,20221127,-3.9,-2.7
Bellarmine,UCLA,-22,136,H,6:00 PM,20221127,-3.2,-7.3
Robert Morris,South Alabama,-7,133,N,1:30 PM,20221127,-7.4,-7.1
North Texas,UNC Wilmington,9,117,N,7:00 PM,20221127,-6.7,-8.3
Grambling St.,Incarnate Word,4,136,N,5:00 PM,20221127,1.6,9.4
Evansville,Fairfield,-5,129,N,6:30 PM,20221127,1.1,2.5
Bethune Cookman,Northwestern St.,-5,139,N,1:00 PM,20221127,-22.7,-19.3
East Tennessee St.,Georgia,-12,142,H,12:00 PM,20221127,-6.1,-3.0
Drexel,Temple,-12,128,H,1:00 PM,20221127,5.3,6.1
Alcorn St.,Arizona St.,-18,132,H,4:00 PM,20221127,-12.7,-5.8
Monmouth,Lehigh,-9,141,H,6:00 PM,20221127,-12.6,-14.9
Tennessee Tech,Northern Kentucky,-10,132,H,1:00 PM,20221127,10.3,15.0
Alabama St.,Ohio,-15,143,H,1:00 PM,20221127,8.7,8.4
Fairleigh Dickinson,Saint Peter's,-12,140,H,1:00 PM,20221127,5.2,3.3
Stonehill,UMass Lowell,-19,151,H,12:00 PM,20221127,-4.5,-4.7
Lamar,SMU,-18,130,H,2:00 PM,20221127,7.9,8.9
Colgate,Hartford,21,143,N,1:00 PM,20221127,0.5,2.7
