AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Date,Reg_dif,Over_dif
Utah St.,Nevada,-1,147,H,10:00 PM,20230113,-7.8,-7.6
Michigan St.,Illinois,-5,137,H,08:00 PM,20230113,11.3,1.7
Yale,Cornell,-3,147,H,04:00 PM,20230113,-15.5,-8.7
Kent St.,Ohio,4,138,H,05:30 PM,20230113,-10.4,-3.9
Villanova,Butler,-4,132,H,06:00 PM,20230113,11.9,0.8
VCU,Dayton,-9,125,H,08:00 PM,20230113,-7.5,-0.5
Siena,Niagara,2,128,H,06:00 PM,20230113,3.9,1.0
Nebraska,Purdue,-14,128,H,06:00 PM,20230113,-5.4,-11.8
Fairfield,Iona,-17,137,H,06:00 PM,20230113,9.0,15.1
Marist,Canisius,-9,129,H,06:00 PM,20230113,4.4,15.3
Saint Peter's,Quinnipiac,-14,132,H,06:00 PM,20230113,-3.8,-3.5
Eastern Michigan,Akron,-15,147,H,06:00 PM,20230113,-7.3,-16.9
Manhattan,Mount St. Mary's,-9,135,H,06:00 PM,20230113,7.0,9.2
