AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Date,Reg_dif,Over_dif
Texas,Kansas St.,-3,151,H,3:00 PM,20230204,-7.4,-0.3
TCU,Oklahoma St.,-1,135,H,1:00 PM,20230204,3.5,-2.8
Kansas,Iowa St.,-3,133,H,11:00 AM,20230204,-14.2,1.3
Purdue,Indiana,3,139,H,3:00 PM,20230204,2.5,11.9
Virginia,Virginia Tech,-1,129,H,11:00 AM,20230204,6.9,-1.7
Illinois,Iowa,-4,158,H,1:30 PM,20230204,-6.1,-7.1
Missouri,Mississippi St.,-1,141,H,5:00 PM,20230204,4.5,6.7
Marshall,Louisiana Lafayette,-1,163,H,7:00 PM,20230204,-16.5,-2.4
Miami FL,Clemson,-2,150,H,2:00 PM,20230204,5.9,10.1
UC Irvine,Long Beach St.,1,159,H,6:00 PM,20230204,0.2,-3.6
Florida,Kentucky,-2,134,H,7:30 PM,20230204,-1.3,3.6
North Carolina,Duke,-5,141,H,5:30 PM,20230204,-3.2,-8.2
Southern Utah,Utah Tech,-1,163,H,8:00 PM,20230204,10.8,4.2
Oregon,Arizona St.,-2,140,H,9:00 PM,20230204,8.5,8.3
Gonzaga,Saint Mary's,-8,138,H,9:30 PM,20230204,-8.6,2.1
Auburn,Tennessee,-11,131,H,1:00 PM,20230204,4.6,9.9
Tulane,Memphis,-10,166,H,1:00 PM,20230204,4.6,4.7
Cornell,Penn,-2,164,H,5:00 PM,20230204,-6.3,-5.6
Oklahoma,West Virginia,-6,140,H,7:00 PM,20230204,-1.4,-5.7
UCF,Cincinnati,-5,133,H,11:00 AM,20230204,-18.6,-17.5
Utah St.,Colorado St.,5,155,H,7:00 PM,20230204,4.9,14.9
St. John's,Xavier,-12,172,H,4:00 PM,20230204,0.9,-4.6
Duquesne,George Washington,-1,153,H,1:00 PM,20230204,-2.2,-4.1
Santa Clara,San Francisco,-5,155,H,9:00 PM,20230204,-3.9,-14.6
Florida Atlantic,Charlotte,2,128,H,3:00 PM,20230204,-5.5,1.5
James Madison,Appalachian St.,-1,135,H,3:00 PM,20230204,-11.1,-5.3
Kennesaw St.,Eastern Kentucky,-2,150,H,6:00 PM,20230204,1.8,5.1
Texas Tech,Baylor,-9,147,H,12:00 PM,20230204,-14.2,-2.1
Michigan St.,Rutgers,-7,123,H,11:00 AM,20230204,6.3,-5.1
Seattle,New Mexico St.,1,145,H,8:00 PM,20230204,13.8,-10.3
Syracuse,Boston College,1,137,H,4:00 PM,20230204,-3.8,-7.4
Wake Forest,Notre Dame,4,152,H,12:00 PM,20230204,10.9,-1.6
Portland,Pepperdine,-2,162,H,7:00 PM,20230204,11.0,16.6
Eastern Washington,Portland St.,2,158,H,9:00 PM,20230204,7.0,11.2
Bradley,Northern Iowa,2,132,H,5:00 PM,20230204,-8.0,-5.9
Stephen F. Austin,Grand Canyon,-3,141,H,7:00 PM,20230204,15.5,15.8
Washington St.,UCLA,-11,127,H,6:00 PM,20230204,8.0,8.3
SMU,East Carolina,-1,139,H,3:00 PM,20230204,3.4,4.3
Alabama,LSU,13,147,H,3:00 PM,20230204,18.6,14.1
Davidson,Massachusetts,-2,142,H,11:30 AM,20230204,2.9,2.6
Dayton,St. Bonaventure,4,124,H,7:00 PM,20230204,-2.5,-9.7
South Alabama,Louisiana Monroe,-1,133,H,2:00 PM,20230204,-3.9,-2.9
Loyola Marymount,San Diego,4,156,H,9:00 PM,20230204,0.1,-3.0
George Mason,Loyola Chicago,1,135,H,1:30 PM,20230204,-4.5,-10.4
Texas A&M Corpus Chris,Southeastern Louisiana,1,161,H,11:00 AM,20230204,-0.3,5.3
Mississippi,Vanderbilt,-5,137,H,12:00 PM,20230204,-2.1,5.9
Wright St.,Robert Morris,-1,143,H,6:00 PM,20230204,4.2,7.5
Brown,Harvard,-3,127,H,5:00 PM,20230204,10.6,18.1
Villanova,Creighton,-12,136,H,6:30 PM,20230204,-12.9,-4.2
College of Charleston,Delaware,6,146,H,1:00 PM,20230204,2.3,5.9
Washington,USC,-10,144,H,8:30 PM,20230204,-2.5,-6.6
North Texas,Rice,4,126,H,7:00 PM,20230204,-0.2,5.0
Georgia,Texas A&M,-11,141,H,7:30 PM,20230204,-22.4,-12.1
Colgate,American,2,142,H,3:00 PM,20230204,10.6,7.6
St. Thomas,Denver,-1,151,H,5:00 PM,20230204,-3.6,-14.6
Connecticut,Georgetown,13,149,H,11:00 AM,20230204,-17.4,-11.7
Butler,Marquette,-16,148,H,1:00 PM,20230204,-20.3,-18.8
UTEP,Western Kentucky,-3,129,H,3:00 PM,20230204,3.7,1.9
Weber St.,Idaho St.,-1,129,H,7:00 PM,20230204,3.0,5.6
Liberty,Lipscomb,7,131,H,4:00 PM,20230204,-3.2,2.9
Cleveland St.,Oakland,2,140,H,12:00 PM,20230204,-0.0,-0.8
UNC Asheville,USC Upstate,2,136,H,3:00 PM,20230204,10.6,9.6
Fort Wayne,Detroit,-3,155,H,12:00 PM,20230204,-9.1,-5.9
UMBC,Maine,2,148,H,1:00 PM,20230204,-5.3,7.4
Charleston Southern,High Point,-1,161,H,6:00 PM,20230204,12.2,15.2
Maryland,Minnesota,7,127,H,8:00 PM,20230204,3.5,10.6
Chattanooga,Western Carolina,3,149,H,1:00 PM,20230204,-5.6,-3.7
Murray St.,Indiana St.,-8,152,H,3:00 PM,20230204,9.6,5.4
Southeast Missouri St.,Tennessee Tech,-1,147,H,3:00 PM,20230204,-0.3,1.8
Wyoming,San Jose St.,-6,134,H,9:00 PM,20230204,-1.7,9.2
Jacksonville,North Florida,-1,137,H,4:00 PM,20230204,-8.7,-19.5
Florida St.,Louisville,3,145,H,1:00 PM,20230204,-4.8,-11.0
Pacific,BYU,-12,150,H,8:00 PM,20230204,4.8,-1.5
Morehead St.,Southern Indiana,-3,145,H,3:30 PM,20230204,3.2,14.8
Army,Bucknell,3,145,H,6:00 PM,20230204,3.9,2.8
FIU,UAB,-14,156,H,3:00 PM,20230204,10.5,6.5
Texas St.,Troy,-4,126,H,6:00 PM,20230204,10.4,9.6
Georgia Southern,Old Dominion,-4,130,H,6:00 PM,20230204,-0.0,5.9
Northern Kentucky,Youngstown St.,-5,135,H,6:00 PM,20230204,11.0,14.9
Oral Roberts,UMKC,8,140,H,7:00 PM,20230204,1.2,10.1
Oregon St.,Arizona,-20,142,H,8:30 PM,20230204,-3.2,-3.0
SIU Edwardsville,Little Rock,4,152,H,3:30 PM,20230204,-15.9,-7.2
New Hampshire,Bryant,-5,147,H,12:00 PM,20230204,12.5,9.9
Queens,Austin Peay,3,147,H,3:00 PM,20230204,15.2,4.8
UNC Wilmington,William & Mary,3,131,H,1:00 PM,20230204,-2.8,1.7
Coastal Carolina,Arkansas St.,-1,137,H,2:00 PM,20230204,-3.8,-1.8
Buffalo,Western Michigan,5,157,H,1:30 PM,20230204,-0.0,2.6
Yale,Dartmouth,7,137,H,5:00 PM,20230204,-8.5,5.9
Abilene Christian,Cal Baptist,-6,136,H,9:00 PM,20230204,-2.9,8.2
UC Riverside,Cal St. Fullerton,-7,131,H,8:00 PM,20230204,-15.7,-13.7
Georgia Tech,North Carolina St.,-16,144,H,12:00 PM,20230204,-21.0,-23.2
Southern Miss,Georgia St.,8,132,H,1:00 PM,20230204,11.7,9.8
Northern Illinois,Bowling Green,-6,150,H,4:00 PM,20230204,3.9,10.3
Southern,Alabama A&M,5,149,H,5:00 PM,20230204,7.9,8.2
North Dakota St.,South Dakota St.,-7,141,H,2:00 PM,20230204,-5.6,-9.2
Drake,Valparaiso,8,134,H,6:00 PM,20230204,6.9,-2.4
UT Rio Grande Valley,Tarleton St.,-11,153,H,4:00 PM,20230204,-1.2,-5.5
Lehigh,Lafayette,-4,124,H,12:00 PM,20230204,5.4,7.6
Navy,Holy Cross,4,132,H,1:00 PM,20230204,1.9,1.5
Tennessee Martin,Lindenwood,2,144,H,3:30 PM,20230204,5.7,-6.2
Boston University,Loyola MD,-1,129,H,4:00 PM,20230204,-10.5,-16.6
East Tennessee St.,Samford,-7,139,H,2:00 PM,20230204,5.0,15.7
St. Francis PA,Merrimack,-1,131,H,2:00 PM,20230204,-6.0,-9.5
