AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Date,Reg_dif,Over_dif
Gonzaga,BYU,2,152,H,08:30 PM,20230112,-10.7,-10.3
Arizona St.,Oregon,-4,132,H,08:00 PM,20230112,6.1,22.7
Colorado,USC,-2,144,H,08:00 PM,20230112,-1.5,-3.2
Michigan,Iowa,-6,158,H,06:00 PM,20230112,13.3,0.8
Sam Houston St.,Southern Utah,4,144,H,08:00 PM,20230112,-3.3,-10.0
San Francisco,Portland,2,154,H,10:00 PM,20230112,14.2,5.5
James Madison,South Alabama,3,139,H,07:00 PM,20230112,-4.2,-12.8
Utah,UCLA,-11,133,H,10:00 PM,20230112,-9.4,-13.2
Pepperdine,San Diego,-1,163,H,09:00 PM,20230112,-2.8,-6.5
Southern Miss,Marshall,-6,146,H,08:00 PM,20230112,-2.2,-10.9
Florida Gulf Coast,Eastern Kentucky,2,146,H,06:00 PM,20230112,-23.5,-28.8
Stephen F. Austin,Utah Tech,-5,149,H,08:00 PM,20230112,5.7,14.9
Longwood,UNC Asheville,1,143,H,06:00 PM,20230112,-1.4,-2.7
Youngstown St.,Detroit,1,165,H,06:00 PM,20230112,5.6,4.9
Stanford,Washington,-3,137,H,10:00 PM,20230112,-11.9,-21.3
Lipscomb,Austin Peay,-2,132,H,08:00 PM,20230112,7.2,15.9
Tennessee Martin,Tennessee St.,-3,157,H,08:00 PM,20230112,4.6,13.7
New Mexico St.,Seattle,-5,147,H,09:00 PM,20230112,-22.9,-10.7
Loyola Marymount,Saint Mary's,-14,126,H,08:00 PM,20230112,-4.9,-8.0
North Dakota St.,Denver,-4,146,H,08:00 PM,20230112,23.3,27.7
Arizona,Oregon St.,14,144,H,10:00 PM,20230112,-2.4,-2.4
Troy,Georgia St.,4,128,H,06:00 PM,20230112,3.0,4.4
Georgia Southern,Appalachian St.,-4,124,H,05:30 PM,20230112,2.1,1.2
St. Thomas,UMKC,-2,134,H,07:00 PM,20230112,-12.5,-16.6
Jacksonville,Kennesaw St.,-3,121,H,06:00 PM,20230112,-10.2,-13.8
Louisiana Lafayette,Louisiana Monroe,5,147,H,06:30 PM,20230112,-6.6,1.8
Robert Morris,Oakland,-2,142,H,06:00 PM,20230112,-15.3,-10.8
Minnesota,Ohio St.,-20,140,H,05:30 PM,20230112,6.0,16.9
Northern Kentucky,Milwaukee,-4,124,H,07:00 PM,20230112,1.2,-8.0
North Florida,Jacksonville St.,-1,141,H,06:00 PM,20230112,7.2,-2.8
Southeastern Louisiana,Texas A&M Corpus Chris,-10,154,H,07:30 PM,20230112,-1.3,2.2
Coastal Carolina,Old Dominion,-7,137,H,06:00 PM,20230112,4.2,5.1
Northern Colorado,Sacramento St.,-6,148,H,09:00 PM,20230112,-10.5,-6.5
Texas St.,Arkansas St.,3,119,H,07:00 PM,20230112,8.2,6.3
New Orleans,Incarnate Word,-2,142,H,08:00 PM,20230112,17.4,13.4
Texas A&M Commerce,Houston Christian,3,151,H,07:25 PM,20230112,-3.7,-7.6
Idaho St.,Montana St.,-11,129,H,08:00 PM,20230112,1.4,-1.8
Northern Arizona,Portland St.,-10,158,H,09:00 PM,20230112,-7.4,-3.2
Morehead St.,Tennessee Tech,-3,133,H,07:30 PM,20230112,-3.2,-7.9
Weber St.,Montana,-8,132,H,08:00 PM,20230112,9.8,4.5
Stetson,Bellarmine,1,133,H,05:30 PM,20230112,23.1,31.2
Drexel,Stony Brook,5,117,H,06:00 PM,20230112,-2.7,-4.4
Western Illinois,Oral Roberts,-19,159,H,07:00 PM,20230112,-4.5,-6.4
North Dakota,Nebraska Omaha,-6,140,H,07:00 PM,20230112,-6.0,-0.4
Central Arkansas,Queens,-14,162,H,06:00 PM,20230112,5.7,11.9
North Alabama,Liberty,-18,138,H,06:00 PM,20230112,-3.8,-5.0
Cal Poly,Long Beach St.,-11,139,H,09:00 PM,20230112,-7.8,-8.5
SIU Edwardsville,Eastern Illinois,9,137,H,07:30 PM,20230112,-3.4,5.8
McNeese St.,Northwestern St.,-8,138,H,08:00 PM,20230112,13.2,3.0
UT Arlington,Grand Canyon,-13,125,H,08:00 PM,20230112,-1.1,-4.9
Lindenwood,Southeast Missouri St.,-10,140,H,07:20 PM,20230112,-6.3,-10.4
Nicholls St.,Lamar,11,143,H,07:45 PM,20230112,-14.3,-17.7
Little Rock,Southern Indiana,-11,163,H,08:00 PM,20230112,2.7,4.3
Wright St.,Green Bay,7,143,H,07:00 PM,20230112,-3.4,7.1
Fort Wayne,IUPUI,13,137,H,06:00 PM,20230112,-7.6,-6.3
