AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Date,Reg_dif,Over_dif
Arizona St.,Creighton,-2,136,N,08:00 PM,20221212,14.5,12.9
New Mexico,San Francisco,5,155,N,,20221212,10.6,8.7
Liberty,Oral Roberts,-2,146,H,07:00 PM,20221212,3.0,3.5
South Florida,Northern Iowa,-1,127,H,07:00 PM,20221212,7.8,11.8
Yale,Fairfield,4,120,H,06:00 PM,20221212,-4.2,-0.9
Sacred Heart,Stony Brook,-1,149,H,05:30 PM,20221212,6.5,6.1
Kennesaw St.,San Diego St.,-16,140,H,09:00 PM,20221212,16.1,13.9
South Alabama,Alabama A&M,6,138,H,06:00 PM,20221212,-3.3,-1.7
Northern Illinois,Gonzaga,-29,151,H,08:00 PM,20221212,-1.4,-6.3
Rice,Texas,-26,146,H,07:00 PM,20221212,7.6,6.6
UC San Diego,San Diego,-7,145,H,09:00 PM,20221212,12.2,11.3
Monmouth,Syracuse,-19,137,H,07:00 PM,20221212,-1.2,-6.4
Columbia,Lafayette,-9,125,H,06:00 PM,20221212,-1.2,1.6
