AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Date,Reg_dif,Over_dif
Kentucky,Florida,-2,140,H,06:00 PM,20230222,16.0,18.8
Marshall,James Madison,-1,155,H,06:00 PM,20230222,-9.7,2.9
Indiana St.,Belmont,-1,155,H,06:30 PM,20230222,6.0,5.8
New Mexico,Boise St.,-6,148,H,09:30 PM,20230222,0.8,4.1
Iowa,Wisconsin,-2,140,H,08:00 PM,20230222,-0.0,-10.9
St. John's,Georgetown,2,158,H,08:00 PM,20230222,-5.2,0.1
Providence,Connecticut,-8,146,H,05:30 PM,20230222,-4.4,-4.3
Wake Forest,North Carolina St.,-7,161,H,08:00 PM,20230222,-1.2,-4.1
Stephen F. Austin,Abilene Christian,-1,153,H,07:00 PM,20230222,-6.1,-1.8
Vanderbilt,LSU,2,140,H,06:00 PM,20230222,10.0,4.1
Southern Miss,Old Dominion,2,138,H,06:00 PM,20230222,-7.2,-12.4
Samford,Chattanooga,-2,152,H,06:00 PM,20230222,9.1,4.2
Eastern Kentucky,North Florida,1,159,H,06:00 PM,20230222,-10.9,-14.7
North Carolina,Notre Dame,4,146,H,08:00 PM,20230222,-9.5,-11.9
Tulane,Houston,-16,146,H,08:00 PM,20230222,7.3,-2.3
Butler,DePaul,-2,136,H,07:30 PM,20230222,-9.6,-1.1
Fordham,Loyola Chicago,-1,139,H,08:00 PM,20230222,-1.4,-4.9
Temple,Cincinnati,-8,140,H,06:00 PM,20230222,-1.2,3.1
UMass Lowell,UMBC,2,154,H,05:00 PM,20230222,22.8,15.1
Kennesaw St.,North Alabama,2,152,H,06:00 PM,20230222,-11.5,-0.6
Lipscomb,Florida Gulf Coast,-2,142,H,06:00 PM,20230222,-1.1,10.6
Duquesne,La Salle,3,143,H,06:00 PM,20230222,2.1,6.2
George Washington,Rhode Island,-3,145,H,06:00 PM,20230222,2.9,9.7
Syracuse,Clemson,-7,143,H,06:00 PM,20230222,0.4,-15.1
Virginia,Boston College,8,124,H,06:00 PM,20230222,-14.6,-31.4
Troy,Louisiana Monroe,2,132,H,06:30 PM,20230222,5.6,2.6
South Alabama,Texas St.,2,130,H,07:00 PM,20230222,29.7,22.3
South Florida,UCF,-10,138,H,06:00 PM,20230222,8.5,14.9
Dayton,Massachusetts,6,136,H,06:00 PM,20230222,3.0,13.0
Mississippi,Auburn,-13,135,H,08:00 PM,20230222,-8.5,1.1
Alabama,South Carolina,21,147,H,08:00 PM,20230222,-4.0,-17.3
Bryant,NJIT,3,151,H,06:00 PM,20230222,1.8,-13.0
Liberty,Queens,10,146,H,06:00 PM,20230222,-6.3,-2.9
St. Bonaventure,Davidson,-4,132,H,06:00 PM,20230222,-2.8,-16.9
Jacksonville St.,Central Arkansas,1,147,H,07:00 PM,20230222,8.7,15.9
Navy,American,1,127,H,06:00 PM,20230222,25.4,17.4
Radford,High Point,4,146,H,06:00 PM,20230222,-10.2,-14.6
Appalachian St.,Georgia St.,2,126,H,06:00 PM,20230222,8.5,22.7
Campbell,Winthrop,-4,142,H,06:00 PM,20230222,7.7,5.6
Colgate,Lafayette,5,129,H,06:00 PM,20230222,3.7,4.3
USC Upstate,Presbyterian,2,130,H,06:00 PM,20230222,5.6,0.8
Bradley,Valparaiso,9,133,H,06:00 PM,20230222,-2.3,2.7
Illinois Chicago,Evansville,2,140,H,07:00 PM,20230222,-9.6,0.7
Northern Iowa,Southern Illinois,-6,126,H,07:00 PM,20230222,-8.7,-13.3
Bucknell,Lehigh,-5,141,H,06:00 PM,20230222,7.5,-10.9
Minnesota,Maryland,-15,127,H,06:00 PM,20230222,-18.4,-2.7
Mercer,Furman,-14,142,H,06:00 PM,20230222,-4.2,7.7
Maine,New Hampshire,-3,127,H,06:00 PM,20230222,2.3,-11.0
Western Carolina,UNC Greensboro,-13,135,H,06:00 PM,20230222,-7.5,-6.1
Coastal Carolina,Georgia Southern,-9,143,H,06:00 PM,20230222,-8.2,-4.7
Bellarmine,Jacksonville,-5,117,H,04:00 PM,20230222,4.2,-1.6
Boston University,Army,-9,141,H,05:00 PM,20230222,5.9,6.9
Illinois St.,Drake,-17,135,H,07:00 PM,20230222,-20.7,-16.1
Morehead St.,Eastern Illinois,6,132,H,07:30 PM,20230222,11.4,12.5
Holy Cross,Loyola MD,-3,137,H,06:00 PM,20230222,-14.2,-21.5
Wofford,VMI,6,146,H,06:00 PM,20230222,2.2,-3.9
Charleston Southern,UNC Asheville,-11,147,H,05:30 PM,20230222,-21.7,-13.1
Binghamton,Vermont,-15,137,H,06:00 PM,20230222,-4.1,4.5
Arkansas St.,Louisiana Lafayette,-17,141,H,07:30 PM,20230222,-4.6,2.8
The Citadel,East Tennessee St.,-8,138,H,06:00 PM,20230222,-0.0,-3.1
Austin Peay,Stetson,-12,138,H,06:00 PM,20230222,-11.1,-9.2
