AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Date,Reg_dif,Over_dif
Rhode Island,Massachusetts,-5,139,H,03:30 PM,20230114,13.2,12.2
Western Carolina,The Citadel,1,145,H,12:00 PM,20230114,19.0,19.3
Northern Iowa,Belmont,-7,143,H,04:00 PM,20230114,-3.9,-2.6
Wright St.,Milwaukee,-6,154,H,06:00 PM,20230114,-5.8,-4.9
Coastal Carolina,Georgia St.,-1,129,H,01:00 PM,20230114,5.3,5.9
Davidson,George Mason,-6,134,H,11:00 AM,20230114,-8.2,-6.0
Stanford,Washington St.,-10,134,H,07:00 PM,20230114,-18.5,-21.7
Alcorn St.,Texas Southern,-1,143,H,05:00 PM,20230114,6.6,9.2
North Dakota St.,Nebraska Omaha,-2,146,H,12:05 PM,20230114,9.8,10.8
Northern Colorado,Portland St.,-7,167,H,09:00 PM,20230114,-14.0,-8.3
FIU,Western Kentucky,-7,145,H,06:00 PM,20230114,4.0,4.3
Georgia Southern,James Madison,-8,136,H,06:00 PM,20230114,17.2,19.8
Arizona St.,Oregon St.,8,126,H,03:00 PM,20230114,-1.6,13.2
Texas St.,Louisiana Monroe,3,129,H,02:00 PM,20230114,-7.6,1.4
Bowling Green,Western Michigan,2,148,H,12:00 PM,20230114,7.5,5.5
Old Dominion,Marshall,-13,145,H,06:00 PM,20230114,1.1,-6.3
South Dakota St.,South Dakota,-2,136,H,06:00 PM,20230114,-11.4,-7.1
Loyola Chicago,Saint Joseph's,-4,140,H,11:30 AM,20230114,-10.9,-5.2
San Diego,Loyola Marymount,-11,155,H,09:00 PM,20230114,-5.2,-1.9
Mercer,East Tennessee St.,-2,134,H,03:00 PM,20230114,-13.0,-18.3
St. Thomas,Oral Roberts,-13,163,H,07:00 PM,20230114,-1.7,-6.6
Delaware,Hofstra,-8,144,H,01:00 PM,20230114,-4.2,6.0
UNC Asheville,Gardner Webb,-5,129,H,01:00 PM,20230114,5.3,5.8
UC Riverside,UC Santa Barbara,-7,133,H,09:00 PM,20230114,-9.6,-4.7
American,Lehigh,4,134,H,01:00 PM,20230114,-10.4,-14.7
Penn,Dartmouth,4,140,H,01:00 PM,20230114,-2.8,2.4
Texas A&M,South Carolina,8,132,H,05:00 PM,20230114,7.9,6.0
Toledo,Northern Illinois,10,164,H,03:30 PM,20230114,-0.1,-6.2
Abilene Christian,Tarleton St.,-9,145,H,04:00 PM,20230114,-3.4,-9.4
Illinois Chicago,Murray St.,-6,140,H,03:00 PM,20230114,-3.7,2.9
Robert Morris,Detroit,-6,144,H,12:00 PM,20230114,-2.5,-1.2
Valparaiso,Evansville,-1,135,H,03:00 PM,20230114,10.0,7.4
Winthrop,Campbell,-5,141,H,01:00 PM,20230114,-2.8,-5.8
Florida Gulf Coast,Bellarmine,5,133,H,03:00 PM,20230114,-1.3,2.6
Jacksonville,Jacksonville St.,3,119,H,04:00 PM,20230114,11.3,0.8
Idaho St.,Montana,-7,135,H,08:00 PM,20230114,15.8,7.2
UC San Diego,Cal St. Bakersfield,-2,114,H,04:00 PM,20230114,-1.7,3.5
California,Washington,-9,127,H,05:00 PM,20230114,15.1,4.1
Sacred Heart,St. Francis NY,1,137,H,12:00 PM,20230114,8.0,3.8
North Carolina,Louisville,15,145,H,01:00 PM,20230114,-3.4,-3.7
North Alabama,Queens,-8,158,H,12:00 PM,20230114,10.4,10.2
Austin Peay,Lipscomb,-8,136,H,04:00 PM,20230114,-7.2,-15.9
Weber St.,Montana St.,-12,128,H,05:00 PM,20230114,-4.7,-4.5
Fairleigh Dickinson,Central Connecticut,-3,147,H,12:00 PM,20230114,-2.8,-2.6
Chicago St.,UT Rio Grande Valley,-7,153,H,06:30 PM,20230114,-11.8,-14.7
UMass Lowell,Binghamton,8,146,H,01:00 PM,20230114,-24.5,-14.5
Southeastern Louisiana,Incarnate Word,5,145,H,04:00 PM,20230114,6.0,5.3
North Florida,Kennesaw St.,-12,148,H,01:00 PM,20230114,-14.4,-17.4
Southern Miss,Arkansas St.,8,128,H,02:00 PM,20230114,-3.0,-6.3
Alabama St.,Alabama A&M,-4,144,H,03:30 PM,20230114,6.4,6.4
Charleston Southern,Radford,-9,145,H,01:00 PM,20230114,0.9,8.5
North Dakota,Denver,-5,141,H,02:00 PM,20230114,7.4,16.6
UC Irvine,Cal St. Northridge,11,137,H,03:00 PM,20230114,4.0,0.0
USC Upstate,Longwood,-10,136,H,06:00 PM,20230114,5.1,5.6
William & Mary,UNC Wilmington,-11,131,H,04:00 PM,20230114,0.9,4.2
Tennessee St.,Tennessee Tech,-6,144,H,03:00 PM,20230114,-7.5,-15.7
Jackson St.,Prairie View A&M,-7,141,H,05:30 PM,20230114,4.5,8.4
Tulsa,Wichita St.,-12,132,H,03:00 PM,20230114,4.8,0.8
Maine,UMBC,-10,154,H,12:00 PM,20230114,-6.6,-12.2
Little Rock,Eastern Illinois,-3,147,H,03:30 PM,20230114,-3.9,3.0
Presbyterian,High Point,-7,147,H,06:00 PM,20230114,11.6,19.9
Miami OH,Ball St.,-13,153,H,01:00 PM,20230114,0.6,5.5
UT Arlington,New Mexico St.,-10,138,H,08:00 PM,20230114,13.6,5.6
Bucknell,Colgate,-15,153,H,01:00 PM,20230114,-13.9,-10.1
Northern Arizona,Sacramento St.,-8,136,H,04:00 PM,20230114,-4.0,-1.4
Arkansas Pine Bluff,Florida A&M,2,128,H,03:00 PM,20230114,3.0,0.1
Navy,Loyola MD,4,130,H,04:00 PM,20230114,-3.6,-12.3
Howard,Norfolk St.,-9,139,H,03:00 PM,20230114,2.0,-1.9
Illinois St.,Southern Illinois,-10,118,H,07:00 PM,20230114,1.4,5.6
Central Arkansas,Liberty,-22,144,H,06:00 PM,20230114,-8.5,-3.4
Elon,College of Charleston,-26,150,H,03:00 PM,20230114,0.1,-1.9
Albany,NJIT,-4,138,H,06:00 PM,20230114,2.4,1.8
New Orleans,Texas A&M Corpus Chris,-13,153,H,03:30 PM,20230114,10.2,10.3
Idaho,Eastern Washington,-13,149,H,05:30 PM,20230114,-16.9,-13.9
Western Illinois,UMKC,-9,131,H,07:00 PM,20230114,-15.2,-16.4
South Carolina St.,North Carolina Central,-13,159,H,03:00 PM,20230114,2.2,-3.0
Stony Brook,North Carolina A&T,-7,139,H,01:00 PM,20230114,8.9,5.1
Lindenwood,SIU Edwardsville,-15,137,H,05:30 PM,20230114,-1.2,-6.9
UTSA,Charlotte,-14,132,H,01:00 PM,20230114,-0.4,2.8
Columbia,Harvard,-14,122,H,12:00 PM,20230114,4.7,-3.4
Merrimack,Stonehill,-7,123,H,01:00 PM,20230114,7.6,7.0
VMI,Wofford,-11,145,H,06:00 PM,20230114,10.5,6.1
Holy Cross,Lafayette,-7,121,H,12:00 PM,20230114,12.7,-2.5
Mississippi Valley St.,Bethune Cookman,-5,135,H,03:00 PM,20230114,2.2,12.8
Houston Christian,McNeese St.,-11,153,H,03:30 PM,20230114,-15.5,-6.9
Northern Kentucky,Green Bay,7,123,H,06:00 PM,20230114,3.6,4.1
Lamar,Texas A&M Commerce,-9,137,H,04:30 PM,20230114,10.3,13.9
LIU Brooklyn,St. Francis PA,-16,158,H,03:00 PM,20230114,-16.8,-13.7
Delaware St.,Maryland Eastern Shore,-14,134,H,03:00 PM,20230114,-5.1,-5.4
Monmouth,Towson,-18,132,H,02:00 PM,20230114,-7.3,-0.1
