AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Date,Reg_dif,Over_dif
New Mexico,San Jose St.,-1,145,H,09:30 PM,20230217,-8.2,-13.9
Yale,Penn,1,141,H,06:00 PM,20230217,2.5,-5.5
Quinnipiac,Siena,-3,141,H,08:00 PM,20230217,4.4,4.1
Brown,Princeton,-5,141,H,06:00 PM,20230217,8.4,9.1
Northern Kentucky,Fort Wayne,-1,129,H,06:00 PM,20230217,16.5,11.7
Detroit,Oakland,-2,158,H,06:00 PM,20230217,3.9,13.4
Utah Tech,Southern Utah,-7,163,H,08:00 PM,20230217,-2.0,-2.1
Air Force,Wyoming,-4,134,H,09:00 PM,20230217,-14.8,-7.8
Wright St.,Cleveland St.,-4,146,H,06:00 PM,20230217,10.4,6.3
Abilene Christian,Grand Canyon,-7,147,H,10:00 PM,20230217,16.6,12.5
Dayton,Loyola Chicago,7,129,H,06:00 PM,20230217,-6.0,-19.3
Fairfield,Marist,1,125,H,06:00 PM,20230217,1.3,-4.6
Niagara,Mount St. Mary's,-1,123,H,06:00 PM,20230217,3.7,9.6
Dartmouth,Cornell,-13,161,H,05:00 PM,20230217,10.6,-0.1
Canisius,Rider,-8,140,H,06:00 PM,20230217,-7.2,-8.1
Harvard,Columbia,6,132,H,06:00 PM,20230217,-5.8,-7.9
Manhattan,Iona,-18,142,H,06:00 PM,20230217,17.6,6.4
Eastern Michigan,Kent St.,-19,149,H,05:00 PM,20230217,14.7,21.8
