AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Date,Reg_dif,Over_dif
TCU,Utah,-1,137,N,8:00 PM,20221221,-1.2,9.8
Michigan,North Carolina,-4,154,N,6:00 PM,20221221,4.8,0.2
Colorado St.,USC,-3,143,N,10:00 PM,20221221,-4.3,-0.4
Auburn,Washington,4,136,H,8:00 PM,20221221,-7.2,-9.9
Clemson,Georgia Tech,-2,140,H,6:30 PM,20221221,-7.2,-1.6
Arizona St.,San Francisco,5,137,H,9:00 PM,20221221,3.0,11.2
St. John's,Villanova,-4,150,H,5:30 PM,20221221,-7.7,-1.1
Samford,Belmont,-1,155,H,6:30 PM,20221221,-7.5,-9.4
Kent St.,New Mexico St.,5,143,N,6:30 PM,20221221,3.4,4.2
Notre Dame,Florida St.,1,143,H,7:30 PM,20221221,-10.9,-7.5
Southern,Southeastern Louisiana,1,155,H,7:00 PM,20221221,-7.8,-8.1
St. Bonaventure,Northern Iowa,-1,133,H,6:00 PM,20221221,-1.7,-6.6
Chattanooga,Georgia,-6,138,H,2:00 PM,20221221,4.1,-1.9
High Point,East Carolina,-3,155,H,5:00 PM,20221221,0.8,-5.4
UC Davis,UCLA,-26,152,H,4:00 PM,20221221,-9.5,-9.7
Southern Utah,Colorado,-13,159,H,6:00 PM,20221221,0.8,-0.1
UNC Wilmington,Campbell,2,128,H,1:00 PM,20221221,21.3,15.7
Louisiana Lafayette,Texas,-17,143,H,7:00 PM,20221221,12.0,6.3
Mount St. Mary's,Howard,1,133,H,1:00 PM,20221221,-3.2,-10.1
Ohio,Delaware,-4,140,H,6:00 PM,20221221,-3.9,0.5
James Madison,Coppin St.,10,170,H,10:00 AM,20221221,8.7,6.1
Youngstown St.,Central Michigan,5,159,H,6:00 PM,20221221,0.7,1.5
Appalachian St.,UC Santa Barbara,-5,129,N,5:00 PM,20221221,2.5,3.9
George Mason,Old Dominion,-4,124,H,3:00 PM,20221221,1.7,1.2
Mercer,Troy,-5,137,H,6:00 PM,20221221,-0.2,6.7
Southern Illinois,Southeast Missouri St.,5,131,H,6:30 PM,20221221,-0.7,-3.7
Sacramento St.,Cal St. Fullerton,-2,126,H,8:00 PM,20221221,10.5,10.6
SIU Edwardsville,Saint Louis,-13,153,H,7:00 PM,20221221,10.0,7.7
UNC Asheville,Arkansas,-21,157,H,8:00 PM,20221221,2.1,-0.8
Virginia Tech,Boston College,11,131,H,5:30 PM,20221221,19.4,14.6
Saint Mary's,Wyoming,14,126,N,7:30 PM,20221221,-6.4,-0.7
Navy,VCU,-8,130,H,6:00 PM,20221221,-1.7,-3.8
Murray St.,Middle Tennessee,-8,132,H,6:00 PM,20221221,-10.2,-3.1
UT Arlington,California,-1,115,H,6:00 PM,20221221,13.1,14.6
Tulsa,Loyola Marymount,-11,147,H,9:00 PM,20221221,-13.4,-13.5
Detroit,Cincinnati,-14,158,H,6:00 PM,20221221,-6.0,-5.5
Radford,Kansas St.,-16,142,H,1:30 PM,20221221,-1.4,-5.2
Austin Peay,Tennessee,-23,121,H,5:00 PM,20221221,-2.9,1.4
Bellarmine,Evansville,2,126,H,7:00 PM,20221221,11.1,5.9
Norfolk St.,Nevada,-11,137,H,4:00 PM,20221221,6.2,5.0
Winthrop,Duquesne,-11,153,H,1:00 PM,20221221,0.5,0.8
Denver,Oregon St.,-6,138,H,9:00 PM,20221221,-4.9,-4.1
North Carolina A&T,UTEP,-8,132,H,8:30 PM,20221221,5.3,0.2
Bucknell,Richmond,-10,130,H,6:00 PM,20221221,-0.1,5.7
Northeastern,Davidson,-9,135,H,12:00 PM,20221221,4.1,-1.1
Georgia Southern,Ball St.,-9,139,H,6:00 PM,20221221,-7.2,-7.6
Jacksonville St.,South Alabama,-9,133,H,1:00 PM,20221221,-9.9,-9.1
New Orleans,Purdue,-34,150,H,8:00 PM,20221221,1.0,-1.6
Maine,Ohio St.,-23,147,H,7:30 PM,20221221,-8.9,-7.1
Northern Kentucky,Florida Atlantic,-15,125,H,6:00 PM,20221221,-17.3,-14.8
St. Francis PA,Robert Morris,-7,141,H,6:00 PM,20221221,-2.6,-0.1
Boston University,UMass Lowell,-13,143,H,3:00 PM,20221221,-2.8,0.3
East Tennessee St.,LSU,-15,137,H,7:00 PM,20221221,10.2,6.3
Alabama St.,Memphis,-29,145,H,7:00 PM,20221221,-6.9,-3.3
Lafayette,La Salle,-7,121,H,1:00 PM,20221221,-4.0,-6.7
Stetson,UCF,-13,125,H,6:00 PM,20221221,-10.3,-9.6
Canisius,Florida Gulf Coast,-14,140,H,6:00 PM,20221221,0.7,-2.4
Eastern Illinois,Iowa,-33,151,H,2:30 PM,20221221,-1.3,0.9
North Dakota St.,St. Thomas,-11,149,H,12:00 PM,20221221,-1.0,-9.0
Oakland,Michigan St.,-22,148,H,5:30 PM,20221221,2.6,-0.3
Idaho,Long Beach St.,-14,152,H,9:00 PM,20221221,7.8,6.2
Stonehill,Valparaiso,-6,144,H,12:00 PM,20221221,2.7,-0.8
Incarnate Word,FIU,-11,141,H,6:00 PM,20221221,3.0,5.8
Houston Christian,Texas Tech,-29,147,H,1:00 PM,20221221,-9.3,-16.7
New Hampshire,Brown,-9,121,H,6:00 PM,20221221,2.6,5.3
Mississippi Valley St.,Tulane,-24,140,H,7:00 PM,20221221,-7.7,-4.4
Binghamton,Niagara,-8,126,H,6:00 PM,20221221,-3.1,-0.1
