AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Date,Reg_dif,Over_dif
Baylor,Marquette,3,155,H,07:30 PM,20221129,-24.5,-32.3
Missouri,Wichita St.,1,145,H,07:00 PM,20221129,-0.7,-1.5
Penn St.,Clemson,-1,131,H,06:00 PM,20221129,-4.7,-3.6
Virginia,Michigan,3,125,H,08:30 PM,20221129,3.4,1.5
Wake Forest,Wisconsin,-6,126,H,08:00 PM,20221129,11.3,12.4
UC Irvine,San Diego St.,-8,128,H,09:00 PM,20221129,20.2,17.3
Massachusetts,South Florida,-3,135,H,06:00 PM,20221129,10.5,11.4
UC Santa Barbara,Duquesne,-1,137,H,06:00 PM,20221129,-10.9,-13.3
Charlotte,Davidson,-3,127,H,06:00 PM,20221129,-2.6,4.5
Queens,Bowling Green,-1,151,H,06:00 PM,20221129,9.2,8.1
Georgia Tech,Iowa,-12,144,H,08:00 PM,20221129,3.0,-0.7
Syracuse,Illinois,-13,143,H,06:30 PM,20221129,-10.5,-13.2
Furman,Appalachian St.,4,136,H,05:30 PM,20221129,-0.8,-2.4
UNC Asheville,North Carolina Central,1,145,H,06:00 PM,20221129,-12.1,-14.2
Old Dominion,College of Charleston,-9,149,H,06:00 PM,20221129,-8.3,-12.6
Maryland,Louisville,10,134,H,06:00 PM,20221129,22.6,22.5
Norfolk St.,Houston,-19,123,H,07:00 PM,20221129,-18.8,-25.8
Idaho St.,UMKC,-3,123,H,07:00 PM,20221129,13.6,15.8
Brown,Central Connecticut,1,133,H,06:00 PM,20221129,12.6,12.2
Bellarmine,Kentucky,-21,137,H,06:00 PM,20221129,7.6,9.6
Montana,Southern Miss,-5,131,H,07:00 PM,20221129,-27.5,-26.3
William & Mary,North Carolina St.,-20,150,H,06:00 PM,20221129,-3.2,-1.3
Jackson St.,Miami OH,-2,138,H,06:00 PM,20221129,-15.1,-15.9
Weber St.,Tarleton St.,-12,134,H,07:00 PM,20221129,-5.7,-7.5
Alcorn St.,Grand Canyon,-12,126,H,08:00 PM,20221129,-3.1,-2.6
LIU Brooklyn,St. John's,-28,154,H,05:30 PM,20221129,-5.4,-3.6
South Carolina St.,East Carolina,-12,150,H,06:00 PM,20221129,12.1,16.1
Cal St. Northridge,Boise St.,-19,131,H,08:00 PM,20221129,-2.5,3.0
Albany,American,-7,131,H,06:00 PM,20221129,-16.3,-19.3
VMI,Presbyterian,-9,133,H,06:00 PM,20221129,-12.2,-14.5
