AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Date,Reg_dif,Over_dif
Ohio St.,Illinois,1,151,H,06:00 PM,20230124,-7.0,-7.5
Missouri,Mississippi,-1,149,H,06:00 PM,20230124,2.4,10.0
Kentucky,Vanderbilt,-2,144,H,08:00 PM,20230124,-5.1,6.9
Kansas St.,Iowa St.,-6,130,H,08:00 PM,20230124,-2.4,-0.2
Oklahoma St.,Texas,-6,132,H,08:00 PM,20230124,-4.7,-7.0
North Carolina,Syracuse,3,147,H,08:00 PM,20230124,-4.3,-2.8
Penn St.,Rutgers,-6,126,H,05:30 PM,20230124,-0.5,-7.2
Oklahoma,TCU,-6,136,H,07:00 PM,20230124,-9.1,-26.4
Buffalo,Ball St.,-5,155,H,06:00 PM,20230124,15.5,30.6
Indiana St.,Drake,-4,144,H,08:00 PM,20230124,-15.1,-11.4
Miami FL,Florida St.,4,156,H,06:00 PM,20230124,-3.9,8.9
DePaul,Georgetown,-3,151,H,06:00 PM,20230124,-0.6,-7.9
Davidson,La Salle,2,138,H,06:00 PM,20230124,-0.5,0.8
LSU,Arkansas,-13,139,H,06:00 PM,20230124,-8.8,-17.1
Georgia Tech,Clemson,-10,138,H,08:00 PM,20230124,-7.0,-12.3
Notre Dame,North Carolina St.,-14,144,H,06:00 PM,20230124,-12.3,1.6
Wyoming,UNLV,-10,142,H,10:00 PM,20230124,7.3,1.8
Fresno St.,Boise St.,-13,121,H,08:00 PM,20230124,0.1,6.4
Air Force,San Jose St.,-4,124,H,09:00 PM,20230124,-17.1,-24.7
Bowling Green,Central Michigan,1,145,H,06:00 PM,20230124,19.1,30.9
Murray St.,Southern Illinois,-6,126,H,07:00 PM,20230124,3.3,2.4
Kent St.,Northern Illinois,12,132,H,07:00 PM,20230124,-18.1,-24.5
Tulsa,East Carolina,-6,142,H,06:00 PM,20230124,6.9,4.0
Illinois Chicago,Missouri St.,-10,128,H,07:00 PM,20230124,-2.5,7.3
Eastern Michigan,Toledo,-27,179,H,06:00 PM,20230124,-13.0,1.7
Miami OH,Akron,-15,139,H,06:00 PM,20230124,-2.9,4.6
Western Michigan,Ohio,-14,148,H,06:00 PM,20230124,7.0,3.4
