AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Date,Reg_dif,Over_dif
Saint Mary's,Gonzaga,-1,141,H,9:00 PM,20230225,-10.7,-4.0
TCU,Texas Tech,-1,145,H,11:00 AM,20230225,-18.2,-11.0
Texas,Baylor,-4,156,H,1:00 PM,20230225,-5.8,8.1
San Diego St.,New Mexico,3,151,H,9:00 PM,20230225,19.9,7.8
Kansas St.,Oklahoma St.,-2,138,H,1:00 PM,20230225,2.7,11.5
Auburn,Kentucky,-1,141,H,3:00 PM,20230225,-3.6,-10.5
Michigan St.,Iowa,-2,148,H,11:00 AM,20230225,3.7,13.8
Texas A&M,Mississippi St.,1,125,H,2:30 PM,20230225,5.3,9.5
Arkansas,Alabama,-9,153,H,1:00 PM,20230225,-1.6,11.0
West Virginia,Kansas,-6,152,H,3:00 PM,20230225,2.3,0.5
Virginia,North Carolina,-2,130,H,5:00 PM,20230225,-2.4,-11.6
USC,Utah,-3,141,H,7:00 PM,20230225,2.4,14.3
Florida,Vanderbilt,-1,145,H,5:00 PM,20230225,-8.4,-10.0
Connecticut,St. John's,7,155,H,11:00 AM,20230225,-2.3,0.6
Creighton,Villanova,4,134,H,11:00 AM,20230225,2.1,-4.1
Furman,Samford,-1,155,H,1:00 PM,20230225,-0.3,-8.6
Loyola Marymount,Pepperdine,1,159,H,9:30 PM,20230225,-14.6,-17.9
Indiana,Purdue,-9,139,H,6:30 PM,20230225,0.4,-6.9
Missouri,Georgia,4,158,H,12:00 PM,20230225,8.4,9.7
Boise St.,San Jose St.,3,131,H,6:00 PM,20230225,-12.9,-2.1
Clemson,North Carolina St.,-7,149,H,11:00 AM,20230225,-7.1,1.4
UC Irvine,Hawaii,-1,133,H,9:00 PM,20230225,4.7,-11.0
Arizona St.,Arizona,-13,155,H,1:00 PM,20230225,-16.4,-6.8
San Francisco,BYU,-6,150,H,9:00 PM,20230225,-1.1,-2.8
Princeton,Harvard,-1,137,H,1:00 PM,20230225,3.3,-6.9
Colgate,Navy,1,143,H,3:00 PM,20230225,-7.3,-4.7
Virginia Tech,Duke,-6,140,H,7:00 PM,20230225,-5.6,-2.5
Oral Roberts,South Dakota St.,4,154,H,2:00 PM,20230225,-9.4,-8.8
UAB,Western Kentucky,5,153,H,6:00 PM,20230225,6.6,7.2
Utah Valley,Abilene Christian,3,149,H,6:00 PM,20230225,-10.4,-9.5
Oklahoma,Iowa St.,-7,125,H,11:00 AM,20230225,-4.8,5.3
Santa Clara,San Diego,5,165,H,9:00 PM,20230225,2.6,4.2
Vermont,Bryant,3,153,H,3:00 PM,20230225,8.9,6.8
Utah Tech,UT Arlington,-1,145,H,2:00 PM,20230225,-15.1,-3.1
Cleveland St.,Milwaukee,1,147,H,7:00 PM,20230225,13.6,7.7
Wright St.,Detroit,-2,164,H,12:00 PM,20230225,3.8,3.0
Portland,Pacific,-4,164,H,6:00 PM,20230225,-1.3,-0.1
Chattanooga,Wofford,1,153,H,6:00 PM,20230225,3.1,5.6
Towson,UNC Wilmington,-1,131,H,6:00 PM,20230225,12.3,12.0
Southern Utah,Sam Houston St.,-8,144,H,4:30 PM,20230225,2.4,2.8
UC Santa Barbara,UC San Diego,1,135,H,9:00 PM,20230225,-18.2,-24.4
Gardner Webb,USC Upstate,1,129,H,1:00 PM,20230225,-3.5,-10.9
Tarleton St.,UT Rio Grande Valley,4,150,H,6:30 PM,20230225,13.7,16.7
SMU,South Florida,-7,149,H,6:00 PM,20230225,0.9,-0.9
Buffalo,Toledo,-12,172,H,1:00 PM,20230225,-12.2,-4.5
