AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Date,Reg_dif,Over_dif
Alabama,Mississippi St.,1,129,H,08:00 PM,20221228,11.1,8.5
Kentucky,Missouri,-1,157,H,06:00 PM,20221228,-24.3,-32.7
Xavier,St. John's,4,170,H,08:00 PM,20221228,11.8,12.6
Arkansas,LSU,5,143,H,08:00 PM,20221228,8.3,-0.9
Florida,Auburn,-6,142,H,06:00 PM,20221228,9.2,5.6
Boise St.,Nevada,-2,126,H,09:00 PM,20221228,-3.1,-3.3
Bradley,Belmont,1,135,H,07:00 PM,20221228,-2.1,-2.1
UNLV,San Jose St.,4,132,H,09:00 PM,20221228,-7.4,-10.0
Tennessee,Mississippi,10,122,H,04:00 PM,20221228,10.0,1.7
Temple,East Carolina,-1,141,H,06:00 PM,20221228,-16.3,-9.4
Davidson,Fordham,-3,145,H,06:00 PM,20221228,6.1,12.6
Southern Utah,New Mexico St.,-8,162,H,08:00 PM,20221228,7.2,8.5
Colorado St.,New Mexico,-10,152,H,08:00 PM,20221228,-18.3,-21.8
Missouri St.,Northern Iowa,-1,125,H,07:00 PM,20221228,4.9,10.9
Villanova,Connecticut,-17,139,H,05:30 PM,20221228,11.3,9.9
Wichita St.,UCF,-6,112,H,06:00 PM,20221228,-4.6,-6.0
Nicholls St.,Baylor,-17,153,H,07:00 PM,20221228,13.7,7.3
Duquesne,Dayton,-7,127,H,06:00 PM,20221228,-2.9,-6.9
Mercer,Samford,-4,142,H,06:00 PM,20221228,16.3,5.2
Air Force,San Diego St.,-12,128,H,10:00 PM,20221228,4.2,-1.1
Houston,Tulsa,20,126,H,08:00 PM,20221228,5.0,9.0
Harvard,Maine,4,130,H,06:00 PM,20221228,10.5,5.0
Wyoming,Fresno St.,-4,128,H,10:00 PM,20221228,2.6,-6.3
Maryland Eastern Shore,Columbia,-1,135,H,03:00 PM,20221228,0.4,4.1
Illinois St.,Illinois Chicago,-5,137,H,07:00 PM,20221228,1.6,-3.4
Central Arkansas,TCU,-24,156,H,04:00 PM,20221228,-15.3,-16.5
Rider,Georgia,-11,133,H,06:00 PM,20221228,-3.7,-4.3
Coppin St.,Richmond,-15,147,H,06:00 PM,20221228,-6.5,-3.9
Chicago St.,Ball St.,-12,142,H,06:00 PM,20221228,1.0,5.2
Albany,Virginia,-24,132,H,05:00 PM,20221228,14.5,11.8
UNC Wilmington,Monmouth,13,139,H,04:00 PM,20221228,17.8,12.9
