AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Date,Reg_dif,Over_dif
North Carolina,Virginia Tech,-2,138,H,02:00 PM,20221204,0.8,-2.3
Colorado,Washington,1,139,H,02:00 PM,20221204,-0.3,4.5
San Francisco,Utah St.,-5,151,N,07:30 PM,20221204,5.7,5.6
Kentucky,Michigan,7,143,N,12:00 PM,20221204,2.4,-1.2
St. John's,Iowa St.,-6,142,H,02:00 PM,20221204,-1.4,-3.3
Utah,Washington St.,-3,131,H,03:00 PM,20221204,0.1,6.9
Oregon,UCLA,-12,142,H,04:00 PM,20221204,-5.9,-7.2
Youngstown St.,Wright St.,-1,153,H,12:00 PM,20221204,2.6,6.7
Samford,UCF,-4,134,H,01:00 PM,20221204,10.3,10.1
Stanford,Arizona St.,-6,126,H,06:00 PM,20221204,-11.8,-10.1
George Washington,Radford,1,143,H,01:00 PM,20221204,9.2,9.9
Southern Miss,Northwestern St.,1,137,H,03:30 PM,20221204,8.8,6.3
Nebraska,Creighton,-13,139,H,03:30 PM,20221204,7.4,8.2
Northwestern,Michigan St.,-6,122,H,06:00 PM,20221204,0.3,-0.7
Georgia St.,Northeastern,-1,127,H,01:00 PM,20221204,4.6,5.1
Belmont,Illinois St.,2,138,H,01:00 PM,20221204,7.4,4.0
South Alabama,UAB,-14,150,H,01:00 PM,20221204,-4.6,-6.3
Bryant,Cincinnati,-11,159,H,11:00 AM,20221204,-1.7,-5.9
Miami FL,Louisville,9,137,H,12:00 PM,20221204,13.1,12.6
Murray St.,Valparaiso,3,131,H,01:00 PM,20221204,0.4,3.0
Southern Indiana,Chicago St.,3,151,H,02:00 PM,20221204,-10.4,-9.3
FIU,Florida Gulf Coast,-9,147,H,05:00 PM,20221204,-11.7,-13.8
Minnesota,Purdue,-18,128,H,04:00 PM,20221204,-10.2,-6.3
California,Arizona,-23,143,H,04:00 PM,20221204,-4.0,-1.9
Stetson,Florida,-14,148,H,01:00 PM,20221204,15.5,14.6
Florida Atlantic,Eastern Michigan,11,147,H,01:30 PM,20221204,2.8,2.6
Southeast Missouri St.,Missouri,-21,159,H,03:00 PM,20221204,-1.9,-0.8
Texas A&M Commerce,Denver,-5,143,H,03:00 PM,20221204,7.3,7.9
Alcorn St.,Tennessee,-24,130,H,05:00 PM,20221204,-2.4,0.1
Maine,Marist,5,127,N,09:30 AM,20221204,-0.4,2.2
Oregon St.,USC,-15,133,H,06:00 PM,20221204,-2.8,0.2
Niagara,Quinnipiac,-9,131,H,02:00 PM,20221204,-10.4,-8.0
Lafayette,Cornell,-8,136,H,12:00 PM,20221204,-0.9,-2.3
Vermont,Merrimack,5,125,H,01:00 PM,20221204,5.4,0.5
Canisius,Iona,-16,142,H,12:00 PM,20221204,-10.7,-11.2
Rice,Texas St.,-11,141,H,02:00 PM,20221204,-6.7,-5.7
Monmouth,Manhattan,-8,134,H,01:00 PM,20221204,-6.7,-8.8
Brown,Hartford,11,127,H,01:00 PM,20221204,16.8,17.6
