AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Date,Reg_dif,Over_dif
Illinois,Ohio St.,-1,149,H,11:00 AM,20230226,9.8,-9.0
Rutgers,Penn St.,-2,132,H,5:30 PM,20230226,-9.6,-11.3
Cincinnati,Memphis,-6,156,H,1:00 PM,20230226,-1.6,-3.3
UCLA,Colorado,7,133,H,3:00 PM,20230226,2.4,1.0
Drake,Bradley,-2,132,H,3:00 PM,20230226,13.5,-4.6
Northwestern,Maryland,-4,130,H,11:00 AM,20230226,-5.4,-5.1
Wichita St.,Tulane,-6,150,H,2:00 PM,20230226,10.0,17.5
Wisconsin,Michigan,-5,127,H,1:00 PM,20230226,-3.3,-3.0
Belmont,Northern Iowa,2,148,H,11:30 AM,20230226,10.8,8.1
Washington,Stanford,-4,142,H,5:00 PM,20230226,-8.5,-10.6
Providence,Georgetown,7,151,H,11:30 AM,20230226,-8.1,6.9
Davidson,Duquesne,-8,142,H,1:00 PM,20230226,-4.3,13.7
Saint Joseph's,St. Bonaventure,-3,137,H,11:00 AM,20230226,-1.0,-7.8
Cal Baptist,Stephen F. Austin,-5,135,H,6:00 PM,20230226,-2.0,-11.4
Missouri St.,Indiana St.,-9,139,H,1:00 PM,20230226,-6.2,11.2
Southern Illinois,Illinois Chicago,4,130,H,1:00 PM,20230226,3.0,-1.4
Siena,Iona,-12,140,H,12:00 PM,20230226,-16.7,-22.7
Fairfield,Canisius,-3,137,H,12:00 PM,20230226,-8.9,-19.5
Valparaiso,Murray St.,-6,146,H,3:00 PM,20230226,12.1,10.8
UCF,Tulsa,10,138,H,4:00 PM,20230226,0.6,8.5
Mount St. Mary's,Rider,-7,135,H,1:00 PM,20230226,2.8,18.3
Manhattan,Quinnipiac,-12,144,H,1:00 PM,20230226,10.5,5.9
Saint Peter's,Niagara,-7,119,H,12:00 PM,20230226,2.7,3.3
Evansville,Illinois St.,-9,137,H,2:00 PM,20230226,8.7,-2.7
