AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Date,Reg_dif,Over_dif
Washington,Gonzaga,-15,149,H,08:00 PM,20221209,7.7,8.4
Queens,High Point,-4,152,H,06:00 PM,20221209,1.6,-0.7
Lipscomb,Alabama A&M,5,149,H,07:00 PM,20221209,3.2,1.7
Grambling St.,Vanderbilt,-13,135,H,06:00 PM,20221209,25.5,20.8
Dartmouth,Central Connecticut,-2,134,H,06:00 PM,20221209,3.7,-0.8
Fairleigh Dickinson,Columbia,-3,155,H,06:00 PM,20221209,2.1,7.0
Arkansas St.,Air Force,-7,115,H,08:00 PM,20221209,-6.6,-9.4
Stony Brook,Bryant,-15,159,H,05:00 PM,20221209,-1.3,2.1
Binghamton,Fordham,-15,141,H,06:00 PM,20221209,-14.5,-14.9
McNeese St.,Northern Iowa,-13,139,H,07:00 PM,20221209,7.3,3.9
