AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Date,Reg_dif,Over_dif
Oklahoma St.,Virginia Tech,-2,134,N,01:00 PM,20221211,-3.1,-7.2
Maryland,Tennessee,-5,129,N,03:30 PM,20221211,-8.1,-6.5
Marquette,Notre Dame,2,148,H,03:00 PM,20221211,9.1,8.9
Hofstra,Massachusetts,-1,157,N,06:00 PM,20221211,-0.2,0.2
Wisconsin,Iowa,-6,134,H,05:30 PM,20221211,3.6,-2.7
Seton Hall,Rutgers,-6,126,H,05:30 PM,20221211,-15.4,-11.3
UC Santa Barbara,New Mexico St.,-4,136,H,,20221211,-4.6,-3.3
New Mexico St.,Duquesne,-4,148,H,03:00 PM,20221211,3.9,5.7
Lipscomb,Tennessee St.,1,147,H,02:30 PM,20221211,1.2,2.1
Iona,St. Bonaventure,6,136,N,10:30 AM,20221211,10.2,8.1
Indiana St.,Southern Indiana,7,155,H,03:00 PM,20221211,20.8,21.3
Ohio,Youngstown St.,-6,150,H,01:00 PM,20221211,-3.9,-6.3
Siena,Delaware,-3,141,H,01:00 PM,20221211,8.9,7.8
Tarleton St.,UCF,-6,124,H,11:00 AM,20221211,3.1,3.3
Bowling Green,Hampton,-1,151,H,03:00 PM,20221211,0.6,-0.3
Mississippi St.,Minnesota,6,118,H,07:30 PM,20221211,0.1,4.1
Bryant,Manhattan,5,155,H,01:00 PM,20221211,4.3,8.2
East Tennessee St.,Morehead St.,-5,131,H,01:00 PM,20221211,5.1,2.9
Coppin St.,East Carolina,-7,161,H,01:00 PM,20221211,-2.4,0.6
Navy,Towson,-8,130,H,03:00 PM,20221211,3.6,0.7
UC Riverside,Idaho,6,140,H,04:00 PM,20221211,-12.3,-8.9
Oregon St.,Texas A&M,-15,141,H,05:00 PM,20221211,4.2,13.4
Prairie View A&M,Northwestern,-13,127,H,01:00 PM,20221211,15.1,9.4
Maine,Merrimack,4,130,H,12:00 PM,20221211,14.1,11.6
Chicago St.,Tennessee Martin,-7,161,H,02:00 PM,20221211,9.2,11.1
Eastern Michigan,Niagara,-7,139,H,12:00 PM,20221211,2.8,-2.1
NJIT,Fairleigh Dickinson,-4,144,H,01:00 PM,20221211,-5.7,-3.5
St. Francis PA,Hawaii,-11,133,H,09:00 PM,20221211,3.3,3.4
Presbyterian,South Carolina,-7,121,H,05:00 PM,20221211,15.5,15.2
Incarnate Word,Kansas St.,-22,136,H,02:00 PM,20221211,8.4,3.6
Howard,VCU,-16,136,H,06:00 PM,20221211,-5.6,-3.6
Jackson St.,Akron,-12,132,H,01:00 PM,20221211,0.8,2.6
McNeese St.,Iowa St.,-23,127,H,05:00 PM,20221211,17.3,17.6
Central Connecticut,Fordham,-13,133,H,12:00 PM,20221211,-6.0,-0.9
