AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Date,Reg_dif,Over_dif
Texas,Texas Tech,2,146,H,08:00 PM,20230213,1.6,3.1
Miami FL,North Carolina,-4,158,H,06:00 PM,20230213,3.9,7.5
West Virginia,Baylor,-6,154,H,08:00 PM,20230213,-10.0,4.4
Morgan St.,South Carolina St.,-1,157,H,06:30 PM,20230213,-2.7,2.4
North Carolina A&T,Monmouth,2,140,H,06:00 PM,20230213,-16.8,-22.7
Towson,William & Mary,4,134,H,06:00 PM,20230213,13.3,5.5
Maryland Eastern Shore,Howard,-4,140,H,06:30 PM,20230213,-6.8,-1.2
Jackson St.,Bethune Cookman,-1,149,H,06:50 PM,20230213,-10.2,-20.4
Drexel,Hofstra,-9,131,H,06:00 PM,20230213,-10.3,-9.6
American,Bucknell,-1,131,H,06:00 PM,20230213,-14.1,-11.7
Texas Southern,Southern,-9,145,H,08:00 PM,20230213,-0.5,3.3
Alabama A&M,Arkansas Pine Bluff,-5,141,H,08:00 PM,20230213,-14.3,6.0
Prairie View A&M,Grambling St.,-9,125,H,07:00 PM,20230213,-0.3,-8.6
Northeastern,College of Charleston,-19,149,H,06:00 PM,20230213,-5.7,-5.5
Alabama St.,Mississippi Valley St.,-1,133,H,07:50 PM,20230213,-6.4,-8.6
Alcorn St.,Florida A&M,5,129,H,07:00 PM,20230213,-4.7,-11.9
Hampton,Elon,-8,144,H,08:00 PM,20230213,-15.9,-13.3
Coppin St.,North Carolina Central,-15,155,H,07:00 PM,20230213,-10.9,-5.4
Stony Brook,Delaware,-11,131,H,06:00 PM,20230213,-7.2,-3.1
Delaware St.,Norfolk St.,-14,140,H,06:30 PM,20230213,4.6,5.5
Hartford,South Alabama,-23,135,H,07:00 PM,20230213,-4.3,-7.4
