AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Date,Reg_dif,Over_dif
Illinois,Missouri,6,164,N,08:00 PM,20221222,-3.7,-4.3
Boise St.,Santa Clara,2,136,H,04:00 PM,20221222,4.5,2.5
Butler,Creighton,-5,139,H,07:00 PM,20221222,21.1,12.7
Portland,UC Riverside,-1,151,H,04:00 PM,20221222,-0.4,-2.1
Towson,Bryant,1,157,H,11:00 AM,20221222,-2.1,-3.7
Kent St.,UTEP,6,134,H,08:30 PM,20221222,7.2,5.0
Pepperdine,Hawaii,-3,137,H,10:00 PM,20221222,7.2,3.9
Seattle,Utah St.,-10,150,N,04:00 PM,20221222,-1.5,4.6
Southern Miss,UNLV,-9,143,H,09:00 PM,20221222,-2.2,1.1
Cornell,Colgate,-6,164,H,01:00 PM,20221222,8.5,12.4
UNC Greensboro,Eastern Kentucky,2,132,H,01:00 PM,20221222,1.4,3.6
Charlotte,UAB,-10,138,H,06:30 PM,20221222,-0.6,1.2
Akron,Bradley,-4,120,H,04:00 PM,20221222,4.2,6.5
Loyola Chicago,Stanford,-6,124,N,09:00 PM,20221222,8.7,2.9
Wright St.,Miami OH,2,152,H,06:00 PM,20221222,-2.2,-3.3
Harvard,Kansas,-18,134,H,06:00 PM,20221222,-12.1,-6.5
Western Kentucky,South Carolina,2,130,H,06:00 PM,20221222,-0.7,0.6
Morgan St.,Arizona,-30,166,H,07:00 PM,20221222,-3.4,-4.0
Iona,SMU,10,136,N,02:00 PM,20221222,3.7,0.2
George Washington,Washington St.,-8,138,N,08:00 PM,20221222,-1.0,-0.0
Siena,American,-3,133,H,12:00 PM,20221222,-5.5,-1.3
Portland St.,Cal Baptist,-6,140,H,09:00 PM,20221222,4.1,0.9
Quinnipiac,Penn St.,-15,141,H,03:30 PM,20221222,-6.4,-5.9
New Mexico St.,North Carolina A&T,9,143,N,06:30 PM,20221222,2.5,2.0
San Diego,Cal St. Northridge,5,145,H,03:00 PM,20221222,5.9,7.2
Queens,Fairleigh Dickinson,5,161,H,06:00 PM,20221222,4.2,6.7
Louisville,North Carolina St.,-23,145,H,06:00 PM,20221222,-10.7,-8.9
Weber St.,BYU,-14,144,H,08:00 PM,20221222,10.2,9.7
Northern Illinois,Indiana St.,-21,159,H,12:00 PM,20221222,-14.2,-13.1
North Texas,UTSA,9,119,H,07:00 PM,20221222,-9.6,-5.8
Saint Peter's,Maryland,-19,129,H,05:30 PM,20221222,11.4,15.7
North Florida,Bethune Cookman,7,145,H,01:00 PM,20221222,12.7,10.1
Texas Southern,Wichita St.,-13,125,H,07:00 PM,20221222,-7.2,-2.7
Jackson St.,Stephen F. Austin,-13,153,H,02:00 PM,20221222,-3.4,1.6
Stony Brook,West Virginia,-29,137,H,05:00 PM,20221222,0.8,1.6
Alabama A&M,Vanderbilt,-18,140,H,03:00 PM,20221222,8.2,2.8
Chicago St.,Minnesota,-8,134,H,12:00 PM,20221222,10.5,5.3
Yale,Monmouth,14,136,H,06:00 PM,20221222,1.4,7.6
Central Connecticut,Saint Joseph's,-11,137,H,06:00 PM,20221222,-1.2,-6.0
Little Rock,Arkansas St.,-7,135,H,02:00 PM,20221222,-0.0,2.2
NJIT,South Florida,-12,126,H,06:00 PM,20221222,-3.0,4.4
Holy Cross,Sacred Heart,-9,147,H,10:30 AM,20221222,3.5,0.8
Marist,Rider,-10,126,H,06:00 PM,20221222,-1.4,-7.8
VMI,Fordham,-17,149,H,11:00 AM,20221222,1.9,-1.9
Lindenwood,Utah Tech,-18,142,H,02:00 PM,20221222,-15.0,-15.0
Hartford,San Francisco,-28,140,H,08:00 PM,20221222,-5.7,-17.9
