AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Date,Reg_dif,Over_dif
Iowa St.,Missouri,1,145,H,01:00 PM,20230128,3.5,-18.0
Alabama,Oklahoma,5,143,H,01:00 PM,20230128,3.9,-19.2
North Carolina St.,Wake Forest,-2,158,H,12:00 PM,20230128,-4.0,-4.8
Xavier,Creighton,-6,160,H,11:15 AM,20230128,-11.2,-12.9
Kansas,Kentucky,2,142,H,07:00 PM,20230128,-12.0,-5.9
Ohio St.,Indiana,-2,150,H,07:00 PM,20230128,-15.8,-17.0
Illinois,Wisconsin,-1,131,H,02:15 PM,20230128,9.5,9.7
TCU,Mississippi St.,3,127,H,03:00 PM,20230128,6.5,1.4
Miami FL,Pittsburgh,-2,150,H,03:00 PM,20230128,4.0,4.6
Arkansas,Baylor,-6,148,H,03:00 PM,20230128,-19.2,-5.0
Utah,Oregon,-1,137,H,07:00 PM,20230128,2.7,-6.3
Auburn,West Virginia,-4,140,H,11:00 AM,20230128,0.8,-9.3
Texas,Tennessee,-10,134,H,05:00 PM,20230128,-0.8,-4.0
Nevada,UNLV,-2,142,H,09:00 PM,20230128,6.1,-3.2
Florida,Kansas St.,-5,141,H,05:00 PM,20230128,-9.9,-13.6
Duquesne,Massachusetts,1,147,H,03:00 PM,20230128,7.5,-7.9
Arizona,Washington,8,154,H,04:30 PM,20230128,-1.0,4.7
UAB,Rice,1,167,H,02:00 PM,20230128,-3.3,5.5
Seton Hall,Butler,1,127,H,03:00 PM,20230128,20.9,27.2
Saint Mary's,BYU,8,126,H,09:00 PM,20230128,10.8,4.0
Arizona St.,Washington St.,-4,130,H,07:00 PM,20230128,-7.5,-12.8
Clemson,Florida St.,4,146,H,04:00 PM,20230128,-3.4,-1.3
Utah Tech,Abilene Christian,1,153,H,06:00 PM,20230128,-3.8,-5.0
Texas Tech,LSU,4,132,H,01:00 PM,20230128,14.2,11.3
Middle Tennessee,FIU,3,141,H,06:00 PM,20230128,-6.2,-12.4
UC Davis,Long Beach St.,-5,163,H,03:00 PM,20230128,-5.1,-1.6
Cincinnati,Houston,-15,129,H,01:15 PM,20230128,15.2,19.3
San Francisco,San Diego,4,160,H,09:00 PM,20230128,4.7,7.8
Montana,Portland St.,-1,147,H,09:00 PM,20230128,-1.8,3.9
Hofstra,College of Charleston,-8,146,H,03:00 PM,20230128,6.4,7.5
Utah St.,Fresno St.,4,136,H,06:00 PM,20230128,-4.1,0.9
George Washington,Fordham,-2,152,H,01:00 PM,20230128,8.8,-0.0
Samford,Wofford,1,143,H,01:00 PM,20230128,5.8,-11.2
Gonzaga,Portland,10,168,H,06:00 PM,20230128,2.3,-1.8
Seattle,Stephen F. Austin,-4,138,H,04:30 PM,20230128,-5.5,-15.9
Princeton,Yale,-4,136,H,06:00 PM,20230128,-1.9,-9.4
Marquette,DePaul,12,158,H,01:00 PM,20230128,0.9,6.4
Missouri St.,Murray St.,-1,129,H,01:00 PM,20230128,-6.1,-6.4
Grand Canyon,Tarleton St.,1,135,H,07:00 PM,20230128,-11.9,-28.2
Vanderbilt,Texas A&M,-10,144,H,07:30 PM,20230128,-16.3,-5.9
Old Dominion,Coastal Carolina,1,143,H,03:00 PM,20230128,4.0,-0.0
North Carolina Central,Howard,-1,141,H,05:00 PM,20230128,-10.4,-8.6
Temple,UCF,-8,128,H,11:00 AM,20230128,15.3,16.0
UMass Lowell,New Hampshire,1,133,H,12:00 PM,20230128,-8.7,-7.5
Chattanooga,East Tennessee St.,2,144,H,03:00 PM,20230128,-11.2,-3.4
Brown,Cornell,-8,158,H,01:00 PM,20230128,4.3,6.8
Cal Baptist,UT Rio Grande Valley,4,146,H,06:30 PM,20230128,7.1,-3.0
Stetson,Queens,-1,157,H,12:00 PM,20230128,3.5,-4.3
South Dakota St.,Western Illinois,-1,137,H,02:00 PM,20230128,8.3,-0.1
Troy,South Alabama,-1,131,H,03:00 PM,20230128,-12.0,-22.7
Montana St.,Sacramento St.,3,125,H,09:00 PM,20230128,6.2,5.2
Colorado,Oregon St.,6,128,H,09:30 PM,20230128,-3.9,-13.1
Syracuse,Virginia Tech,-10,140,H,06:00 PM,20230128,7.1,-7.9
Harvard,Penn,-2,130,H,01:00 PM,20230128,-7.0,-14.1
Colorado St.,Boise St.,-12,138,H,07:00 PM,20230128,-3.3,-9.8
UNC Asheville,Campbell,-2,132,H,01:00 PM,20230128,1.4,5.6
Duke,Georgia Tech,5,133,H,02:00 PM,20230128,13.2,27.8
Mississippi,Oklahoma St.,-9,125,H,07:00 PM,20230128,-1.0,-11.7
Nebraska,Maryland,-7,127,H,03:30 PM,20230128,-9.3,-13.3
Milwaukee,Northern Kentucky,-3,129,H,03:00 PM,20230128,-5.0,-4.9
San Jose St.,San Diego St.,-12,134,H,08:00 PM,20230128,0.5,-5.7
Ball St.,Northern Illinois,1,143,H,03:30 PM,20230128,-19.6,-4.9
Ohio,Akron,-5,135,H,01:00 PM,20230128,-1.8,-5.0
Southern Indiana,Tennessee Martin,-4,158,H,03:30 PM,20230128,6.1,0.9
Northern Iowa,Indiana St.,-8,146,H,01:00 PM,20230128,4.8,4.4
SIU Edwardsville,Morehead St.,-2,138,H,02:30 PM,20230128,-25.1,-16.4
Bryant,Binghamton,5,157,H,01:00 PM,20230128,-15.5,-24.4
Pacific,Santa Clara,-13,157,H,04:00 PM,20230128,0.4,13.7
Lipscomb,Kennesaw St.,-7,143,H,04:00 PM,20230128,-4.7,-13.8
St. Bonaventure,VCU,-9,131,H,05:00 PM,20230128,-9.7,-0.8
Idaho St.,Idaho,-1,141,H,04:00 PM,20230128,5.6,4.6
Northern Colorado,Northern Arizona,-1,153,H,02:00 PM,20230128,-7.9,-10.2
Prairie View A&M,Texas Southern,-2,130,H,05:30 PM,20230128,-1.6,-1.4
Radford,USC Upstate,4,132,H,01:00 PM,20230128,6.1,1.6
Mercer,The Citadel,1,133,H,12:00 PM,20230128,-1.5,1.2
Pepperdine,Loyola Marymount,-12,152,H,10:00 PM,20230128,-13.8,-13.9
Bowling Green,Toledo,-13,173,H,01:00 PM,20230128,4.5,7.5
Georgia Southern,Louisiana Lafayette,-9,141,H,07:00 PM,20230128,-11.9,2.0
Weber St.,Eastern Washington,-7,137,H,04:00 PM,20230128,3.6,5.4
American,Navy,-3,129,H,01:00 PM,20230128,-15.8,-1.5
Richmond,Dayton,-8,120,H,03:00 PM,20230128,-8.3,-13.0
Western Kentucky,Florida Atlantic,-15,143,H,03:00 PM,20230128,7.0,2.5
Southeastern Louisiana,New Orleans,1,159,H,04:30 PM,20230128,-2.4,3.1
Louisiana Tech,UTSA,4,146,H,03:00 PM,20230128,-4.6,-1.6
UMBC,Vermont,-8,142,H,11:00 AM,20230128,-10.6,-6.3
Winthrop,Presbyterian,-1,137,H,01:00 PM,20230128,2.6,9.6
Western Carolina,VMI,1,143,H,12:00 PM,20230128,-0.4,-4.5
Texas St.,Southern Miss,-10,130,H,02:00 PM,20230128,-0.1,-1.2
New Mexico St.,Utah Valley,-13,147,H,03:00 PM,20230128,-15.5,-6.3
Western Michigan,Central Michigan,-2,140,H,06:00 PM,20230128,18.6,14.9
Alcorn St.,Southern,-5,147,H,05:30 PM,20230128,1.7,-6.3
Nicholls St.,Incarnate Word,4,140,H,04:00 PM,20230128,-8.7,-8.0
La Salle,Rhode Island,-7,139,H,01:00 PM,20230128,2.3,4.4
Bucknell,Loyola MD,1,129,H,12:00 PM,20230128,-7.8,-14.4
St. Francis PA,Central Connecticut,-1,139,H,12:00 PM,20230128,9.4,-2.5
Minnesota,Northwestern,-12,122,H,11:00 AM,20230128,-4.1,-9.8
Maine,Albany,2,142,H,06:00 PM,20230128,4.9,6.7
Fairleigh Dickinson,Merrimack,-2,134,H,02:00 PM,20230128,-9.9,-4.5
Southeast Missouri St.,Eastern Illinois,4,146,H,03:30 PM,20230128,7.5,5.7
Florida Gulf Coast,Liberty,-13,127,H,06:00 PM,20230128,-10.9,-9.9
Drexel,Elon,6,128,H,03:00 PM,20230128,-10.5,-27.2
Boston College,Virginia,-16,124,H,11:00 AM,20230128,-1.3,-2.2
North Florida,North Alabama,-4,158,H,05:00 PM,20230128,-8.7,-17.4
Louisiana Monroe,James Madison,-11,143,H,03:00 PM,20230128,15.5,11.9
UTEP,North Texas,-8,108,H,05:00 PM,20230128,13.8,3.7
UC San Diego,UC Riverside,-7,133,H,03:00 PM,20230128,9.2,10.9
Jacksonville,Central Arkansas,4,136,H,03:00 PM,20230128,-5.3,-0.7
Stony Brook,Hampton,-1,137,H,03:00 PM,20230128,-1.2,-4.8
Georgia St.,Marshall,-16,140,H,06:00 PM,20230128,-2.3,-16.9
Northeastern,Delaware,-8,136,H,11:00 AM,20230128,-4.2,1.1
Lafayette,Colgate,-10,132,H,01:00 PM,20230128,9.6,5.5
Charleston Southern,Longwood,-9,145,H,05:00 PM,20230128,10.0,19.0
Bellarmine,Eastern Kentucky,-9,135,H,06:00 PM,20230128,-5.8,-2.1
Saint Peter's,Mount St. Mary's,-4,116,H,04:00 PM,20230128,8.7,9.2
Nebraska Omaha,Oral Roberts,-20,160,H,07:00 PM,20230128,-0.2,7.2
Alabama A&M,Florida A&M,1,129,H,03:30 PM,20230128,-8.4,2.3
Sacred Heart,Stonehill,-4,140,H,01:00 PM,20230128,-1.0,0.4
Denver,UMKC,-5,135,H,07:00 PM,20230128,-4.3,-2.9
Alabama St.,Bethune Cookman,-1,143,H,03:30 PM,20230128,-0.8,-6.0
California,Stanford,-10,128,H,09:00 PM,20230128,-2.9,-16.6
Cal St. Fullerton,Cal Poly,5,119,H,09:00 PM,20230128,16.4,29.6
Morgan St.,Delaware St.,6,138,H,03:30 PM,20230128,-11.8,-13.1
South Carolina,Georgia,-14,132,H,05:00 PM,20230128,-0.1,10.4
High Point,Gardner Webb,-10,140,H,01:00 PM,20230128,-7.7,-19.2
South Dakota,St. Thomas,-10,144,H,07:00 PM,20230128,6.0,16.2
Eastern Michigan,Miami OH,-8,162,H,02:45 PM,20230128,1.5,5.8
William & Mary,Towson,-9,131,H,03:00 PM,20230128,-13.0,-2.8
Jackson St.,Grambling St.,-12,138,H,03:00 PM,20230128,1.0,-4.6
McNeese St.,Texas A&M Corpus Chris,-10,152,H,03:30 PM,20230128,2.4,2.5
Little Rock,Tennessee Tech,-9,147,H,03:30 PM,20230128,-3.7,6.9
Coppin St.,Maryland Eastern Shore,-9,149,H,03:00 PM,20230128,-14.5,-13.0
Cal St. Northridge,UC Irvine,-17,135,H,08:00 PM,20230128,-5.1,-5.7
Austin Peay,Jacksonville St.,-5,129,H,04:00 PM,20230128,-19.4,-19.9
Columbia,Dartmouth,-9,135,H,01:00 PM,20230128,-16.4,-6.3
Louisville,Notre Dame,-11,137,H,11:00 AM,20230128,7.3,-6.5
Holy Cross,Army,-13,143,H,12:00 PM,20230128,1.3,-7.1
South Carolina St.,Norfolk St.,-13,157,H,03:30 PM,20230128,-7.0,-1.3
Houston Christian,Texas A&M Commerce,-7,149,H,04:30 PM,20230128,10.5,10.6
Cal St. Bakersfield,Hawaii,-12,114,H,10:59 PM,20230128,-6.5,-1.7
Lindenwood,Tennessee St.,-7,143,H,02:00 PM,20230128,-9.3,-10.1
Arkansas St.,Appalachian St.,-11,123,H,03:30 PM,20230128,-10.8,-10.3
Evansville,Valparaiso,-9,139,H,06:00 PM,20230128,-13.5,-13.6
Monmouth,North Carolina A&T,-14,140,H,01:00 PM,20230128,7.6,24.0
Mississippi Valley St.,Arkansas Pine Bluff,-10,130,H,05:30 PM,20230128,-16.5,-11.3
Green Bay,Wright St.,-18,148,H,06:00 PM,20230128,-6.7,-15.7
Lamar,Northwestern St.,-16,138,H,03:30 PM,20230128,10.2,1.8
LIU Brooklyn,St. Francis NY,-9,139,H,06:00 PM,20230128,6.7,-3.4
