AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Date,Reg_dif,Over_dif
Marquette,Xavier,-3,175,H,11:00 AM,20230115,-5.1,-0.9
Ohio St.,Rutgers,-4,134,H,01:15 PM,20230115,-7.0,-4.2
Northwestern,Michigan,-3,133,H,11:00 AM,20230115,-5.0,-4.4
Memphis,Temple,5,147,H,02:00 PM,20230115,-3.7,-8.0
Indiana St.,Missouri St.,-1,141,H,02:00 PM,20230115,-1.3,-2.5
Maryland,Iowa,-5,151,H,03:30 PM,20230115,-15.5,-14.9
St. John's,Connecticut,-17,155,H,11:00 AM,20230115,22.2,21.4
South Florida,East Carolina,-1,139,H,12:00 PM,20230115,9.4,14.7
Siena,Canisius,4,142,H,11:00 AM,20230115,3.4,-4.9
Quinnipiac,Mount St. Mary's,5,135,H,01:00 PM,20230115,11.3,4.1
Fairfield,Saint Peter's,-1,121,H,01:00 PM,20230115,-0.9,2.6
Rider,Iona,-16,146,H,12:00 PM,20230115,11.3,12.7
Marist,Niagara,-7,119,H,11:00 AM,20230115,5.6,10.6
