AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Date,Reg_dif,Over_dif
North Carolina,Indiana,-5,143,H,08:15 PM,20221130,-0.7,-3.0
Kansas St.,Butler,1,135,H,05:30 PM,20221130,1.6,2.4
Rutgers,Miami FL,-3,133,H,06:15 PM,20221130,9.9,9.2
Santa Clara,Wyoming,-1,141,N,03:00 PM,20221130,10.7,13.5
Michigan St.,Notre Dame,1,135,H,08:15 PM,20221130,9.3,10.7
Samford,DePaul,-1,147,H,08:00 PM,20221130,22.4,18.9
Ohio St.,Duke,-6,134,H,06:15 PM,20221130,19.5,20.0
Drake,Indiana St.,2,144,H,06:00 PM,20221130,8.9,6.0
Vanderbilt,VCU,-3,127,H,06:00 PM,20221130,10.8,9.0
Middle Tennessee,St. Bonaventure,-1,129,H,06:00 PM,20221130,-7.5,-8.3
New Mexico,Saint Mary's,-9,133,H,09:00 PM,20221130,10.4,10.7
Richmond,Toledo,-4,142,H,06:00 PM,20221130,2.9,0.3
UTEP,New Mexico St.,-2,132,H,08:00 PM,20221130,6.5,10.7
Montana St.,Southern Utah,-3,145,H,08:00 PM,20221130,-2.6,0.1
Florida Gulf Coast,Georgia Southern,1,139,H,06:30 PM,20221130,10.4,10.3
Akron,Marshall,-4,138,H,06:00 PM,20221130,-2.4,-5.2
Providence,TCU,-8,136,H,07:00 PM,20221130,-8.7,-7.6
Boston College,Nebraska,-5,127,H,08:15 PM,20221130,-3.5,-6.7
Jacksonville,UAB,-10,144,H,06:30 PM,20221130,-2.2,-1.3
Hofstra,George Mason,-3,141,H,06:00 PM,20221130,12.7,12.0
Gardner Webb,Western Carolina,1,137,H,06:00 PM,20221130,3.7,1.2
South Carolina,George Washington,-3,135,H,08:00 PM,20221130,-10.6,-12.5
Loyola Marymount,Colorado St.,-6,140,H,08:00 PM,20221130,3.6,1.7
UC Riverside,Cal Baptist,-3,127,H,09:00 PM,20221130,8.0,8.2
UNC Wilmington,Coastal Carolina,-1,131,H,06:30 PM,20221130,15.0,12.8
Coppin St.,UMBC,-1,161,H,06:00 PM,20221130,2.3,6.9
UNC Greensboro,North Carolina A&T,2,130,H,06:00 PM,20221130,-6.4,-5.5
Navy,Lipscomb,-3,135,H,11:00 AM,20221130,8.1,7.9
Missouri St.,Illinois Chicago,2,134,H,07:00 PM,20221130,-9.1,-7.5
South Alabama,Florida Atlantic,-8,136,H,06:00 PM,20221130,3.8,4.7
Temple,La Salle,6,134,N,05:00 PM,20221130,3.7,3.4
Purdue,Florida St.,13,139,H,06:15 PM,20221130,25.7,24.5
Lehigh,Maryland Eastern Shore,-2,142,H,06:00 PM,20221130,3.5,4.2
Western Kentucky,Austin Peay,4,130,H,07:00 PM,20221130,12.6,9.2
SMU,Texas A&M,-13,137,H,07:00 PM,20221130,-1.4,-2.3
Saint Joseph's,Penn,-6,142,H,07:30 PM,20221130,-10.5,-11.0
Prairie View A&M,Rice,-2,148,H,07:00 PM,20221130,18.1,19.0
USC,California,7,123,H,09:00 PM,20221130,4.2,4.1
Georgetown,Texas Tech,-15,137,H,07:00 PM,20221130,-3.2,-1.7
Loyola MD,Binghamton,-2,134,H,05:00 PM,20221130,-4.8,-3.1
Tennessee St.,Saint Louis,-17,151,H,08:00 PM,20221130,7.3,6.5
Northern Illinois,Eastern Illinois,2,128,H,07:00 PM,20221130,-0.1,-0.2
Chattanooga,Tennessee Tech,6,138,H,06:00 PM,20221130,-9.4,-7.3
Northern Iowa,Bradley,-10,134,H,07:00 PM,20221130,-7.4,-13.1
Sacred Heart,New Hampshire,1,141,H,06:00 PM,20221130,-3.1,-7.4
Southern Illinois,Evansville,7,117,H,07:00 PM,20221130,-3.2,-3.6
Southeastern Louisiana,Xavier,-25,159,H,07:30 PM,20221130,7.0,8.5
Southern Indiana,Western Illinois,6,142,H,07:30 PM,20221130,12.3,13.4
North Alabama,Memphis,-23,141,H,07:00 PM,20221130,-1.6,-2.2
St. Francis PA,Bucknell,-5,141,H,06:00 PM,20221130,-6.0,-2.1
Cal St. Fullerton,Seattle,-11,135,H,09:00 PM,20221130,-12.3,-13.5
Maine,Fordham,-9,135,H,06:30 PM,20221130,4.2,3.8
Eastern Michigan,FIU,-11,153,H,06:00 PM,20221130,-11.0,-9.0
Central Arkansas,Loyola Chicago,-12,140,H,08:00 PM,20221130,18.4,19.2
The Citadel,Charleston Southern,-7,141,H,06:00 PM,20221130,-7.6,-6.7
Howard,Yale,-13,135,H,06:00 PM,20221130,-7.9,-5.9
Lafayette,Drexel,-6,120,H,06:00 PM,20221130,5.4,5.1
McNeese St.,Tennessee,-31,135,H,06:15 PM,20221130,6.9,3.1
Little Rock,San Francisco,-19,153,H,09:00 PM,20221130,-6.9,-9.0
North Dakota,Iowa St.,-21,133,H,07:00 PM,20221130,13.4,11.7
Hampton,Georgia,-16,142,H,06:00 PM,20221130,-14.4,-12.2
Western Michigan,Dayton,-17,127,H,06:00 PM,20221130,-5.9,-8.5
Texas A&M Corpus Chris,UT Rio Grande Valley,11,151,H,06:30 PM,20221130,4.5,4.4
Merrimack,UMass Lowell,-10,128,H,05:00 PM,20221130,-10.7,-12.2
Harvard,Holy Cross,9,137,H,06:00 PM,20221130,15.8,14.9
NJIT,Cincinnati,-17,133,H,06:00 PM,20221130,9.6,6.3
Texas A&M Commerce,Hawaii,-13,129,H,10:59 PM,20221130,-4.2,-3.1
Monmouth,Rider,-12,138,H,07:00 PM,20221130,2.9,1.6
Arkansas Pine Bluff,Air Force,-11,129,H,08:00 PM,20221130,-0.7,1.3
Fairleigh Dickinson,Hartford,3,145,H,06:00 PM,20221130,9.5,10.3
Elon,High Point,-12,138,H,06:00 PM,20221130,-9.5,-11.0
Florida A&M,Florida,-29,135,H,07:00 PM,20221130,6.1,12.2
Delaware St.,St. Francis NY,-8,130,H,06:30 PM,20221130,-1.0,-3.1
