AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Date,Reg_dif,Over_dif
Kansas,Tennessee,-2,134,N,06:30 PM,20221125,-3.8,-1.4
Alabama,Connecticut,2,146,N,08:30 PM,20221125,0.5,-0.5
Iowa St.,North Carolina,-2,140,N,04:30 PM,20221125,16.0,16.2
Purdue,Gonzaga,-5,151,N,10:30 PM,20221125,6.9,4.9
Duke,Xavier,3,145,N,02:30 PM,20221125,-7.8,-9.7
Oklahoma,Seton Hall,-1,125,N,07:00 PM,20221125,-7.1,-5.5
USC,Wisconsin,-1,125,N,12:00 PM,20221125,-1.5,-1.5
Texas A&M,DePaul,1,143,H,12:00 PM,20221125,-3.1,1.0
Butler,North Carolina St.,-2,146,N,09:00 PM,20221125,0.2,-0.7
San Francisco,Davidson,-1,143,H,01:00 PM,20221125,5.3,4.2
Oregon,Michigan St.,-4,138,N,10:59 PM,20221125,-9.5,-9.4
Clemson,Iowa,-6,148,N,06:00 PM,20221125,-6.4,-2.9
New Mexico St.,San Diego,1,141,N,08:30 PM,20221125,-3.3,-10.3
BYU,Dayton,-3,129,N,02:30 PM,20221125,-0.0,0.9
Southern Utah,Texas St.,-1,143,N,10:00 PM,20221125,7.4,6.9
Montana St.,UNC Greensboro,-1,131,N,03:30 PM,20221125,5.1,6.0
Louisiana Tech,Samford,-5,145,H,02:00 PM,20221125,-17.5,-20.6
Loyola Chicago,Harvard,-1,131,H,01:00 PM,20221125,-20.1,-18.5
Memphis,Nebraska,8,140,N,04:30 PM,20221125,6.8,7.7
Portland,Villanova,-6,146,N,02:00 PM,20221125,9.7,10.7
Nicholls St.,UC Irvine,-4,136,N,06:00 PM,20221125,-17.9,-17.3
Hofstra,Middle Tennessee,-3,145,N,06:00 PM,20221125,6.2,11.3
Quinnipiac,Stephen F. Austin,-4,152,N,01:00 PM,20221125,-4.8,-5.3
Ball St.,Vermont,-2,136,N,11:00 AM,20221125,11.7,12.3
Florida St.,Stanford,-9,141,N,12:30 PM,20221125,-15.3,-17.7
North Dakota St.,Northern Colorado,-1,147,N,08:30 PM,20221125,-1.3,0.9
Texas A&M Corpus Chris,UTEP,-6,136,H,03:00 PM,20221125,0.2,6.4
Notre Dame,St. Bonaventure,7,137,N,03:00 PM,20221125,-8.8,-10.9
Colgate,Delaware,7,147,N,01:00 PM,20221125,8.2,9.1
Long Beach St.,Oakland,5,157,N,07:00 PM,20221125,5.5,4.2
Missouri St.,UNC Wilmington,4,136,N,01:30 PM,20221125,19.8,19.0
Hawaii,Sacramento St.,4,126,N,07:30 PM,20221125,-3.3,-3.1
Tulsa,Oklahoma St.,-15,143,H,07:00 PM,20221125,-6.4,-7.1
Alcorn St.,Cal St. Bakersfield,1,125,N,12:00 PM,20221125,-6.6,-3.2
Loyola MD,Southern,-5,135,N,11:00 AM,20221125,-16.3,-20.7
South Dakota St.,Valparaiso,8,146,N,12:30 PM,20221125,10.9,11.2
Eastern Washington,Stony Brook,2,138,N,04:30 PM,20221125,1.5,4.1
Prairie View A&M,Arkansas St.,-4,138,H,07:00 PM,20221125,13.8,13.1
California,TCU,-10,128,N,08:30 PM,20221125,3.9,0.5
North Texas,San Jose St.,7,119,N,04:30 PM,20221125,-32.5,-35.1
Jacksonville St.,New Mexico,-14,148,H,06:00 PM,20221125,-14.8,-14.9
Fairfield,Towson,-8,130,N,03:00 PM,20221125,-11.5,-10.2
Mercer,Robert Morris,4,140,N,08:00 PM,20221125,4.7,3.7
Louisiana Monroe,Nebraska Omaha,2,148,N,01:30 PM,20221125,-14.2,-13.5
Coppin St.,Maryland,-24,152,H,03:00 PM,20221125,-18.8,-16.8
Cornell,Monmouth,6,148,H,01:00 PM,20221125,13.7,14.8
West Virginia,Portland St.,19,151,N,08:00 PM,20221125,-6.8,-9.3
Utah Tech,North Dakota,4,148,H,01:00 PM,20221125,0.3,2.3
Florida,Oregon St.,14,140,N,05:00 PM,20221125,-5.4,-9.2
Mississippi,Siena,12,134,N,10:00 AM,20221125,-12.2,-10.9
Jackson St.,Indiana,-25,141,H,11:30 AM,20221125,7.9,8.3
Detroit,Washington St.,-11,139,H,03:00 PM,20221125,17.7,14.3
Bellarmine,Loyola Marymount,-7,141,H,02:00 PM,20221125,6.9,10.4
Charleston Southern,Virginia Tech,-23,141,H,07:00 PM,20221125,3.2,4.0
Grambling St.,UTSA,-7,137,H,07:30 PM,20221125,-0.9,3.1
Evansville,South Alabama,-9,129,N,05:30 PM,20221125,-3.9,-3.9
Lindenwood,Illinois,-32,148,H,08:00 PM,20221125,7.0,9.1
William & Mary,Pittsburgh,-11,137,H,06:00 PM,20221125,6.9,9.1
Dartmouth,Incarnate Word,4,134,N,05:00 PM,20221125,-7.8,-7.9
Maryland Eastern Shore,Virginia,-22,124,H,05:00 PM,20221125,-4.7,0.1
Lafayette,Penn St.,-18,128,H,06:00 PM,20221125,5.7,3.5
USC Upstate,South Carolina,-12,142,H,03:00 PM,20221125,6.7,1.4
New Orleans,Denver,-10,156,H,02:00 PM,20221125,-12.5,-11.7
Eastern Illinois,Ohio,-16,134,H,01:00 PM,20221125,1.5,1.1
IUPUI,The Citadel,-5,133,N,03:00 PM,20221125,8.2,9.0
Penn,Hartford,13,141,H,03:30 PM,20221125,4.4,6.1
St. Francis NY,South Florida,-15,127,H,01:00 PM,20221125,-0.9,-2.4
Idaho,Pacific,-16,150,H,08:00 PM,20221125,-1.6,-2.4
