AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Date,Reg_dif,Over_dif
Michigan St.,Ohio St.,-3,137,H,12:00 PM,20230212,16.9,14.1
Purdue,Northwestern,4,130,H,01:00 PM,20230212,3.5,6.3
Temple,Memphis,-10,148,H,11:00 AM,20230212,7.2,11.5
Youngstown St.,Cleveland St.,-2,144,H,12:00 PM,20230212,-1.4,4.1
Quinnipiac,Canisius,4,146,H,12:00 PM,20230212,1.2,-2.0
Iowa,Minnesota,10,148,H,12:00 PM,20230212,13.2,18.7
SMU,Wichita St.,-8,136,H,03:00 PM,20230212,-6.7,-15.3
Iona,Niagara,6,132,H,12:00 PM,20230212,-9.2,0.6
Robert Morris,Fort Wayne,-5,137,H,12:00 PM,20230212,11.2,8.6
Wofford,UNC Greensboro,-12,132,H,02:00 PM,20230212,-11.4,-16.7
Mount St. Mary's,Fairfield,-6,122,H,01:00 PM,20230212,-7.5,-9.6
Saint Peter's,Manhattan,-2,126,H,01:00 PM,20230212,-4.2,-13.6
Missouri St.,Evansville,9,129,H,01:00 PM,20230212,0.8,-5.2
Marist,Siena,-11,131,H,01:00 PM,20230212,3.5,6.2
IUPUI,Northern Kentucky,-16,128,H,12:00 PM,20230212,5.1,11.3
