AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Date,Reg_dif,Over_dif
Maryland,Saint Louis,-1,145,N,12:00 PM,20221119,5.8,4.8
Miami FL,Providence,4,140,N,3:00 PM,20221119,-2.9,-2.4
UC Irvine,Pepperdine,1,137,H,7:00 PM,20221119,15.5,13.6
Bryant,FIU,1,161,H,6:00 PM,20221119,22.3,22.3
Seattle,Portland,-4,148,H,7:00 PM,20221119,14.0,10.6
Fresno St.,North Texas,-3,111,H,5:00 PM,20221119,-3.7,44.8
Middle Tennessee,Missouri St.,3,137,H,2:00 PM,20221119,-3.4,-7.9
Stephen F. Austin,South Dakota St.,-6,148,H,6:00 PM,20221119,-2.1,-0.5
New Mexico St.,New Mexico,-9,149,H,6:00 PM,20221119,-10.9,-18.2
San Jose St.,Northern Colorado,-1,145,H,3:00 PM,20221119,19.4,21.1
Buffalo,Howard,2,162,N,2:15 PM,20221119,0.4,1.0
Nicholls St.,BYU,-9,149,H,8:00 PM,20221119,5.4,7.1
Belmont,George Mason,-5,147,N,4:45 PM,20221119,4.0,7.4
Troy,Montana,-2,138,H,8:30 PM,20221119,12.7,14.6
Eastern Kentucky,UNC Asheville,-4,150,N,4:30 PM,20221119,-8.3,-7.8
Gardner Webb,North Carolina A&T,2,134,N,4:00 PM,20221119,17.7,17.9
Western Michigan,Rice,-2,152,H,5:00 PM,20221119,10.3,7.9
Merrimack,St. Thomas,-2,132,N,6:00 PM,20221119,-7.9,-9.0
UC San Diego,Youngstown St.,-5,155,N,5:00 PM,20221119,-11.5,-12.4
Hofstra,Saint Mary's,-15,137,H,7:30 PM,20221119,-12.9,-9.7
Northeastern,Syracuse,-10,140,H,4:00 PM,20221119,10.5,11.1
Kennesaw St.,Appalachian St.,-5,135,H,6:00 PM,20221119,4.8,7.4
Winthrop,Mercer,-5,143,H,1:00 PM,20221119,-2.7,-5.3
Army,William & Mary,-3,149,H,3:00 PM,20221119,-13.9,-13.5
Coppin St.,Marshall,-12,166,H,6:00 PM,20221119,1.3,0.9
Central Arkansas,Rider,-8,148,N,5:00 AM,20221119,3.8,3.5
Central Connecticut,Lafayette,-1,139,N,11:00 AM,20221119,-1.7,-0.8
Eastern Michigan,Oakland,-6,154,H,2:00 PM,20221119,21.6,21.4
Sacred Heart,Binghamton,-4,154,H,1:00 PM,20221119,-1.1,0.2
Georgia Southern,Houston Christian,3,143,H,7:00 PM,20221119,-9.9,-12.5
Niagara,Stetson,-4,130,N,11:00 AM,20221119,-30.9,-28.7
American,NJIT,-1,129,H,3:00 PM,20221119,9.7,9.2
Detroit,Florida Atlantic,-13,145,H,5:00 PM,20221119,19.4,20.8
Princeton,Marist,5,139,H,6:00 PM,20221119,4.9,7.0
Bowling Green,St. Bonaventure,-9,145,H,1:00 PM,20221119,9.3,7.2
Portland St.,Oregon St.,-6,146,H,9:00 PM,20221119,9.0,9.0
Campbell,Southeastern Louisiana,6,138,N,3:00 PM,20221119,-4.2,-1.7
Southeast Missouri St.,Bradley,-16,144,H,3:00 PM,20221119,18.3,18.3
Alabama A&M,Norfolk St.,-11,137,N,5:00 PM,20221119,-5.7,-6.9
Illinois Chicago,Fordham,-12,136,H,4:00 PM,20221119,6.0,4.7
Robert Morris,Dayton,-20,134,H,12:00 PM,20221119,9.5,-0.4
Saint Peter's,St. Francis NY,5,129,H,1:00 PM,20221119,15.5,18.6
Utah Tech,Idaho,8,148,H,4:00 PM,20221119,5.9,3.4
Evansville,SMU,-13,137,H,2:00 PM,20221119,13.3,12.8
Texas A&M Commerce,Georgia St.,-12,142,H,2:00 PM,20221119,-6.2,-7.1
Elon,North Carolina St.,-24,148,H,12:00 PM,20221119,-29.3,-32.3
SIU Edwardsville,VMI,8,146,N,6:00 PM,20221119,6.0,8.0
South Carolina St.,North Florida,-13,153,H,4:00 PM,20221119,3.9,6.1
The Citadel,Butler,-18,140,H,6:00 PM,20221119,-3.4,-4.4
Chicago St.,Kent St.,-19,147,H,1:00 PM,20221119,-5.3,-0.5
Fairleigh Dickinson,Longwood,-21,147,H,4:00 PM,20221119,14.7,13.0
Holy Cross,Stonehill,6,150,N,6:30 PM,20221119,-11.9,-10.0
Incarnate Word,Valparaiso,-12,138,H,7:00 PM,20221119,10.0,13.5
Lamar,Western Carolina,-10,136,N,11:00 AM,20221119,6.8,5.1
Lindenwood,McNeese St.,-13,145,H,1:30 PM,20221119,2.8,2.4
