AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Date,Reg_dif,Over_dif
Arizona,USC,1,161,H,10:00 PM,20230302,1.0,-0.7
Michigan,Illinois,-4,146,H,6:00 PM,20230302,10.3,9.7
UCF,Temple,-1,131,H,6:00 PM,20230302,-9.2,-7.6
Washington St.,Washington,1,133,H,10:00 PM,20230302,1.3,10.4
Purdue,Wisconsin,4,122,H,8:00 PM,20230302,-4.3,-9.4
UC Irvine,UC Riverside,1,147,H,9:00 PM,20230302,-0.9,-1.3
Pepperdine,Pacific,-1,165,N,10:30 PM,20230302,-0.6,-6.8
Memphis,SMU,8,154,H,8:00 PM,20230302,1.6,3.4
UC Santa Barbara,UC Davis,-2,144,H,8:00 PM,20230302,-6.2,0.5
Arizona St.,UCLA,-13,133,H,8:00 PM,20230302,-0.1,3.3
Wright St.,Milwaukee,-1,161,H,7:00 PM,20230302,10.1,-16.6
Texas St.,Old Dominion,-2,132,N,5:00 PM,20230302,-2.9,27.8
Southeast Missouri St.,Tennessee St.,-1,161,N,6:30 PM,20230302,-9.8,3.6
Appalachian St.,South Alabama,-3,129,N,11:30 AM,20230302,-19.4,-5.0
Quinnipiac,Fairfield,1,135,H,6:30 PM,20230302,-2.5,-6.3
San Diego,Portland,-2,166,N,8:00 PM,20230302,-6.7,-11.1
Wichita St.,Houston,-17,131,H,6:00 PM,20230302,13.1,12.2
Western Kentucky,UTEP,-3,135,H,8:00 PM,20230302,2.3,6.2
SIU Edwardsville,Tennessee Martin,1,153,N,9:15 PM,20230302,-4.1,5.8
Lipscomb,Kennesaw St.,-7,147,H,6:00 PM,20230302,-0.8,-4.7
Florida Atlantic,Rice,9,155,H,7:00 PM,20230302,11.6,24.0
FIU,Louisiana Tech,-6,148,H,6:00 PM,20230302,6.4,11.4
Stanford,Oregon St.,4,130,H,8:00 PM,20230302,16.6,17.1
Norfolk St.,Howard,-1,149,H,8:00 PM,20230302,-6.8,-26.7
Eastern Kentucky,Liberty,-12,138,H,6:00 PM,20230302,7.1,15.4
Middle Tennessee,North Texas,-8,120,H,7:00 PM,20230302,1.0,2.7
Rutgers,Minnesota,9,123,H,6:00 PM,20230302,-6.6,-13.7
Valparaiso,Murray St.,-2,146,N,6:00 PM,20230302,4.4,-9.1
Detroit,Youngstown St.,-9,165,H,7:00 PM,20230302,3.2,8.1
Charlotte,UTSA,6,132,H,7:00 PM,20230302,-7.9,-13.0
Georgia Southern,Louisiana Monroe,5,131,N,7:30 PM,20230302,13.1,6.8
Lafayette,Lehigh,-4,126,H,6:00 PM,20230302,1.3,12.4
Illinois St.,Northern Iowa,-4,138,N,12:00 PM,20230302,3.3,-7.3
Rider,Saint Peter's,3,127,H,6:00 PM,20230302,4.8,1.6
Jackson St.,Arkansas Pine Bluff,-4,146,H,8:00 PM,20230302,-1.4,5.7
North Carolina Central,South Carolina St.,7,151,H,6:45 PM,20230302,12.0,4.8
Robert Morris,Cleveland St.,-7,131,H,7:00 PM,20230302,1.6,6.3
Illinois Chicago,Missouri St.,-6,132,N,8:30 PM,20230302,-6.4,-9.3
Maryland Eastern Shore,Delaware St.,3,133,H,6:45 PM,20230302,-4.3,-1.3
Arkansas St.,Troy,-7,131,N,2:00 PM,20230302,6.1,11.2
Boston University,Army,-8,140,H,5:00 PM,20230302,7.6,3.1
Cal St. Bakersfield,Long Beach St.,-11,141,H,9:00 PM,20230302,-1.6,-4.9
Hawaii,Cal St. Northridge,7,123,H,9:00 PM,20230302,2.0,7.0
Marist,Iona,-19,137,H,6:00 PM,20230302,-5.8,0.2
California,Oregon,-16,130,H,10:00 PM,20230302,-13.6,-9.8
Manhattan,Siena,-10,136,H,6:00 PM,20230302,13.5,15.0
Alcorn St.,Mississippi Valley St.,5,141,H,7:30 PM,20230302,0.6,-0.6
Oakland,Northern Kentucky,-9,133,H,6:00 PM,20230302,-10.0,-6.8
Coppin St.,Morgan St.,-9,155,H,7:00 PM,20230302,3.6,15.8
Evansville,Indiana St.,-18,150,N,2:30 PM,20230302,-0.8,-11.2
American,Navy,-8,128,H,6:00 PM,20230302,-15.5,6.9
Alabama A&M,Grambling St.,-11,135,H,7:30 PM,20230302,-2.9,-4.7
Loyola MD,Colgate,-16,148,H,6:00 PM,20230302,7.8,-3.9
Alabama St.,Southern,-10,140,H,8:00 PM,20230302,-3.1,-8.4
