AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Date,Reg_dif,Over_dif
Baylor,UCLA,1,151,N,4:30 PM,20221120,-1.4,0.4
Illinois,Virginia,1,131,N,2:00 PM,20221120,4.7,4.6
Kentucky,Gonzaga,-7,157,H,6:30 PM,20221120,-3.3,-2.7
Houston,Oregon,5,131,H,8:30 PM,20221120,22.5,17.4
Drake,Wyoming,1,145,N,4:45 PM,20221120,11.5,9.6
Boise St.,Colorado,-1,133,N,6:00 PM,20221120,-13.0,-10.9
Virginia Tech,College of Charleston,3,149,H,2:30 PM,20221120,-15.8,-14.8
Santa Clara,UCF,-1,141,N,6:00 PM,20221120,-1.8,1.9
Colorado St.,Penn St.,-2,134,N,5:00 PM,20221120,4.3,0.5
DePaul,Oklahoma St.,-5,137,N,3:30 PM,20221120,2.1,0.8
VCU,Memphis,-8,136,H,4:00 PM,20221120,-3.0,-2.9
Murray St.,Tulsa,-1,145,N,9:30 AM,20221120,-0.8,-0.5
Loyola Chicago,Texas A&M,-6,142,N,3:30 PM,20221120,-8.9,-7.2
Loyola Marymount,Wake Forest,-5,151,N,1:30 PM,20221120,2.0,4.2
Davidson,Old Dominion,1,141,N,12:00 PM,20221120,-10.9,-10.5
Furman,South Carolina,3,139,N,9:30 AM,20221120,2.7,2.1
Youngstown St.,Navy,1,141,H,1:00 PM,20221120,11.9,10.9
James Madison,North Carolina,-13,155,H,11:00 AM,20221120,36.8,36.7
Georgetown,La Salle,-3,149,N,11:00 AM,20221120,-15.8,-15.8
Charlotte,Massachusetts,4,142,N,12:00 PM,20221120,19.1,16.1
Boston College,Tarleton St.,4,128,N,7:00 PM,20221120,-22.3,-16.4
Morgan St.,Queens,-1,151,N,4:00 PM,20221120,8.0,8.2
Georgia Southern,Western Michigan,-1,143,N,12:00 PM,20221120,-10.9,-12.1
UNC Asheville,Georgia St.,-3,143,H,2:30 PM,20221120,6.6,6.4
Campbell,Kennesaw St.,-1,135,N,11:00 AM,20221120,5.7,5.7
Army,Radford,-2,146,N,1:00 PM,20221120,-30.2,-30.2
Ohio,Michigan,-13,149,H,6:30 PM,20221120,6.1,7.2
East Tennessee St.,Tennessee Tech,1,147,H,3:00 PM,20221120,6.6,6.0
Prairie View A&M,Tennessee Martin,-5,155,H,2:00 PM,20221120,-2.3,37.8
Mount St. Mary's,Cal Poly,-3,127,H,9:00 PM,20221120,12.8,13.7
Jackson St.,Little Rock,-2,138,H,6:30 PM,20221120,14.1,13.8
North Carolina A&T,Wofford,-4,136,H,4:00 PM,20221120,-3.6,-2.2
Eastern Kentucky,Texas A&M Commerce,5,149,N,12:00 PM,20221120,4.5,5.7
Wagner,Seton Hall,-15,131,H,2:00 PM,20221120,12.5,18.0
Fairleigh Dickinson,VMI,-1,145,N,2:30 PM,20221120,23.0,25.3
Texas Southern,Samford,-13,147,H,2:00 PM,20221120,-0.9,-14.4
Eastern Washington,Washington St.,-11,137,N,,20221120,1.4,4.0
SIU Edwardsville,Longwood,-12,148,H,12:30 PM,20221120,-2.2,-4.3
Siena,Harvard,-8,136,H,1:00 PM,20221120,-1.9,-1.5
Milwaukee,Iowa St.,-20,136,H,5:00 PM,20221120,-17.4,-22.9
Indiana,Miami OH,26,146,N,4:30 PM,20221120,18.4,18.5
Central Connecticut,UMBC,-6,150,H,12:00 PM,20221120,10.5,7.8
McNeese St.,Lamar,2,138,H,1:30 PM,20221120,-15.3,-15.3
Montana St.,North Dakota,9,141,H,1:00 PM,20221120,8.5,1.0
Boston University,New Hampshire,6,134,H,12:00 PM,20221120,-9.8,-7.5
Arkansas Pine Bluff,Nebraska,-20,148,H,2:30 PM,20221120,11.2,12.7
Southeastern Louisiana,Appalachian St.,-11,139,H,1:30 PM,20221120,14.7,14.7
Mississippi Valley St.,Missouri,-29,155,H,6:30 PM,20221120,9.4,8.3
Alabama St.,Pittsburgh,-18,144,H,1:00 PM,20221120,1.0,0.2
Delaware St.,Connecticut,-28,136,H,4:00 PM,20221120,10.2,7.8
Green Bay,Utah Valley,-15,131,N,6:30 PM,20221120,3.9,5.8
Lindenwood,Western Carolina,-14,142,N,11:00 AM,20221120,-5.7,-7.8
