AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Date,Reg_dif,Over_dif
Texas,TCU,-2,152,H,8:00 PM,20230301,14.2,0.4
Xavier,Providence,-2,160,H,5:30 PM,20230301,6.1,4.4
Utah St.,UNLV,1,155,H,10:00 PM,20230301,6.6,4.0
Maryland,Ohio St.,1,141,H,6:00 PM,20230301,27.0,7.4
Auburn,Alabama,-11,151,H,6:00 PM,20230301,-1.1,-6.5
Sam Houston St.,Stephen F. Austin,1,135,H,6:30 PM,20230301,-3.1,-7.4
Penn St.,Northwestern,-5,137,H,8:00 PM,20230301,-7.7,1.9
Oklahoma,Kansas St.,-7,137,H,7:00 PM,20230301,-4.2,3.1
Pittsburgh,Notre Dame,3,143,H,6:00 PM,20230301,-7.2,-4.4
Missouri,LSU,5,153,H,8:00 PM,20230301,2.5,4.6
Seattle,Utah Tech,-2,146,H,8:00 PM,20230301,-5.1,-0.3
Vanderbilt,Kentucky,-9,149,H,6:00 PM,20230301,-10.0,-7.7
Tulane,East Carolina,5,155,H,8:00 PM,20230301,6.1,-2.9
Grand Canyon,Southern Utah,-6,154,H,8:00 PM,20230301,-7.7,-11.0
Richmond,Saint Joseph's,-3,141,H,6:00 PM,20230301,-4.1,3.0
Fordham,George Mason,-4,140,H,6:00 PM,20230301,8.3,-9.0
Southern Indiana,SIU Edwardsville,-1,155,N,9:00 PM,20230301,11.4,3.4
DePaul,Connecticut,-19,151,H,6:00 PM,20230301,3.7,-0.8
Charleston Southern,High Point,1,159,N,5:00 PM,20230301,-14.6,0.1
Rhode Island,Loyola Chicago,-3,133,H,8:00 PM,20230301,-9.2,-1.7
Georgetown,Creighton,-19,147,H,7:30 PM,20230301,3.3,8.7
George Washington,Davidson,-8,152,H,6:00 PM,20230301,-5.5,-7.1
Massachusetts,Duquesne,-11,149,H,6:00 PM,20230301,-13.1,-2.9
Southeastern Louisiana,Houston Christian,2,168,H,7:00 PM,20230301,-3.5,-5.6
Texas A&M Corpus Chris,Texas A&M Commerce,4,146,H,8:00 PM,20230301,3.8,-1.6
Portland St.,Montana,-8,150,H,8:00 PM,20230301,4.1,-2.5
Wagner,Sacred Heart,-1,129,H,6:00 PM,20230301,8.0,12.9
UT Arlington,Utah Valley,-11,135,H,7:00 PM,20230301,18.9,12.1
Chicago St.,Gonzaga,-27,157,H,8:00 PM,20230301,-11.9,-9.9
UT Rio Grande Valley,Cal Baptist,-9,147,H,9:00 PM,20230301,-1.9,6.6
Lindenwood,Southeast Missouri St.,-5,151,N,6:30 PM,20230301,1.8,5.1
New Orleans,McNeese St.,-4,150,H,7:30 PM,20230301,6.6,7.7
Tulsa,South Florida,-14,150,H,6:00 PM,20230301,-7.2,-10.0
Presbyterian,Campbell,-6,128,N,7:00 PM,20230301,-16.5,-14.0
Central Connecticut,St. Francis PA,-5,145,H,6:00 PM,20230301,-4.2,-4.0
Incarnate Word,Northwestern St.,-11,143,H,8:00 PM,20230301,11.2,10.8
St. Francis NY,Fairleigh Dickinson,-9,147,H,6:00 PM,20230301,2.6,0.9
Lamar,Nicholls St.,-12,146,H,7:00 PM,20230301,14.4,2.9
