AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Date,Reg_dif,Over_dif
Arizona St.,Stanford,-1,139,H,09:00 PM,20230209,-16.2,-20.3
USC,Oregon,-2,144,H,10:00 PM,20230209,1.5,0.1
Northwestern,Ohio St.,-4,138,H,07:00 PM,20230209,16.2,8.8
Iowa,Purdue,-12,152,H,06:00 PM,20230209,1.2,4.2
UC Santa Barbara,Long Beach St.,-2,148,H,10:00 PM,20230209,-11.7,-14.2
Eastern Kentucky,Queens,-1,161,H,06:00 PM,20230209,4.6,4.0
Louisiana Lafayette,Southern Miss,-5,153,H,07:30 PM,20230209,10.4,10.2
James Madison,Georgia Southern,2,138,H,06:00 PM,20230209,0.9,-0.0
UAB,North Texas,-4,126,H,07:00 PM,20230209,5.8,1.2
Middle Tennessee,Western Kentucky,-1,141,H,07:00 PM,20230209,0.5,4.2
San Francisco,Gonzaga,-13,161,H,08:00 PM,20230209,1.4,-5.3
Saint Mary's,Loyola Marymount,8,126,H,09:00 PM,20230209,12.4,8.5
BYU,Pepperdine,6,150,H,09:00 PM,20230209,14.0,14.5
UC Davis,UC Riverside,-1,149,H,08:00 PM,20230209,10.9,10.8
Louisiana Tech,FIU,-1,145,H,06:00 PM,20230209,-8.8,-4.6
Charlotte,UTEP,-1,117,H,08:00 PM,20230209,-6.9,-7.9
Montana St.,Weber St.,4,126,H,08:00 PM,20230209,-6.0,-3.6
South Alabama,Troy,-3,135,H,08:00 PM,20230209,18.2,14.2
Oral Roberts,St. Thomas,6,156,H,07:00 PM,20230209,4.4,7.4
Pacific,Portland,-5,159,H,08:00 PM,20230209,5.7,1.8
Tarleton St.,Southern Utah,-6,150,H,08:00 PM,20230209,1.4,7.2
Appalachian St.,Louisiana Monroe,1,127,H,06:30 PM,20230209,-2.4,-3.5
Stetson,Jacksonville,-1,129,H,06:00 PM,20230209,14.8,12.2
Gardner Webb,Radford,-4,124,H,06:00 PM,20230209,3.6,6.0
Montana,Idaho St.,1,133,H,08:00 PM,20230209,-9.4,-4.0
Florida Gulf Coast,North Florida,-1,149,H,06:00 PM,20230209,-11.6,-16.5
Old Dominion,Georgia St.,1,127,H,06:00 PM,20230209,7.8,0.8
UT Arlington,UT Rio Grande Valley,-4,148,H,06:30 PM,20230209,3.3,3.1
Portland St.,Northern Colorado,-3,161,H,07:00 PM,20230209,6.7,3.0
Detroit,Milwaukee,-4,158,H,07:00 PM,20230209,4.6,16.3
Southeast Missouri St.,Tennessee St.,-1,157,H,08:00 PM,20230209,-4.5,-8.8
Kennesaw St.,Jacksonville St.,5,139,H,07:30 PM,20230209,0.5,0.5
Rice,Florida Atlantic,-16,154,H,06:00 PM,20230209,-3.6,-7.3
San Diego,Santa Clara,-13,165,H,09:00 PM,20230209,-3.5,-1.2
Arizona,California,15,141,H,10:00 PM,20230209,7.1,11.7
UMKC,Western Illinois,-2,130,H,06:00 PM,20230209,1.9,0.2
UCLA,Oregon St.,14,122,H,08:00 PM,20230209,-4.8,2.4
Morehead St.,Little Rock,3,147,H,06:30 PM,20230209,9.5,8.5
Lipscomb,Central Arkansas,6,154,H,08:00 PM,20230209,2.1,4.6
Marshall,Coastal Carolina,10,156,H,06:00 PM,20230209,3.2,7.5
Southern Indiana,Tennessee Tech,-2,148,H,08:00 PM,20230209,5.4,-2.8
Southeastern Louisiana,McNeese St.,-2,150,H,07:30 PM,20230209,0.1,-8.4
Northwestern St.,Texas A&M Commerce,3,135,H,08:00 PM,20230209,2.2,2.8
Tennessee Martin,Eastern Illinois,3,147,H,07:30 PM,20230209,5.6,-0.6
Sacramento St.,Northern Arizona,-2,134,H,07:00 PM,20230209,-11.8,-19.3
SIU Edwardsville,Lindenwood,5,137,H,07:00 PM,20230209,-5.8,-0.8
Denver,North Dakota,-4,144,H,07:00 PM,20230209,0.7,-2.0
Sacred Heart,St. Francis PA,-5,153,H,04:00 PM,20230209,-2.7,9.3
UC San Diego,Hawaii,-9,125,H,10:59 PM,20230209,4.9,2.5
Wagner,St. Francis NY,2,120,H,01:00 PM,20230209,4.2,-3.8
Stonehill,Merrimack,-3,121,H,06:00 PM,20230209,-10.2,-2.2
Bellarmine,Liberty,-15,121,H,06:00 PM,20230209,9.4,9.0
Nebraska Omaha,North Dakota St.,-8,152,H,07:00 PM,20230209,-5.1,0.3
Austin Peay,North Alabama,-7,143,H,07:45 PM,20230209,-18.9,-8.0
Cal Poly,UC Irvine,-17,133,H,09:00 PM,20230209,-15.8,-7.5
Cal St. Northridge,Cal St. Bakersfield,-4,118,H,09:00 PM,20230209,9.3,3.2
New Orleans,Nicholls St.,-13,155,H,07:00 PM,20230209,-2.8,-4.8
Arkansas St.,Texas St.,-9,121,H,07:00 PM,20230209,1.1,7.9
Houston Christian,Texas A&M Corpus Chris,-18,168,H,07:30 PM,20230209,4.2,-6.6
Lamar,Incarnate Word,-8,136,H,07:30 PM,20230209,5.2,0.6
Fairleigh Dickinson,LIU Brooklyn,10,162,H,06:00 PM,20230209,1.2,-1.4
Oakland,Green Bay,9,141,H,07:00 PM,20230209,6.2,7.2
