AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Date,Reg_dif,Over_dif
Iowa,Nebraska,3,147,H,6:00 PM,20221229,-16.9,-27.6
Colorado,Stanford,-3,141,H,10:00 PM,20221229,-3.1,-2.3
Florida Atlantic,North Texas,-1,119,H,7:00 PM,20221229,9.5,5.1
Providence,Butler,-6,144,H,5:30 PM,20221229,19.3,28.7
San Francisco,Santa Clara,-2,152,H,9:00 PM,20221229,2.7,-4.8
Loyola Marymount,Portland,-2,152,H,8:00 PM,20221229,19.6,24.3
Sam Houston St.,Utah Valley,-1,127,H,7:00 PM,20221229,-18.4,-19.7
Tulane,Cincinnati,-5,151,H,8:00 PM,20221229,-5.7,-8.0
Hofstra,Delaware,-1,149,H,6:00 PM,20221229,4.4,11.9
Fort Wayne,Robert Morris,1,131,H,6:00 PM,20221229,0.5,-4.5
Louisiana Lafayette,Coastal Carolina,3,149,H,6:00 PM,20221229,-3.4,-6.3
South Alabama,Georgia Southern,2,128,H,7:00 PM,20221229,-7.8,-16.9
Georgetown,DePaul,-2,156,H,7:00 PM,20221229,13.5,9.1
Southern Illinois,Murray St.,2,126,H,7:00 PM,20221229,11.7,7.9
BYU,Pacific,2,158,H,8:00 PM,20221229,2.3,7.8
Radford,UNC Asheville,-2,150,H,3:00 PM,20221229,4.9,5.6
Milwaukee,Oakland,2,154,H,6:00 PM,20221229,-9.0,-16.4
Troy,Southern Miss,-6,142,H,7:00 PM,20221229,-5.5,-7.0
Northern Colorado,Weber St.,1,145,H,8:00 PM,20221229,-12.3,-11.5
Middle Tennessee,Charlotte,-4,120,H,5:00 PM,20221229,-10.8,-9.3
James Madison,Georgia St.,3,141,H,6:00 PM,20221229,1.2,3.2
Tennessee Martin,Little Rock,2,162,H,7:30 PM,20221229,-5.4,-12.0
UTEP,UAB,-14,146,H,6:30 PM,20221229,7.3,11.1
Rice,Western Kentucky,-6,154,H,6:00 PM,20221229,29.4,20.0
UC Santa Barbara,Cal St. Fullerton,3,121,H,8:00 PM,20221229,4.6,3.2
UC Davis,Hawaii,-7,137,H,10:59 PM,20221229,-0.9,0.3
Cleveland St.,Youngstown St.,-4,140,H,7:00 PM,20221229,-6.5,-6.4
South Florida,Memphis,-17,141,H,7:00 PM,20221229,10.1,15.3
La Salle,Howard,-2,136,H,1:00 PM,20221229,-16.0,-8.7
Winthrop,USC Upstate,1,147,H,4:00 PM,20221229,-8.0,-13.5
High Point,Longwood,-7,153,H,2:00 PM,20221229,-5.4,-8.2
Campbell,Presbyterian,2,126,H,4:00 PM,20221229,-7.5,-11.3
