AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Date,Reg_dif,Over_dif
Oklahoma St.,Kansas St.,-3,137,H,06:00 PM,20230110,-11.3,-10.1
Florida,LSU,1,139,H,06:00 PM,20230110,8.6,6.8
Butler,St. John's,-1,147,H,05:30 PM,20230110,-12.6,-17.8
Auburn,Mississippi,3,127,H,08:00 PM,20230110,4.7,5.6
Illinois,Nebraska,1,133,H,08:00 PM,20230110,1.0,16.2
North Carolina,Virginia,-6,134,H,08:00 PM,20230110,2.6,0.8
Michigan St.,Wisconsin,-3,119,H,06:00 PM,20230110,17.0,11.6
Oklahoma,Kansas,-10,134,H,08:00 PM,20230110,-3.4,3.3
Nevada,San Diego St.,-8,136,H,10:00 PM,20230110,-2.6,-5.2
Texas Tech,Iowa St.,-4,122,H,07:00 PM,20230110,-13.1,-24.8
Ball St.,Ohio,-2,146,H,06:00 PM,20230110,-3.1,0.9
Toledo,Kent St.,-9,161,H,06:00 PM,20230110,8.6,2.7
Villanova,DePaul,4,142,H,08:00 PM,20230110,7.6,-7.3
Georgia Tech,Notre Dame,-3,133,H,06:00 PM,20230110,1.4,2.0
Akron,Bowling Green,3,137,H,06:00 PM,20230110,-12.4,-8.5
Vanderbilt,Tennessee,-21,127,H,08:00 PM,20230110,-6.8,2.7
VCU,Loyola Chicago,1,133,H,06:00 PM,20230110,11.2,10.9
Seton Hall,Georgetown,6,140,H,07:30 PM,20230110,6.4,3.9
Buffalo,Miami OH,5,159,H,06:00 PM,20230110,-1.4,-8.4
Air Force,Colorado St.,-5,135,H,08:00 PM,20230110,1.9,5.4
Drake,Illinois Chicago,4,132,H,07:00 PM,20230110,2.6,-2.8
Temple,Tulsa,4,144,H,07:00 PM,20230110,0.9,6.1
Dayton,Fordham,6,126,H,06:00 PM,20230110,27.3,22.3
Murray St.,Northern Iowa,-5,137,H,07:00 PM,20230110,-4.6,-6.5
Wyoming,Utah St.,-14,150,H,09:30 PM,20230110,5.1,0.8
Fresno St.,San Jose St.,-5,117,H,09:00 PM,20230110,-7.7,-7.6
Central Michigan,Northern Illinois,-1,133,H,07:00 PM,20230110,-3.5,-12.7
Belmont,Valparaiso,7,143,H,06:00 PM,20230110,8.6,12.5
Eastern Michigan,Western Michigan,-4,152,H,06:00 PM,20230110,-7.3,-7.5
South Carolina,Kentucky,-17,127,H,06:00 PM,20230110,21.4,29.2
Hartford,St. Francis NY,-8,122,H,06:00 PM,20230110,15.4,11.4
