AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Date,Reg_dif,Over_dif
Indiana,Maryland,-1,141,H,08:00 PM,20230131,6.9,1.9
San Diego St.,Nevada,1,137,H,10:00 PM,20230131,6.2,12.2
West Virginia,TCU,-5,147,H,08:00 PM,20230131,-5.2,-1.7
Kansas St.,Kansas,-5,145,H,07:00 PM,20230131,20.2,13.5
Northwestern,Iowa,-4,150,H,08:00 PM,20230131,3.1,2.3
Texas A&M,Arkansas,-4,140,H,06:00 PM,20230131,22.1,5.9
UNLV,Colorado St.,-1,149,H,08:00 PM,20230131,-4.2,5.1
Virginia Tech,Miami FL,-3,147,H,06:00 PM,20230131,-6.1,-0.5
Kentucky,Mississippi,1,135,H,08:00 PM,20230131,5.8,8.0
VCU,Davidson,2,134,H,06:00 PM,20230131,10.2,2.6
Saint Louis,Fordham,2,148,H,06:00 PM,20230131,3.3,-5.4
Wake Forest,Duke,-7,147,H,06:00 PM,20230131,7.0,-6.9
Akron,Buffalo,-2,144,H,06:00 PM,20230131,-6.6,-6.4
Ball St.,Bowling Green,-1,153,H,06:00 PM,20230131,-19.2,-10.3
Vanderbilt,Alabama,-16,154,H,07:30 PM,20230131,-1.2,13.7
Boise St.,Air Force,7,127,H,08:00 PM,20230131,11.2,7.3
Connecticut,DePaul,13,147,H,07:00 PM,20230131,-15.5,-6.8
Clemson,Boston College,6,136,H,06:00 PM,20230131,-4.5,0.2
Fresno St.,Wyoming,-2,126,H,09:00 PM,20230131,0.9,0.2
Nebraska,Illinois,-10,134,H,06:00 PM,20230131,-10.7,-10.3
Toledo,Miami OH,10,170,H,06:00 PM,20230131,9.7,3.3
Northern Illinois,Western Michigan,-3,147,H,06:00 PM,20230131,3.7,-0.1
Ohio,Eastern Michigan,8,158,H,06:00 PM,20230131,0.8,-6.6
Mississippi St.,South Carolina,8,120,H,05:30 PM,20230131,0.9,2.6
Loyola Chicago,Dayton,-15,127,H,08:00 PM,20230131,-8.4,-1.3
Central Michigan,Kent St.,-21,133,H,06:00 PM,20230131,-6.8,-8.6
