AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Date,Reg_dif,Over_dif
UCLA,Arizona,1,153,H,1:00 PM,20230121,8.2,0.4
Baylor,Oklahoma,-1,147,H,3:00 PM,20230121,12.8,13.9
Marquette,Seton Hall,1,145,H,3:00 PM,20230121,-3.0,1.4
Alabama,Missouri,6,172,H,5:00 PM,20230121,13.1,9.9
Iowa St.,Oklahoma St.,-1,119,H,1:00 PM,20230121,18.1,9.4
North Carolina St.,North Carolina,-3,153,H,4:00 PM,20230121,8.9,8.5
Texas,West Virginia,-4,150,H,5:00 PM,20230121,1.2,-6.8
Virginia,Wake Forest,1,137,H,1:00 PM,20230121,-8.2,-8.5
Texas A&M,Kentucky,-1,141,H,1:00 PM,20230121,30.7,20.7
Virginia Tech,Clemson,-3,145,H,5:00 PM,20230121,-12.0,-5.6
Florida,Mississippi St.,-1,123,H,7:30 PM,20230121,11.4,-0.1
TCU,Kansas,-8,146,H,12:00 PM,20230121,-0.0,3.1
Iowa,Ohio St.,-7,163,H,1:00 PM,20230121,6.1,13.0
USC,Arizona St.,-4,138,H,9:00 PM,20230121,2.5,-3.3
Utah Valley,Grand Canyon,-1,135,H,7:00 PM,20230121,5.8,7.3
Oregon,Stanford,2,138,H,10:00 PM,20230121,1.4,4.0
BYU,San Francisco,-3,145,H,7:00 PM,20230121,3.1,-5.6
Texas Tech,Kansas St.,-6,144,H,1:00 PM,20230121,-10.5,-7.1
Cornell,Harvard,-1,145,H,1:00 PM,20230121,3.8,6.0
Miami FL,Duke,-5,147,H,11:00 AM,20230121,5.8,4.8
Youngstown St.,Milwaukee,-1,161,H,6:00 PM,20230121,2.9,-2.0
Montana St.,Montana,-1,133,H,8:00 PM,20230121,7.3,-5.5
Southern Utah,Seattle,-3,153,H,5:00 PM,20230121,-2.6,4.5
Colorado St.,Wyoming,1,149,H,3:00 PM,20230121,0.2,5.4
Louisiana Lafayette,Texas St.,-1,141,H,4:00 PM,20230121,4.4,1.9
James Madison,Southern Miss,-4,146,H,2:00 PM,20230121,-1.2,-3.6
Hawaii,UC Riverside,-1,131,H,3:00 PM,20230121,3.4,-2.2
North Texas,UAB,-4,132,H,3:00 PM,20230121,-1.7,-2.8
Indiana St.,Murray St.,3,151,H,5:00 PM,20230121,-2.1,-1.0
