AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Date,Reg_dif,Over_dif
Arizona,San Diego St.,1,153,N,09:30 PM,20221122,4.0,4.0
Arkansas,Creighton,1,135,N,07:00 PM,20221122,-5.6,-6.1
Cincinnati,Ohio St.,-1,143,N,04:00 PM,20221122,-7.1,-4.3
St. John's,Syracuse,3,155,N,08:30 PM,20221122,-2.8,-1.5
San Francisco,Wichita St.,1,135,N,01:00 PM,20221122,-4.3,-9.3
Louisiana Lafayette,SMU,-1,147,H,07:30 PM,20221122,16.8,15.6
Liberty,Northwestern,-2,128,N,07:30 PM,20221122,-13.8,-16.8
UC Riverside,Wright St.,1,145,N,09:00 PM,20221122,-9.2,-10.2
Georgia,UAB,-7,153,N,03:00 PM,20221122,0.0,-0.4
Auburn,Bradley,7,137,N,05:00 PM,20221122,-2.8,-0.6
Richmond,Temple,-4,132,N,06:00 PM,20221122,-10.1,-8.8
Saint Joseph's,South Florida,-1,131,N,05:30 PM,20221122,6.4,0.5
Kansas St.,Nevada,9,139,N,06:30 PM,20221122,-0.9,1.3
Vermont,Yale,-3,131,H,06:00 PM,20221122,-13.7,-15.3
Akron,LSU,-5,127,N,12:30 PM,20221122,4.8,4.6
Oral Roberts,Utah St.,-12,156,H,08:00 PM,20221122,-15.1,-9.5
Southern Miss,Winthrop,1,147,N,02:00 PM,20221122,37.6,40.0
Sacramento St.,UC Davis,-1,133,N,09:30 PM,20221122,1.7,-1.3
Rhode Island,Tulane,-8,142,N,04:00 PM,20221122,-0.1,-1.3
Austin Peay,Bucknell,-1,137,N,11:00 AM,20221122,-11.6,-15.3
Louisville,Texas Tech,-11,131,N,01:30 PM,20221122,-15.9,-15.0
Hampton,North Alabama,-1,145,N,03:00 PM,20221122,-13.0,-14.5
Drexel,Florida Gulf Coast,-4,136,N,06:30 PM,20221122,-1.5,-3.1
Southern Indiana,St. Bonaventure,-6,140,H,06:00 PM,20221122,12.3,8.2
East Carolina,Toledo,-10,154,N,10:00 AM,20221122,-1.0,3.2
Mount St. Mary's,Pacific,-5,145,H,09:00 PM,20221122,-4.5,-0.5
Grand Canyon,Northern Iowa,5,129,N,10:30 AM,20221122,5.7,2.0
Penn,Lafayette,3,137,H,07:30 PM,20221122,-16.9,-19.3
Illinois St.,Western Kentucky,-6,140,N,10:00 AM,20221122,4.2,4.9
Prairie View A&M,UTSA,-3,139,H,07:00 PM,20221122,23.7,23.7
Tennessee Martin,Arkansas St.,-5,149,H,05:00 PM,20221122,2.0,-0.3
Eastern Michigan,Fort Wayne,-7,147,N,11:30 AM,20221122,11.0,13.0
Rider,Rutgers,-13,135,H,06:00 PM,20221122,-1.0,2.1
Abilene Christian,Weber St.,8,140,N,06:30 PM,20221122,-0.3,-1.3
Albany,Presbyterian,-1,133,N,07:30 PM,20221122,-1.9,0.2
Indiana St.,UMKC,11,141,N,04:00 PM,20221122,-0.5,-6.5
Canisius,Cornell,-9,153,H,04:00 PM,20221122,-8.9,-10.2
Coppin St.,Towson,-16,146,H,06:00 PM,20221122,-1.2,0.7
Bowling Green,Notre Dame,-20,152,H,05:30 PM,20221122,9.4,11.0
UC San Diego,George Washington,-9,143,H,06:00 PM,20221122,-3.2,-4.7
Northern Kentucky,UT Arlington,7,125,N,12:30 PM,20221122,-0.1,-3.7
Northern Illinois,Sam Houston St.,-10,122,N,11:00 AM,20221122,-16.9,-16.9
Alcorn St.,UTEP,-12,134,H,08:00 PM,20221122,15.1,14.2
Grambling St.,Arizona St.,-21,139,H,08:00 PM,20221122,8.1,6.0
Holy Cross,Illinois Chicago,-5,141,N,03:00 PM,20221122,-11.0,-9.7
Cal St. Bakersfield,Texas A&M Corpus Chris,-9,127,N,05:00 PM,20221122,-20.6,-19.7
UMBC,UNC Greensboro,-15,141,H,06:00 PM,20221122,-4.4,-3.9
NJIT,Sacred Heart,-7,143,H,12:00 PM,20221122,-8.3,-10.4
Marist,Maryland Eastern Shore,-5,131,H,07:00 PM,20221122,0.6,-0.8
Northern Arizona,UT Rio Grande Valley,8,144,H,06:30 PM,20221122,7.7,4.7
LIU Brooklyn,South Dakota,-12,148,N,01:30 PM,20221122,-0.4,1.8
Elon,Jacksonville St.,-10,138,H,06:00 PM,20221122,6.0,8.3
Fairleigh Dickinson,Pittsburgh,-17,147,H,07:30 PM,20221122,11.4,12.6
Stonehill,Fordham,-21,147,H,06:00 PM,20221122,-5.7,-5.1
