AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Date,Reg_dif,Over_dif
West Virginia,Xavier,-1,151,H,05:30 PM,20221203,5.8,7.7
Indiana,Rutgers,1,131,H,03:00 PM,20221203,-4.2,-0.6
Oklahoma,Villanova,1,127,H,11:30 AM,20221203,15.0,13.8
Houston,Saint Mary's,6,112,N,08:30 PM,20221203,14.4,17.5
Boise St.,Texas A&M,-2,132,N,06:00 PM,20221203,-3.8,-4.7
Nevada,Loyola Marymount,1,147,H,09:00 PM,20221203,7.6,10.7
Wisconsin,Marquette,-6,130,H,03:30 PM,20221203,-14.8,-20.4
Toledo,George Mason,1,151,H,01:00 PM,20221203,12.0,12.5
DePaul,Loyola Chicago,-1,137,H,03:00 PM,20221203,3.9,5.3
UNLV,San Diego,2,138,H,09:00 PM,20221203,5.4,5.2
Oral Roberts,Tulsa,2,156,H,02:00 PM,20221203,8.8,9.0
Mississippi,Memphis,-7,131,H,06:30 PM,20221203,-5.3,-3.5
VCU,Temple,-3,125,H,12:00 PM,20221203,-1.6,-1.7
St. Bonaventure,Buffalo,1,143,H,01:30 PM,20221203,2.1,0.0
Providence,Rhode Island,1,129,H,04:00 PM,20221203,-8.9,-7.9
Davidson,Delaware,1,143,H,01:00 PM,20221203,5.5,2.5
Troy,SIU Edwardsville,-1,141,H,02:00 PM,20221203,-2.0,1.5
Bradley,Missouri St.,-1,125,H,07:00 PM,20221203,2.5,0.7
Grand Canyon,Wyoming,-3,127,H,03:00 PM,20221203,8.9,9.8
Southern Illinois,Saint Louis,-6,130,H,03:00 PM,20221203,10.8,10.8
Chattanooga,Gardner Webb,-2,128,H,11:00 AM,20221203,-6.2,-8.9
Air Force,Portland St.,-1,137,H,03:00 PM,20221203,2.5,2.0
Wichita St.,Kansas St.,-8,130,H,08:00 PM,20221203,7.3,7.8
Princeton,Drexel,-1,129,H,01:00 PM,20221203,-3.3,-3.8
Long Beach St.,Utah Valley,-5,139,H,03:00 PM,20221203,11.7,13.4
Fresno St.,UC Irvine,-7,119,H,08:00 PM,20221203,-20.5,-18.3
Southern Utah,Idaho St.,2,144,H,07:00 PM,20221203,-7.6,-10.0
Ohio,Marshall,-7,149,H,04:00 PM,20221203,-4.9,-5.7
Syracuse,Notre Dame,-7,133,H,11:00 AM,20221203,-6.4,-12.9
South Dakota St.,Alabama,-17,149,H,07:30 PM,20221203,-6.1,-6.8
Utah Tech,Weber St.,2,142,H,08:00 PM,20221203,10.4,12.6
Jacksonville St.,East Tennessee St.,-1,137,H,03:00 PM,20221203,2.3,3.6
Wagner,Army,-1,139,H,12:00 PM,20221203,3.6,4.0
La Salle,Penn,-4,138,H,01:00 PM,20221203,-6.1,-2.4
Cal Baptist,Cal Poly,1,119,H,08:00 PM,20221203,-1.2,1.0
