AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Date,Reg_dif,Over_dif
North Carolina,Pittsburgh,1,151,H,11:00 AM,20221230,-10.2,-7.7
North Carolina St.,Clemson,-1,153,H,03:00 PM,20221230,-8.6,-17.3
USC,Washington,1,141,H,09:00 PM,20221230,8.8,11.4
UCLA,Washington St.,8,134,H,10:00 PM,20221230,8.4,-4.4
Miami FL,Notre Dame,3,147,H,01:00 PM,20221230,5.2,5.4
Siena,Quinnipiac,-4,144,H,03:00 PM,20221230,8.8,9.9
American,Lafayette,-1,119,H,06:00 PM,20221230,6.3,13.0
Navy,Boston University,1,133,H,01:00 PM,20221230,-3.8,7.0
Buffalo,Michigan St.,-14,146,H,05:00 PM,20221230,3.1,1.6
Stetson,Lipscomb,-5,143,H,02:00 PM,20221230,3.3,6.1
North Dakota St.,North Dakota,-4,140,H,07:00 PM,20221230,7.9,17.4
North Alabama,Jacksonville St.,-6,142,H,06:00 PM,20221230,17.6,17.2
Prairie View A&M,Texas A&M,-13,143,H,06:00 PM,20221230,0.5,-4.1
Coppin St.,Rutgers,-24,146,H,07:00 PM,20221230,-15.9,-13.7
New Orleans,Houston Christian,-2,162,H,07:00 PM,20221230,5.2,3.8
Eastern Michigan,South Carolina,-6,142,H,06:00 PM,20221230,4.4,-1.0
Southeastern Louisiana,Vanderbilt,-13,145,H,06:00 PM,20221230,5.9,-8.5
Colgate,Loyola MD,6,140,H,06:00 PM,20221230,6.8,16.7
Lehigh,Army,-7,149,H,05:00 PM,20221230,-11.2,-11.3
Bucknell,Holy Cross,6,140,H,01:00 PM,20221230,-11.8,-15.0
Chicago St.,Ohio,-11,141,H,06:00 PM,20221230,-12.4,-13.3
Manhattan,Saint Peter's,-6,128,H,01:00 PM,20221230,-6.2,-6.5
Western Michigan,Wisconsin,-21,123,H,07:00 PM,20221230,-1.7,5.3
Marist,Fairfield,-9,123,H,06:00 PM,20221230,-8.3,-10.0
Morgan St.,Hartford,11,131,H,05:00 PM,20221230,0.9,1.4
