AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Date,Reg_dif,Over_dif
Seton Hall,St. John's,-1,143,H,07:30 PM,20230201,4.4,10.1
Oklahoma St.,Oklahoma,-2,126,H,08:00 PM,20230201,0.8,13.0
New Mexico,Utah St.,-2,162,H,09:30 PM,20230201,-1.0,-11.4
Tennessee,Florida,8,126,H,06:00 PM,20230201,-4.6,-12.2
Providence,Xavier,-6,160,H,05:30 PM,20230201,-0.8,-0.5
Pittsburgh,North Carolina,-7,147,H,06:00 PM,20230201,-2.1,5.1
Southern Utah,Cal Baptist,-2,142,H,09:00 PM,20230201,-0.1,2.2
Belmont,Murray St.,-1,147,H,07:00 PM,20230201,-4.2,-7.8
Penn St.,Purdue,-10,134,H,05:30 PM,20230201,-6.6,-10.0
Stephen F. Austin,New Mexico St.,3,149,H,08:00 PM,20230201,22.0,2.9
George Washington,La Salle,2,152,H,06:00 PM,20230201,1.7,-10.0
Army,Lehigh,1,149,H,06:00 PM,20230201,-9.0,1.4
Villanova,Marquette,-13,149,H,07:30 PM,20230201,-5.2,1.3
Longwood,Winthrop,1,141,H,06:00 PM,20230201,-12.3,-11.4
Creighton,Georgetown,11,149,H,05:30 PM,20230201,4.0,-2.1
Georgia,Auburn,-10,136,H,06:00 PM,20230201,-8.5,-13.2
Massachusetts,George Mason,-5,143,H,06:00 PM,20230201,3.8,1.4
St. Bonaventure,Richmond,-4,126,H,06:00 PM,20230201,10.2,15.2
Gardner Webb,Charleston Southern,1,139,H,06:00 PM,20230201,0.5,5.8
SMU,Tulane,-10,158,H,08:00 PM,20230201,-6.0,-6.4
LSU,Missouri,-13,153,H,08:00 PM,20230201,-19.2,-17.9
Chattanooga,Furman,-7,159,H,06:00 PM,20230201,-19.6,-15.7
Georgia Tech,Louisville,3,133,H,06:00 PM,20230201,-19.1,-20.1
Samford,Western Carolina,3,145,H,06:00 PM,20230201,4.3,-0.4
Navy,Lafayette,-2,122,H,06:00 PM,20230201,2.1,13.3
Southern Illinois,Bradley,-7,121,H,07:00 PM,20230201,6.2,-3.6
Florida St.,North Carolina St.,-14,154,H,08:00 PM,20230201,-6.9,-14.2
Sam Houston St.,UT Rio Grande Valley,10,146,H,06:30 PM,20230201,-0.5,-7.9
Abilene Christian,Seattle,-9,141,H,09:00 PM,20230201,4.6,21.9
Rhode Island,Saint Joseph's,-6,142,H,06:00 PM,20230201,-13.7,-14.5
New Hampshire,NJIT,1,127,H,06:00 PM,20230201,8.8,3.7
Northern Iowa,Drake,-9,133,H,08:00 PM,20230201,-12.3,-0.5
Wofford,East Tennessee St.,-1,137,H,06:00 PM,20230201,-12.4,-21.9
East Carolina,South Florida,-9,143,H,06:00 PM,20230201,-8.4,-8.9
Illinois Chicago,Illinois St.,-3,135,H,07:00 PM,20230201,-5.0,-8.1
Minnesota,Rutgers,-15,119,H,07:30 PM,20230201,0.9,-6.5
Tulsa,Cincinnati,-17,145,H,06:00 PM,20230201,-3.1,-10.3
Maine,Bryant,-7,159,H,06:00 PM,20230201,8.0,1.3
USC Upstate,Campbell,-5,131,H,06:00 PM,20230201,-8.8,-6.3
Radford,Presbyterian,7,127,H,06:00 PM,20230201,2.4,0.3
Holy Cross,Boston University,-6,128,H,06:00 PM,20230201,12.2,22.2
Bucknell,American,-9,131,H,06:00 PM,20230201,11.2,12.9
Indiana St.,Evansville,14,150,H,07:00 PM,20230201,1.6,2.3
Valparaiso,Missouri St.,-11,127,H,07:00 PM,20230201,9.2,12.3
Binghamton,UMBC,-11,149,H,06:00 PM,20230201,10.6,-2.4
Albany,UMass Lowell,-16,148,H,05:00 PM,20230201,-3.5,-10.0
