AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Date,Reg_dif,Over_dif
Boise St.,San Diego St.,-4,134,H,08:00 PM,20230203,-13.0,-21.1
VCU,Saint Louis,-3,143,H,06:00 PM,20230203,6.7,7.3
Kent St.,Akron,-1,131,H,08:00 PM,20230203,-14.5,-24.2
Cornell,Princeton,-3,163,H,06:00 PM,20230203,2.1,1.7
Yale,Harvard,1,129,H,04:00 PM,20230203,8.7,15.2
Brown,Dartmouth,2,136,H,05:00 PM,20230203,-6.7,8.8
Fresno St.,UNLV,-10,130,H,10:00 PM,20230203,0.2,1.7
Air Force,Nevada,-10,130,H,10:00 PM,20230203,-10.9,-6.3
Siena,Manhattan,6,140,H,06:00 PM,20230203,-9.3,-8.6
Fairfield,Quinnipiac,-9,135,H,06:00 PM,20230203,3.8,1.6
Canisius,Niagara,-5,129,H,07:00 PM,20230203,-0.6,0.7
Mount St. Mary's,Iona,-14,134,H,06:00 PM,20230203,5.3,-10.2
Eastern Michigan,Ball St.,-15,155,H,05:30 PM,20230203,13.7,12.9
Saint Peter's,Rider,-6,126,H,06:00 PM,20230203,-2.1,-15.1
Columbia,Penn,-16,142,H,06:00 PM,20230203,-5.7,-1.8
