AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Date,Reg_dif,Over_dif
Rutgers,Iowa,2,138,H,1:00 PM,20230129,-5.6,-9.8
Providence,Villanova,2,138,H,11:00 AM,20230129,3.7,3.1
Drake,Belmont,-1,139,H,2:00 PM,20230129,10.2,18.4
South Florida,SMU,-1,145,H,3:00 PM,20230129,5.9,-3.5
Furman,UNC Greensboro,-4,138,H,2:00 PM,20230129,8.0,11.4
Michigan,Penn St.,-5,143,H,11:00 AM,20230129,-3.6,-15.0
Michigan St.,Purdue,-9,127,H,11:15 AM,20230129,0.4,-8.1
Quinnipiac,Iona,-8,146,H,12:00 PM,20230129,17.0,12.9
Wichita St.,East Carolina,1,129,H,11:00 AM,20230129,2.2,16.1
Saint Joseph's,George Mason,-5,139,H,11:00 AM,20230129,17.3,15.4
Georgetown,St. John's,-12,160,H,1:00 PM,20230129,4.4,15.1
Memphis,Tulsa,13,155,H,4:00 PM,20230129,-8.2,-5.5
Southern Illinois,Illinois St.,4,120,H,2:00 PM,20230129,-1.4,-13.2
Bradley,Illinois Chicago,6,132,H,2:00 PM,20230129,-5.0,-6.6
Rider,Fairfield,-3,129,H,1:00 PM,20230129,-2.8,0.1
Oakland,Robert Morris,-4,138,H,12:00 PM,20230129,3.4,-3.6
Detroit,Youngstown St.,-11,167,H,1:00 PM,20230129,-1.6,2.3
Boston University,Lehigh,-5,137,H,11:00 AM,20230129,-15.9,-13.8
Siena,Marist,6,132,H,1:00 PM,20230129,-2.1,6.2
Manhattan,Canisius,-8,140,H,12:00 PM,20230129,8.1,7.1
IUPUI,Cleveland St.,-20,134,H,2:00 PM,20230129,2.7,7.4
