AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Date,Reg_dif,Over_dif
Connecticut,Providence,7,143,H,07:30 PM,20230104,-32.3,-29.9
Missouri,Arkansas,-8,162,H,07:40 PM,20230104,10.3,14.4
Duke,North Carolina St.,1,143,H,06:00 PM,20230104,-9.0,-23.6
TCU,Baylor,-6,142,H,08:00 PM,20230104,6.6,8.1
Auburn,Georgia,4,128,H,05:30 PM,20230104,-13.2,-19.3
Illinois,Northwestern,-1,127,H,08:00 PM,20230104,-14.8,-9.2
Penn St.,Michigan,-1,141,H,06:00 PM,20230104,-12.0,-14.3
Iowa St.,Oklahoma,-3,119,H,06:00 PM,20230104,6.9,9.2
Miami FL,Georgia Tech,3,147,H,06:00 PM,20230104,-0.9,-5.9
Saint Louis,Massachusetts,1,149,H,06:30 PM,20230104,2.3,-6.1
Wake Forest,North Carolina,-8,154,H,08:00 PM,20230104,2.7,5.8
Clemson,Virginia Tech,-8,142,H,08:00 PM,20230104,10.4,15.3
Texas A&M,Florida,-9,147,H,06:00 PM,20230104,0.5,9.2
Temple,South Florida,-1,137,H,06:00 PM,20230104,-11.0,-2.3
New Mexico St.,Stephen F. Austin,-1,151,H,06:30 PM,20230104,-18.1,-17.1
Chattanooga,UNC Greensboro,-2,132,H,06:00 PM,20230104,-8.2,-8.6
Bradley,Murray St.,4,124,H,07:00 PM,20230104,7.9,-4.7
Villanova,Georgetown,3,145,H,05:30 PM,20230104,9.7,6.3
Belmont,Illinois Chicago,2,146,H,07:00 PM,20230104,11.2,6.8
Drake,Southern Illinois,-3,119,H,07:00 PM,20230104,-7.7,-3.7
George Mason,St. Bonaventure,-3,125,H,06:00 PM,20230104,7.3,-1.4
VCU,Duquesne,-4,136,H,06:00 PM,20230104,-7.8,-12.7
Southern,Prairie View A&M,-3,139,H,08:10 PM,20230104,-2.3,7.2
Gardner Webb,Campbell,2,124,H,06:00 PM,20230104,11.3,0.9
Colorado St.,Nevada,-9,141,H,09:30 PM,20230104,-11.3,-8.9
UCF,East Carolina,6,124,H,06:00 PM,20230104,-6.6,-6.6
UNC Asheville,High Point,-4,158,H,06:00 PM,20230104,8.8,6.7
Fordham,Rhode Island,-2,134,H,06:00 PM,20230104,-14.9,-14.0
Grambling St.,Texas Southern,1,127,H,07:50 PM,20230104,16.6,13.5
College of Charleston,North Carolina A&T,12,152,H,04:00 PM,20230104,5.0,3.4
Longwood,Charleston Southern,5,147,H,06:00 PM,20230104,10.3,2.7
George Washington,Richmond,-8,138,H,06:00 PM,20230104,-0.9,2.1
Northern Iowa,Valparaiso,3,133,H,06:00 PM,20230104,-4.1,-0.9
DePaul,Butler,-14,140,H,08:00 PM,20230104,-4.3,-2.6
Indiana St.,Illinois St.,8,142,H,07:00 PM,20230104,4.4,12.3
Wofford,Mercer,-6,142,H,06:00 PM,20230104,-9.5,-0.4
Tulsa,Tulane,-14,156,H,06:00 PM,20230104,-8.3,-8.1
Saint Joseph's,Dayton,-14,128,H,06:00 PM,20230104,-5.1,-4.7
Loyola Chicago,Davidson,-6,132,H,06:00 PM,20230104,-3.7,-13.5
Western Carolina,East Tennessee St.,-7,139,H,06:00 PM,20230104,0.1,8.0
The Citadel,Furman,-12,146,H,06:00 PM,20230104,3.2,-3.7
Arkansas Pine Bluff,Alabama St.,-4,140,H,07:30 PM,20230104,-1.9,-8.3
Lindenwood,Little Rock,-6,150,H,07:30 PM,20230104,-1.1,4.8
USC Upstate,Radford,-11,137,H,06:00 PM,20230104,1.1,7.0
UNC Wilmington,Elon,12,134,H,06:00 PM,20230104,-0.7,-0.3
Presbyterian,Winthrop,-6,136,H,06:00 PM,20230104,2.0,-6.5
Incarnate Word,Texas A&M Corpus Chris,-13,139,H,07:30 PM,20230104,-5.7,-7.8
Evansville,Missouri St.,-16,124,H,07:00 PM,20230104,-16.3,-15.3
VMI,Samford,-18,144,H,06:30 PM,20230104,6.5,4.2
Mississippi Valley St.,Alabama A&M,-10,130,H,07:00 PM,20230104,-10.0,1.5
