AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Date,Reg_dif,Over_dif
Arizona St.,Colorado,-1,137,H,07:30 PM,20221201,7.3,5.3
Creighton,Texas,-6,136,H,06:00 PM,20221201,2.6,1.1
UCLA,Stanford,4,134,H,09:30 PM,20221201,4.8,5.7
Arizona,Utah,6,152,H,07:30 PM,20221201,4.9,2.4
Oklahoma St.,Connecticut,-6,136,H,05:30 PM,20221201,-6.5,-7.1
Seton Hall,Kansas,-6,132,H,08:00 PM,20221201,-2.0,-5.5
Washington St.,Oregon,-4,136,H,09:30 PM,20221201,16.1,14.6
Youngstown St.,Northern Kentucky,-1,139,H,06:00 PM,20221201,15.1,14.1
Cornell,Delaware,-4,152,H,06:00 PM,20221201,7.3,9.4
Fairfield,Manhattan,1,131,H,06:00 PM,20221201,5.6,3.0
Pacific,UC Davis,-7,155,H,08:00 PM,20221201,-12.6,-9.9
Mount St. Mary's,Saint Peter's,-3,125,H,06:00 PM,20221201,0.1,-6.0
North Carolina Central,Radford,-4,138,H,06:00 PM,20221201,3.8,1.8
Utah Tech,Utah St.,-18,146,H,08:00 PM,20221201,-2.8,0.6
Washington,Oregon St.,7,133,H,09:00 PM,20221201,13.9,13.8
Detroit,Fort Wayne,-7,141,H,06:00 PM,20221201,5.6,3.8
Denver,Houston Christian,3,149,H,07:00 PM,20221201,5.2,6.9
Valparaiso,Belmont,-9,141,H,07:00 PM,20221201,-5.0,-1.7
Northwestern St.,Stephen F. Austin,-11,139,H,08:00 PM,20221201,5.0,2.4
Illinois St.,Murray St.,-10,132,H,07:00 PM,20221201,-9.6,-8.4
Robert Morris,Wright St.,-11,143,H,06:00 PM,20221201,-12.7,-13.2
Chicago St.,Bethune Cookman,-3,143,H,07:00 PM,20221201,12.1,15.2
Oakland,Cleveland St.,-10,138,H,06:00 PM,20221201,-22.5,-22.6
Milwaukee,Green Bay,6,134,H,07:00 PM,20221201,19.6,18.1
Presbyterian,Wofford,-9,129,H,06:00 PM,20221201,-6.7,-3.4
Texas St.,Lamar,12,128,H,07:30 PM,20221201,1.9,1.0
Mississippi Valley St.,Arkansas St.,-11,129,H,07:00 PM,20221201,2.6,0.5
