AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Date,Reg_dif,Over_dif
Creighton,Providence,1,143,H,06:00 PM,20230214,10.5,1.3
Kansas,Oklahoma St.,-2,136,H,08:00 PM,20230214,-13.7,-18.8
Kansas St.,Oklahoma,2,138,H,08:00 PM,20230214,11.7,12.5
Illinois,Penn St.,-1,143,H,06:00 PM,20230214,-0.4,0.8
North Carolina St.,Syracuse,4,150,H,06:00 PM,20230214,3.5,0.1
St. John's,DePaul,1,159,H,08:00 PM,20230214,-6.3,-9.8
Michigan,Wisconsin,-1,129,H,08:00 PM,20230214,4.9,1.4
Missouri,Auburn,-6,158,H,06:00 PM,20230214,1.6,-1.0
San Jose St.,UNLV,-5,139,H,09:00 PM,20230214,10.8,10.5
Buffalo,Ohio,-5,165,H,06:00 PM,20230214,8.2,5.7
Wyoming,New Mexico,-13,155,H,09:00 PM,20230214,3.8,6.4
Nebraska,Rutgers,-12,124,H,07:00 PM,20230214,-8.8,-5.6
LSU,Georgia,-7,137,H,07:30 PM,20230214,-1.5,10.3
Butler,Villanova,-7,127,H,07:00 PM,20230214,-16.9,-14.8
Loyola Chicago,Massachusetts,-5,147,H,06:00 PM,20230214,5.9,17.0
Southern Illinois,Valparaiso,3,129,H,06:00 PM,20230214,-8.5,-14.8
Air Force,Utah St.,-12,142,H,08:00 PM,20230214,-12.9,-8.7
Georgetown,Seton Hall,-13,137,H,05:00 PM,20230214,3.3,4.8
Vanderbilt,South Carolina,6,138,H,05:30 PM,20230214,-6.1,-12.1
Notre Dame,Duke,-13,137,H,06:00 PM,20230214,-7.5,-1.6
Boston College,Pittsburgh,-12,138,H,08:00 PM,20230214,7.3,-0.9
Northern Illinois,Ball St.,-9,145,H,06:00 PM,20230214,20.4,15.9
Akron,Eastern Michigan,8,146,H,06:00 PM,20230214,-0.4,2.5
Miami OH,Toledo,-18,166,H,06:00 PM,20230214,-7.0,-4.0
Kent St.,Western Michigan,12,142,H,06:00 PM,20230214,-8.3,-6.6
Central Michigan,Bowling Green,-9,145,H,06:00 PM,20230214,-14.5,-2.3
