AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Date,Reg_dif,Over_dif
Kansas,Texas Tech,1,137,H,08:00 PM,20230103,0.5,-0.2
Kansas St.,Texas,-8,138,H,08:00 PM,20230103,20.5,25.1
Virginia,Pittsburgh,2,128,H,08:00 PM,20230103,-12.6,-8.6
Marquette,St. John's,8,164,H,05:30 PM,20230103,9.1,6.5
Ohio,Buffalo,-1,155,H,06:00 PM,20230103,7.6,2.5
New Mexico,Fresno St.,5,133,H,10:00 PM,20230103,-0.4,-6.0
Seton Hall,Creighton,-6,134,H,07:30 PM,20230103,1.6,-13.7
Notre Dame,Boston College,1,129,H,06:00 PM,20230103,-3.4,-3.6
Mississippi,Alabama,-12,144,H,08:00 PM,20230103,-4.7,-7.9
Utah St.,Air Force,6,138,H,08:00 PM,20230103,2.9,6.0
LSU,Kentucky,-8,134,H,07:00 PM,20230103,9.3,9.1
Ball St.,Toledo,-9,165,H,06:00 PM,20230103,0.6,10.0
Mississippi St.,Tennessee,-11,109,H,06:00 PM,20230103,-26.1,-30.7
Nebraska,Michigan St.,-5,123,H,06:00 PM,20230103,-2.8,-9.8
Bowling Green,Eastern Michigan,-3,159,H,06:00 PM,20230103,9.7,18.4
San Jose St.,Boise St.,-8,122,H,08:00 PM,20230103,16.9,6.9
Syracuse,Louisville,7,133,H,06:00 PM,20230103,-7.3,-10.1
Minnesota,Wisconsin,-13,117,H,08:00 PM,20230103,4.6,10.1
Miami OH,Central Michigan,-6,148,H,06:00 PM,20230103,-6.8,-5.9
South Carolina,Vanderbilt,-12,124,H,06:00 PM,20230103,5.9,4.5
Western Michigan,Kent St.,-21,135,H,06:00 PM,20230103,2.4,6.6
Northern Illinois,Akron,-13,133,H,06:00 PM,20230103,-2.8,-1.7
