AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Date,Reg_dif,Over_dif
Duke,Kansas,3,143,N,9:24 PM,20221115,10.7,9.6
Kentucky,Michigan St.,2,142,N,6:00 PM,20221115,-10.8,-9.9
Memphis,Saint Louis,-2,146,H,8:00 PM,20221115,5.1,3.3
San Diego St.,Stanford,-1,131,H,8:00 PM,20221115,12.0,13.4
Dayton,UNLV,1,131,H,10:00 PM,20221115,-18.4,-18.8
New Mexico,SMU,1,149,H,7:00 PM,20221115,18.5,20.9
Marquette,Purdue,-8,144,H,7:30 PM,20221115,4.0,4.2
Colgate,Syracuse,-7,149,H,6:00 PM,20221115,16.9,18.0
Northwestern,Georgetown,3,143,H,5:30 PM,20221115,11.9,13.3
Utah Valley,Wake Forest,-6,142,H,6:00 PM,20221115,-0.5,1.1
Alabama,South Alabama,8,146,H,9:00 PM,20221115,0.9,-0.6
Vanderbilt,Temple,-6,132,H,6:00 PM,20221115,-9.4,-5.0
California,UC San Diego,2,134,H,9:00 PM,20221115,-10.7,-13.9
South Dakota St.,St. Bonaventure,5,145,N,7:00 PM,20221115,4.9,2.1
Vermont,USC,-9,137,H,10:00 PM,20221115,8.7,13.5
Oral Roberts,Texas Southern,4,152,H,7:00 PM,20221115,-4.1,-1.5
Montana St.,Oregon,-8,142,H,8:00 PM,20221115,12.3,5.4
Penn,Drexel,2,142,H,6:00 PM,20221115,-7.0,-7.4
Chattanooga,Mississippi,-11,137,H,6:30 PM,20221115,0.8,2.1
Loyola Marymount,UC Irvine,-7,139,H,9:00 PM,20221115,-30.4,-32.2
Appalachian St.,Louisville,-7,133,H,5:00 PM,20221115,22.6,23.4
Mercer,Georgia St.,-5,137,H,6:00 PM,20221115,-5.7,-5.7
James Madison,Howard,8,160,H,6:00 PM,20221115,32.2,32.4
Washington St.,Prairie View A&M,13,141,H,6:00 PM,20221115,-9.3,-52.4
Fairfield,Xavier,-17,143,H,8:00 PM,20221115,-4.0,0.9
Gardner Webb,North Carolina,-21,143,H,7:00 PM,20221115,18.5,20.4
Winthrop,Auburn,-20,146,H,6:00 PM,20221115,-1.1,-5.5
Queens,La Salle,-8,150,H,6:00 PM,20221115,-4.2,-3.9
SIU Edwardsville,Missouri,-18,154,H,7:00 PM,20221115,4.8,2.9
Bowling Green,Wright St.,-8,154,H,6:00 PM,20221115,1.2,0.8
Morehead St.,West Virginia,-18,134,H,6:00 PM,20221115,-4.3,-3.3
FIU,North Carolina St.,-13,145,H,8:00 PM,20221115,-28.8,-31.4
Bucknell,Saint Peter's,-4,134,H,6:00 PM,20221115,5.5,2.4
Buffalo,Connecticut,-19,149,H,6:00 PM,20221115,-4.2,-0.9
Pacific,North Dakota,3,149,H,7:00 PM,20221115,17.3,13.1
UNC Wilmington,Oklahoma,-15,137,H,7:00 PM,20221115,5.0,2.4
Dartmouth,Quinnipiac,-8,146,H,6:00 PM,20221115,-3.5,-5.2
Alcorn St.,Stephen F. Austin,-14,142,H,6:30 PM,20221115,20.9,20.0
Eastern Michigan,Bradley,-13,143,H,7:00 PM,20221115,13.8,13.8
Central Connecticut,St. John's,-25,157,H,6:00 PM,20221115,10.3,7.4
Binghamton,Maryland,-20,144,H,6:00 PM,20221115,-9.5,-10.3
Rice,Middle Tennessee,-12,148,H,6:00 PM,20221115,-21.9,-21.9
Morgan St.,Akron,-11,139,H,6:00 PM,20221115,11.7,10.5
USC Upstate,Clemson,-18,144,H,6:00 PM,20221115,0.6,0.5
Stony Brook,Rhode Island,-12,140,H,6:00 PM,20221115,0.5,-0.6
Cal St. Northridge,Cal Baptist,-12,138,H,9:00 PM,20221115,2.7,1.2
Green Bay,Wisconsin,-25,133,H,8:00 PM,20221115,0.6,3.4
Alabama St.,San Jose St.,-14,148,H,9:00 PM,20221115,-15.0,-13.1
New Hampshire,Fordham,-14,126,H,6:00 PM,20221115,11.2,9.9
Stonehill,Providence,-30,146,H,4:00 PM,20221115,13.1,13.2
