Team,AdjEM,AdjOE,AdjDE
Gonzaga,31.10000000000001,120.9,89.8
Purdue,27.39999999999999,119.6,92.2
Houston,25.39999999999999,112.6,87.2
Baylor,24.0,115.3,91.3
Texas,23.5,113.1,89.6
Kansas,24.5,119.5,95.0
Villanova,24.099999999999994,118.3,94.2
UCLA,22.200000000000003,114.4,92.2
Duke,21.799999999999997,113.3,91.5
Arizona,20.799999999999997,110.8,90.0
LSU,20.0,109.3,89.3
USC,20.0,110.5,90.5
Florida,19.60000000000001,109.2,89.6
Alabama,19.900000000000006,111.7,91.8
Illinois,19.0,112.1,93.1
Memphis,18.0,108.5,90.5
Michigan St.,17.400000000000006,106.0,88.6
Tennessee,18.0,109.7,91.7
Auburn,17.89999999999999,109.3,91.4
Kentucky,18.0,111.7,93.7
Virginia Tech,17.200000000000003,107.9,90.7
Indiana,17.10000000000001,107.4,90.3
Iowa,17.69999999999999,115.1,97.4
Michigan,16.5,107.6,91.1
Ohio St.,17.400000000000006,114.0,96.6
Connecticut,16.799999999999997,110.6,93.8
Xavier,15.900000000000006,107.7,91.8
Texas Tech,16.0,108.7,92.7
BYU,15.900000000000006,108.4,92.5
Oklahoma,15.199999999999989,106.1,90.9
Seton Hall,15.299999999999997,107.1,91.8
Wisconsin,15.0,105.3,90.3
Florida St.,15.099999999999994,107.5,92.4
Louisville,14.400000000000006,105.4,91.0
Arkansas,14.700000000000003,108.0,93.3
Loyola Chicago,14.799999999999997,110.2,95.4
Oklahoma St.,13.5,101.4,87.9
Washington St.,13.899999999999991,106.6,92.7
Saint Mary's,13.200000000000003,102.4,89.2
North Carolina,14.299999999999997,112.3,98.0
Mississippi St.,13.5,106.7,93.2
San Francisco,13.399999999999991,106.8,93.4
Utah St.,13.5,108.2,94.7
West Virginia,12.299999999999997,108.1,95.8
Cincinnati,11.299999999999997,101.7,90.4
UCF,11.900000000000006,107.7,95.8
Providence,12.0,109.6,97.6
San Diego St.,11.0,101.4,90.4
St. Bonaventure,11.700000000000003,108.4,96.7
