Team,AdjEM,AdjOE,AdjDE
Gonzaga,29.400000000000006,120.2,90.8
Purdue,27.5,119.8,92.3
Houston,25.400000000000006,112.5,87.1
Villanova,25.0,118.6,93.6
Baylor,24.19999999999999,115.6,91.4
Texas,23.400000000000006,113.0,89.6
Kansas,24.30000000000001,119.4,95.1
Alabama,22.200000000000003,113.2,91.0
Arizona,21.5,111.5,90.0
UCLA,22.0,114.4,92.4
Duke,21.799999999999997,113.5,91.7
LSU,20.200000000000003,109.4,89.2
USC,20.099999999999994,110.6,90.5
Florida,19.299999999999997,109.2,89.9
Auburn,19.200000000000003,110.2,91.0
Illinois,19.10000000000001,112.2,93.1
Tennessee,18.60000000000001,109.2,90.6
Michigan St.,18.0,106.0,88.0
Indiana,17.0,106.4,89.4
Kentucky,17.700000000000003,111.7,94.0
Ohio St.,18.10000000000001,114.4,96.3
Michigan,16.799999999999997,107.8,91.0
Connecticut,17.39999999999999,111.3,93.9
Memphis,16.5,107.1,90.6
Iowa,17.599999999999994,115.1,97.5
Xavier,16.299999999999997,108.1,91.8
BYU,16.30000000000001,108.4,92.1
Texas Tech,15.899999999999991,108.6,92.7
Seton Hall,15.5,107.4,91.9
Oklahoma,15.300000000000011,106.4,91.1
Wisconsin,15.199999999999989,106.6,91.4
Virginia Tech,15.099999999999994,108.0,92.9
Loyola Chicago,15.300000000000011,110.4,95.1
North Carolina,15.400000000000006,113.4,98.0
Louisville,14.200000000000003,105.4,91.2
Florida St.,14.200000000000003,105.5,91.3
Washington St.,14.199999999999989,106.6,92.4
Oklahoma St.,13.299999999999997,101.5,88.2
San Francisco,14.0,107.3,93.3
Arkansas,14.0,109.0,95.0
Colorado St.,14.299999999999997,114.3,100.0
Utah St.,13.400000000000006,108.2,94.8
Providence,13.300000000000011,109.9,96.6
UCF,12.5,107.5,95.0
West Virginia,12.5,107.2,94.7
Northwestern,12.299999999999997,106.6,94.3
Mississippi St.,12.299999999999997,108.1,95.8
Belmont,12.5,109.8,97.3
Wake Forest,12.299999999999997,108.8,96.5
Cincinnati,11.399999999999991,101.3,89.9
Team,0.0,0.0,0.0
Saint Mary's,11.200000000000003,100.9,89.7
UAB,11.600000000000009,108.4,96.8
Clemson,11.299999999999997,107.2,95.9
St. Bonaventure,11.099999999999994,107.6,96.5
South Dakota St.,11.599999999999994,114.1,102.5
San Diego St.,10.200000000000003,100.7,90.5
Drake,10.799999999999997,108.7,97.9
Wyoming,10.799999999999997,108.6,97.8
Richmond,10.799999999999997,109.7,98.9
Ohio,10.400000000000006,106.9,96.5
Rhode Island,10.0,103.9,93.9
Santa Clara,10.5,109.2,98.7
Syracuse,10.799999999999997,112.7,101.9
Murray St.,10.200000000000003,106.2,96.0
Wichita St.,9.400000000000006,100.2,90.8
Notre Dame,10.0,109.3,99.3
Oregon,9.799999999999997,108.1,98.3
Virginia,9.099999999999994,104.0,94.9
Maryland,9.0,102.5,93.5
Boise St.,8.900000000000006,101.5,92.6
St. John's,9.099999999999994,106.8,97.7
Mississippi,8.5,101.3,92.8
Chattanooga,9.099999999999994,107.3,98.2
Texas A&M,8.600000000000009,102.9,94.3
Utah,8.900000000000006,106.4,97.5
Iowa St.,8.5,102.0,93.5
Minnesota,8.200000000000003,101.3,93.1
VCU,7.5,93.2,85.7
Davidson,8.599999999999994,107.6,99.0
Fresno St.,8.100000000000009,103.2,95.1
Iona,7.900000000000006,102.9,95.0
UC Irvine,7.699999999999989,100.1,92.4
Louisiana Tech,8.200000000000003,107.5,99.3
Kansas St.,7.599999999999994,99.8,92.2
Vanderbilt,7.700000000000003,103.4,95.7
Missouri St.,8.099999999999994,108.6,100.5
Saint Louis,7.799999999999997,106.0,98.2
SMU,7.699999999999989,107.1,99.4
TCU,7.400000000000006,103.2,95.8
North Texas,7.099999999999994,100.1,93.0
DePaul,7.400000000000006,106.4,99.0
Buffalo,7.5,108.1,100.6
Boston College,7.099999999999994,104.0,96.9
Creighton,7.0,104.6,97.6
Georgia Tech,6.900000000000006,103.9,97.0
Marquette,6.799999999999997,103.5,96.7
North Carolina St.,6.8999999999999915,107.1,100.2
Nevada,6.799999999999997,106.3,99.5
Miami FL,7.0,109.3,102.3
New Mexico St.,6.700000000000003,110.3,103.6
Team,0.0,0.0,0.0
Stanford,6.300000000000011,103.4,97.1
Oakland,6.200000000000003,101.7,95.5
Vermont,6.0,102.4,96.4
Grand Canyon,5.900000000000006,104.4,98.5
Liberty,5.799999999999997,102.5,96.7
Penn St.,5.800000000000011,102.9,97.1
Weber St.,5.700000000000003,103.5,97.8
Navy,5.3999999999999915,100.6,95.2
Dayton,5.5,103.2,97.7
Colgate,5.700000000000003,109.0,103.3
Nebraska,5.200000000000003,101.3,96.1
Monmouth,5.200000000000003,103.2,98.0
Jacksonville St.,5.099999999999994,103.1,98.0
Miami OH,5.299999999999997,106.8,101.5
Hofstra,5.400000000000006,109.7,104.3
UC Riverside,5.0,101.3,96.3
Colorado,4.799999999999997,104.2,99.4
Northeastern,4.3999999999999915,97.3,92.9
Rutgers,4.5,99.5,95.0
Northern Iowa,4.700000000000003,104.3,99.6
George Mason,4.3999999999999915,102.8,98.4
Furman,4.299999999999997,105.6,101.3
South Alabama,4.200000000000003,104.2,100.0
Cleveland St.,4.0,104.6,100.6
Texas St.,3.799999999999997,102.8,99.0
East Tennessee St.,3.6000000000000085,100.7,97.1
Eastern Kentucky,3.799999999999997,106.1,102.3
California,3.5,100.4,96.9
Toledo,3.799999999999997,106.0,102.2
Butler,3.5,100.2,96.7
Loyola Marymount,3.5,106.6,103.1
Arizona St.,3.200000000000003,99.5,96.3
UC Santa Barbara,3.1999999999999886,106.1,102.9
Kent St.,3.200000000000003,103.9,100.7
East Carolina,3.0,103.4,100.4
Abilene Christian,2.8999999999999915,98.6,95.7
Southern Illinois,2.700000000000003,101.5,98.8
Campbell,2.799999999999997,103.8,101.0
Delaware,2.700000000000003,105.8,103.1
Georgia St.,2.6999999999999886,107.1,104.4
Marshall,2.5,106.4,103.9
Morehead St.,2.299999999999997,102.2,99.9
Western Illinois,2.3999999999999915,103.8,101.4
Wagner,2.200000000000003,103.7,101.5
Wofford,2.299999999999997,105.6,103.3
South Carolina,2.0,96.4,94.4
Western Kentucky,2.0999999999999943,102.0,99.9
Stephen F. Austin,2.0,102.1,100.1
Utah Valley,1.9000000000000057,100.5,98.6
Seattle,1.7000000000000028,102.4,100.7
Team,0.0,0.0,0.0
Temple,1.7000000000000028,102.2,100.5
San Diego,1.5,97.3,95.8
UTEP,1.5,98.2,96.7
Massachusetts,1.7000000000000028,112.3,110.6
Akron,1.4000000000000057,101.7,100.3
Appalachian St.,1.4000000000000057,100.4,99.0
Washington,1.2999999999999972,99.5,98.2
Tulsa,1.2999999999999972,103.1,101.8
James Madison,1.2000000000000028,100.7,99.5
Towson,1.2000000000000028,103.2,102.0
Boston University,1.0999999999999943,104.0,102.9
Tulane,0.8999999999999915,100.6,99.7
Princeton,0.8000000000000114,104.9,104.1
College of Charleston,0.7999999999999972,102.7,101.9
Southern Utah,0.7000000000000028,103.3,102.6
Charlotte,0.5,104.9,104.4
New Hampshire,0.20000000000000284,103.3,103.1
Yale,0.09999999999999432,100.6,100.5
Longwood,0.0,101.9,101.9
Northern Colorado,0.0,103.2,103.2
Harvard,-0.29999999999999716,99.2,99.5
Montana St.,-0.7000000000000028,103.5,104.2
Oral Roberts,-0.7000000000000028,106.7,107.4
Gardner Webb,-0.8000000000000114,99.1,99.9
Drexel,-0.7999999999999972,103.0,103.8
Saint Joseph's,-0.8999999999999915,100.7,101.6
Rice,-0.9000000000000057,106.5,107.4
Florida Atlantic,-1.0,103.4,104.4
Tarleton St.,-1.0,96.7,97.7
Valparaiso,-1.0999999999999943,99.9,101.0
Coastal Carolina,-1.0999999999999943,99.4,100.5
UNC Greensboro,-1.1000000000000085,96.8,97.9
Georgia,-1.2000000000000028,101.8,103.0
Cal St. Fullerton,-1.2999999999999972,103.7,105.0
Middle Tennessee,-1.2999999999999972,99.2,100.5
Fairfield,-1.2999999999999972,104.3,105.6
Arkansas St.,-1.2999999999999972,102.4,103.7
Saint Peter's,-1.2999999999999972,95.0,96.3
Florida Gulf Coast,-1.3999999999999915,103.4,104.8
Winthrop,-1.5,101.8,103.3
Georgetown,-1.5,101.3,102.8
Hawaii,-1.5999999999999943,103.0,104.6
Georgia Southern,-1.6000000000000085,97.1,98.7
UNLV,-1.5999999999999943,100.4,102.0
Louisiana Lafayette,-1.6000000000000085,98.1,99.7
Sam Houston St.,-1.7000000000000028,100.2,101.9
Wright St.,-1.7000000000000028,100.8,102.5
Pacific,-1.5999999999999943,96.9,98.5
Bradley,-1.7000000000000028,96.5,98.2
Indiana St.,-2.0,100.4,102.4
Team,0.0,0.0,0.0
Cal Baptist,-2.0,103.0,105.0
Fordham,-2.0,94.9,96.9
Stony Brook,-2.0999999999999943,99.9,102.0
New Mexico,-2.299999999999997,102.8,105.1
Ball St.,-2.4000000000000057,103.0,105.4
VMI,-2.6000000000000085,104.1,106.7
Brown,-2.5,95.3,97.8
Niagara,-2.700000000000003,99.5,102.2
Lipscomb,-2.9000000000000057,104.5,107.4
North Dakota St.,-2.8999999999999915,99.4,102.3
Mercer,-3.200000000000003,101.5,104.7
UC Davis,-3.0999999999999943,97.2,100.3
San Jose St.,-3.1999999999999886,100.9,104.1
UMKC,-3.5,100.2,103.7
Oregon St.,-3.5,99.2,102.7
Merrimack,-3.3000000000000114,92.1,95.4
UMBC,-3.5999999999999943,101.0,104.6
Old Dominion,-3.5999999999999943,96.9,100.5
Marist,-3.8000000000000114,99.6,103.4
Montana,-3.8999999999999915,99.2,103.1
Detroit,-4.1000000000000085,103.8,107.9
FIU,-3.9000000000000057,95.8,99.7
Cornell,-4.299999999999997,102.0,106.3
Pittsburgh,-4.299999999999997,96.8,101.1
UC San Diego,-4.3999999999999915,99.9,104.3
Duquesne,-4.5,99.0,103.5
High Point,-4.5,98.1,102.6
Cal St. Bakersfield,-4.700000000000003,97.7,102.4
NJIT,-4.5,96.3,100.8
South Dakota,-4.799999999999997,99.4,104.2
Bowling Green,-4.900000000000006,100.8,105.7
The Citadel,-5.0,101.8,106.8
Northern Kentucky,-4.799999999999997,98.4,103.2
Tennessee Tech,-5.099999999999994,100.0,105.1
Penn,-5.200000000000003,100.3,105.5
Bryant,-5.199999999999989,99.4,104.6
Pepperdine,-5.0,97.0,102.0
Portland St.,-5.1000000000000085,95.8,100.9
Howard,-5.5,102.8,108.3
UMass Lowell,-5.300000000000011,97.6,102.9
Jackson St.,-5.0,92.1,97.1
Portland,-5.5,98.2,103.7
Texas Southern,-5.5,97.6,103.1
Evansville,-5.599999999999994,95.2,100.8
Fort Wayne,-6.0,101.4,107.4
Air Force,-5.699999999999989,94.9,100.6
Missouri,-5.799999999999997,93.9,99.7
UNC Asheville,-6.0,97.7,103.7
Illinois Chicago,-6.1000000000000085,97.1,103.2
Bellarmine,-6.299999999999997,101.3,107.6
Team,0.0,0.0,0.0
Louisiana Monroe,-6.199999999999989,98.4,104.6
LIU Brooklyn,-6.099999999999994,95.7,101.8
Youngstown St.,-6.5,100.9,107.4
Jacksonville,-6.300000000000011,95.6,101.9
Illinois St.,-6.599999999999994,99.2,105.8
Manhattan,-6.6000000000000085,97.3,103.9
New Orleans,-6.700000000000003,99.5,106.2
Southeast Missouri St.,-7.1000000000000085,100.3,107.4
Troy,-7.099999999999994,94.9,102.0
Norfolk St.,-7.200000000000003,95.0,102.2
La Salle,-7.200000000000003,94.8,102.0
St. Thomas,-8.100000000000009,106.3,114.4
Prairie View A&M,-7.5,97.7,105.2
Nicholls St.,-7.3999999999999915,96.7,104.1
Samford,-7.6000000000000085,98.6,106.2
UT Arlington,-7.300000000000011,93.6,100.9
St. Francis PA,-7.700000000000003,99.6,107.3
South Florida,-7.1000000000000085,90.6,97.7
Quinnipiac,-7.5,96.7,104.2
Kennesaw St.,-7.699999999999989,97.4,105.1
George Washington,-7.5,93.4,100.9
Milwaukee,-7.799999999999997,96.2,104.0
Eastern Washington,-8.200000000000003,99.2,107.4
Dixie St.,-8.200000000000003,97.7,105.9
Presbyterian,-7.900000000000006,93.8,101.7
Eastern Michigan,-8.199999999999989,96.9,105.1
Siena,-8.299999999999997,97.0,105.3
North Carolina A&T,-8.200000000000003,94.8,103.0
Elon,-8.800000000000011,100.1,108.9
Robert Morris,-8.900000000000006,101.1,110.0
Austin Peay,-8.899999999999991,97.7,106.6
Stetson,-9.099999999999994,97.7,106.8
Radford,-8.799999999999997,92.4,101.2
Southern Miss,-8.799999999999997,91.9,100.7
UTSA,-9.399999999999991,98.2,107.6
Southern,-9.099999999999994,94.2,103.3
UT Rio Grande Valley,-9.400000000000006,97.8,107.2
Florida A&M,-8.900000000000006,91.6,100.5
Sacred Heart,-9.800000000000011,100.1,109.9
Texas A&M Corpus Chris,-9.5,95.8,105.3
