Team,AdjEM,AdjOE,AdjDE
Gonzaga,30.19999999999999,119.1,88.9
Houston,27.400000000000006,113.2,85.8
Baylor,26.69999999999999,115.1,88.4
Arizona,25.700000000000003,113.5,87.8
Purdue,27.0,120.1,93.1
Kansas,26.10000000000001,119.9,93.8
Texas,22.89999999999999,110.1,87.2
UCLA,22.700000000000003,113.5,90.8
LSU,21.0,105.3,84.3
Duke,22.89999999999999,114.6,91.7
Alabama,21.799999999999997,114.1,92.3
Michigan St.,20.5,108.3,87.8
Auburn,20.89999999999999,110.6,89.7
Villanova,21.299999999999997,112.6,91.3
Xavier,20.599999999999994,110.0,89.4
USC,20.10000000000001,109.4,89.3
Illinois,21.0,114.6,93.6
Tennessee,18.900000000000006,106.4,87.5
Michigan,19.0,109.6,90.6
Ohio St.,19.5,114.3,94.8
Indiana,17.700000000000003,105.2,87.5
Kentucky,18.200000000000003,112.0,93.8
Virginia Tech,17.099999999999994,107.0,89.9
Memphis,17.299999999999997,108.6,91.3
BYU,17.400000000000006,108.9,91.5
Seton Hall,16.700000000000003,107.5,90.8
Washington St.,16.5,106.8,90.3
Oklahoma,16.200000000000003,105.9,89.7
Iowa,17.700000000000003,116.2,98.5
Loyola Chicago,16.900000000000006,111.5,94.6
Texas Tech,15.900000000000006,105.7,89.8
Connecticut,15.899999999999991,107.3,91.4
Florida,15.5,106.3,90.8
Providence,15.400000000000006,108.4,93.0
Utah St.,14.799999999999997,110.6,95.8
Iowa St.,13.400000000000006,100.7,87.3
San Francisco,13.700000000000003,104.0,90.3
Florida St.,13.700000000000003,104.2,90.5
Mississippi St.,13.900000000000006,107.2,93.3
Colorado St.,14.800000000000011,113.4,98.6
Oklahoma St.,13.200000000000003,101.7,88.5
Wisconsin,13.5,104.9,91.4
UCF,13.099999999999994,106.8,93.7
Belmont,13.099999999999994,108.1,95.0
North Carolina,13.300000000000011,111.4,98.1
West Virginia,12.400000000000006,103.7,91.3
Saint Mary's,11.700000000000003,100.3,88.6
Wake Forest,12.400000000000006,108.0,95.6
Northwestern,12.099999999999994,105.6,93.5
Louisville,11.5,101.1,89.6
Team,0.0,0.0,0.0
San Diego St.,11.300000000000011,99.9,88.6
Creighton,12.200000000000003,107.0,94.8
Minnesota,11.700000000000003,104.7,93.0
Clemson,12.100000000000009,109.4,97.3
Cincinnati,11.300000000000011,101.4,90.1
Murray St.,11.700000000000003,106.8,95.1
UAB,11.700000000000003,106.7,95.0
Fresno St.,11.299999999999997,104.2,92.9
Boise St.,10.800000000000011,100.4,89.6
Arkansas,11.099999999999994,107.3,96.2
Monmouth,10.600000000000009,103.2,92.6
Saint Louis,10.900000000000006,106.9,96.0
Ohio,10.399999999999991,103.6,93.2
