AWAY,HOME,VegasSpread,VegasTotal,Court,Time
Florida,Alabama,-1,151,H,6:00 PM
Rutgers,Michigan St.,2,154,H,8:00 PM
Connecticut,Marquette,1,141,H,8:00 PM
North Carolina,Miami FL,-1,141,H,7:00 PM
Memphis,UCF,1,137,H,8:00 PM
Kansas,TCU,2,138,H,9:00 PM
North Carolina St.,Clemson,-4,132,H,6:00 PM
Davidson,Duquesne,-1,139,H,6:00 PM
Missouri,Mississippi St.,3,133,H,8:00 PM
Toledo,Kent St.,5,141,H,1:00 PM
Iowa St.,Texas,-17,141,H,7:00 PM
Florida Atlantic,James Madison,-1,147,H,
Vanderbilt,Kentucky,-10,134,H,6:00 PM
Campbell,Gardner Webb,-2,136,H,2:00 PM
Kansas St.,Texas Tech,-12,122,H,6:00 PM
Dayton,Fordham,5,123,H,5:00 PM
Longwood,USC Upstate,1,137,H,5:00 PM
Central Michigan,Bowling Green,-11,163,H,5:00 PM
Winthrop,Charleston Southern,12,150,H,2:00 PM
Delaware St.,Coppin St.,-7,157,H,7:00 PM
Hampton,Radford,-5,133,H,5:00 PM
Northern Illinois,Ohio,-15,133,H,5:00 PM
